# source=MFAToolkit WebGCM  sha=713236f  cues=etc/MFAToolkit/cues/  input=ModelSEED structures (Unique_ModelSEED_Structures.txt, SMILES preferred)  convention=A (H+ = -9.5 kcal/mol, H in compound dGf)  units=kcal/mol
compound_id	status	dg_kcal_per_mol	dgerr_kcal_per_mol	charge	formula	groups	note
cpd15440	ok	-764.91	8.1908	0	C28H47N8O18P3S	-CH3:5|>C<:1|-CH2-:8|-OPO3-:1|-OPO2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:2|ring =N-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|-OH:3|-OPO3:1|>CH-:2|>C=O:3|>N<:1|amide:2|-NH-:2|-S-:1|thioester:1|Origin:1|heteroaromatic:2|-2	No special notes for this compound.
cpd15441	ok	-706.06	8.1973	0	C28H45N8O17P3S	-CH3:5|>C<:1|-CH2-:7|-OPO3-:1|-OPO2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:2|ring =N-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|-OH:2|-OPO3:1|>CH-:1|>C=O:3|=CH-:2|>N<:1|amide:2|-NH-:2|-S-:1|thioester:1|Origin:1|OCCC:1|heteroaromatic:2|-2	No special notes for this compound.
cpd15443	ok	-686.98	5.1789	0	C9H13N5O13P3	-NH2:1|ring =C<:1|ring =N-:1|ring >C=O:1|two fused rings >C=:2|ring -NH-:3|ring -CH2-:1|ring -CH<:1|>C=O:1|>CH-:1|-OH:1|-CH2-:1|-OPO2-:2|-OPO3:1|Origin:1|OCCC:1|OCNC:1|-3	No special notes for this compound.
cpd15454	ok	-681.24	6.1425	0	C18H27N3O15P2	-CH3:3|>C=O:1|ring -CH<:8|-OH:3|-OPO3-:1|-OPO2-:1|-CH2-:1|ring -O-:2|ring =CH-:1|ring =C<:1|ring >C=O:2|ring -CH2-:1|amide:3|-NH-:1|ring -N<:1|ring -NH-:1|Origin:1|OCCC:1|-2	No special notes for this compound.
cpd15455	ok	-1087.54	22.517	0	C103H162N6O37P2	-CH3:20|>C=O:6|ring -CH<:30|-O-:5|-OH:9|-OPO3-:1|-OPO2-:1|-CH2-:23|=CH-:11|=C<:11|ring -O-:6|-COO:2|amide:6|-NH-:6|Origin:1|-4	No special notes for this compound.
cpd15456	ok	-1553.02	31.312	0	C127H198N9O52P2	-CH3:24|>C=O:9|ring -CH<:45|-O-:8|-OH:13|-OPO3-:1|-OPO2-:1|-CH2-:24|=CH-:11|=C<:11|ring -O-:9|-COO:3|amide:9|-NH-:9|Origin:1|-5	No special notes for this compound.
cpd15457	unknown_group			0	C234H393N11O134P4R	RW:1|-O-:21|ring -CH<:101|-OH:47|>C=O:11|-CH3:18|-CH2-:81|>CH-:10|ring -O-:21|ring >C<:2|-OPO3:4|-O-CO-:4|-COO:5|ring -CH2-:2|amide:11|-NH-:11|Origin:1|-9	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd15458	ok	-2018.50	40.524	0	C151H234N12O67P2	-CH3:28|>C=O:12|ring -CH<:60|-O-:11|-OH:17|-OPO3-:1|-OPO2-:1|-CH2-:25|=CH-:11|=C<:11|ring -O-:12|-COO:4|amide:12|-NH-:12|Origin:1|-6	No special notes for this compound.
cpd15459	ok	-1646.19	17.301	0	C112H204N3O42P3	-CH3:6|-CH2-:72|-O-CO-:4|>CH-:6|ring -CH<:16|>C=O:2|-O-:3|ring -O-:4|-OPO3:2|-OH:9|ring >C<:2|-COO:2|ring -CH2-:2|-OPO3-:1|-NH3:1|amide:2|-NH-:2|Origin:1|-4	No special notes for this compound.
cpd15460	no_groups			0	C30H22FeN3O16	unlabeled atoms:40|-COO:1|-CH2-:1|-OH:1|aromatic ring =CH-:9|two fused rings >C=:3|ring -O-:3|Origin:1|OCCC:3|-4	Formation energy not estimated due to the presence of 40 atoms that could not be assigned to any of the existing set of structural groups.
cpd15461	unknown_group			0	C3H6N3O6R3	RW:3|>C=O:3|-NH-:3|-OH:3|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:3|
cpd15462	no_groups			0	C27H45N9O12	-CH3:3|>C=O:3|-OH:3|-CH2-:9|unlabeled atoms:39|amide:3|-N<:3|Origin:1|0	Formation energy not estimated due to the presence of 39 atoms that could not be assigned to any of the existing set of structural groups.
cpd15466	ok	-247.76	2.6827	0	C12H25N2O7	-NH3:1|>CH-:4|-CH2-:6|-NH2-:1|>C=O:1|-OH:4|-COO:1|Origin:1|1	No special notes for this compound.
cpd15468	ok	-391.33	1.3698	0	C6H13NO8P	-NH3:1|>CH-:2|-CH2-:3|-OPO3-:1|-OH:2|-COO:1|Origin:1|-1	No special notes for this compound.
cpd15469	ok	-3135.42	34.467	0	C157H275N2O84P4	-CH3:7|-CH2-:76|-O-CO-:4|>CH-:10|ring -CH<:49|>C=O:2|-O-:10|ring -O-:11|-OPO3:4|-OH:31|ring >C<:3|-COO:3|ring -CH2-:3|amide:2|-NH-:2|Origin:1|-7	No special notes for this compound.
cpd15470	ok	-627.59	14.517	0	C77H125NO22P2	-CH3:15|>C=O:1|ring -CH<:15|-OPO3-:1|-OPO2-:1|-CH2-:23|=CH-:11|=C<:11|ring -O-:3|-OH:7|-O-:2|-O-CO-:1|amide:1|-NH-:1|Origin:1|-2	No special notes for this compound.
cpd15472	ok	-630.29	7.1638	0	C16H21N5O15P2	-CH3:1|ring -CH<:8|ring -O-:2|-OPO3-:1|-OPO2-:1|-CH2-:1|ring -N<:1|ring =CH-:1|ring =N-:2|two fused rings >C=:2|ring >C=O:2|ring =C<:1|-NH2:1|-OH:4|amide:1|ring -NH-:1|Origin:1|OCCC:1|CCNC:1|heteroaromatic:1|-2	No special notes for this compound.
cpd15473	ok	-785.83	16.341	0	C83H135NO27P2	-CH3:15|>C=O:1|ring -CH<:19|-OPO3-:1|-OPO2-:1|-CH2-:24|=CH-:11|=C<:11|ring -O-:4|-OH:10|-O-:3|>CH-:1|-O-CO-:1|amide:1|-NH-:1|Origin:1|-2	No special notes for this compound.
cpd15475	ok	-3293.90	37.283	0	C163H285N2O89P4	-CH3:7|-CH2-:77|-O-CO-:4|>CH-:10|ring -CH<:54|>C=O:2|-O-:11|ring -O-:12|-OPO3:4|-OH:34|ring >C<:3|-COO:3|ring -CH2-:3|amide:2|-NH-:2|Origin:1|-7	No special notes for this compound.
cpd15477	ok	-3452.38	40.13	0	C169H295N2O94P4	-CH3:7|-CH2-:78|-O-CO-:4|>CH-:10|ring -CH<:59|>C=O:2|-O-:12|ring -O-:13|-OPO3:4|-OH:37|ring >C<:3|-COO:3|ring -CH2-:3|amide:2|-NH-:2|Origin:1|-7	No special notes for this compound.
cpd15479	ok	-2976.94	31.691	0	C151H265N2O79P4	-CH3:7|-CH2-:75|-O-CO-:4|>CH-:10|ring -CH<:44|>C=O:2|-O-:9|ring -O-:10|-OPO3:4|-OH:28|ring >C<:3|-COO:3|ring -CH2-:3|amide:2|-NH-:2|Origin:1|-7	No special notes for this compound.
cpd15482	ok	-3662.05	43.961	0	C192H337N2O101P4	-CH3:8|-CH2-:93|-O-CO-:5|>CH-:11|>C=O:2|ring -CH<:64|-OPO3:4|ring -O-:14|-O-:13|ring >C<:3|-COO:3|ring -CH2-:3|-OH:40|amide:2|-NH-:2|Origin:1|-7	No special notes for this compound.
cpd15483	ok	-993.79	16.401	0	C110H206N2O26P2	-CH3:7|-CH2-:82|-O-CO-:5|>CH-:4|>C=O:2|ring -CH<:10|-OPO3:2|ring -O-:2|-O-:1|-OH:3|amide:2|-NH-:2|Origin:1|-2	No special notes for this compound.
cpd15484	ok	-1840.48	21.693	0	C124H222N2O51P2	-CH3:6|-CH2-:72|-O-CO-:4|>CH-:8|ring -CH<:26|>C=O:2|-O-:5|ring -O-:6|-OPO3:2|-OH:18|ring >C<:2|-COO:2|ring -CH2-:2|amide:2|-NH-:2|Origin:1|-4	No special notes for this compound.
cpd15485	ok	-1645.58	19.261	0	C117H210N2O45P2	-CH3:6|-CH2-:71|-O-CO-:4|>CH-:7|ring -CH<:21|>C=O:2|-O-:4|ring -O-:5|-OPO3:2|-OH:14|ring >C<:2|-COO:2|ring -CH2-:2|amide:2|-NH-:2|Origin:1|-4	No special notes for this compound.
cpd15486	ok	-88.40	2.2341	0	C5H6O3	-CH3:1|ring -CH<:1|ring -O-:1|ring =CH-:1|ring =C<:1|-OH:1|ring >C=O:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd15488	ok	-2247.88	24.236	0	C131H234N2O60P3	-CH3:6|-CH2-:73|-O-CO-:4|>CH-:9|ring -CH<:31|>C=O:2|-O-:6|ring -O-:7|-OPO3:3|-OH:21|ring >C<:2|-COO:2|ring -CH2-:2|amide:2|-NH-:2|Origin:1|-5	No special notes for this compound.
cpd15491	ok	-1426.19	15.941	0	C100H180N2O38P2	-CH3:5|-CH2-:62|-O-CO-:3|>CH-:6|>C=O:2|ring -CH<:16|-O-:3|ring -O-:4|-OPO3:2|-OH:11|ring >C<:2|-COO:2|ring -CH2-:2|amide:2|-NH-:2|Origin:1|-4	No special notes for this compound.
cpd15492	ok	-2696.21	26.436	0	C139H245N2O70P4	-CH3:6|-CH2-:74|-O-CO-:4|>CH-:10|ring -CH<:34|>C=O:2|-O-:7|ring -O-:8|-OPO3:4|-OH:23|ring >C<:3|-COO:3|ring -CH2-:3|amide:2|-NH-:2|Origin:1|-7	No special notes for this compound.
cpd15493	ok	-1421.84	17.337	0	C114H204N2O39P2	-CH3:6|-CH2-:72|=CH-:2|-O-CO-:4|>CH-:6|>C=O:2|ring -CH<:16|-O-:3|ring -O-:4|-OPO3:2|-OH:10|ring >C<:2|-COO:2|ring -CH2-:2|amide:2|-NH-:2|Origin:1|-4	No special notes for this compound.
cpd15495	ok	-852.20	15.092	0	C30H52O26	-OH:17|-CH2-:5|ring -CH<:25|ring -O-:5|-O-:4|Origin:1|0	No special notes for this compound.
cpd15496	ok	-530.38	3.1574	0	C9H15O12P	-COO:1|>CH-:1|-CH2-:2|-OH:4|-O-:1|ring -CH<:5|ring -O-:1|-OPO3:1|Origin:1|-2	No special notes for this compound.
cpd15499	ok	180.27	9.3801	0	C51H74O2	-CH3:10|=C<:8|=CH-:8|-CH2-:15|aromatic ring =C<:4|-OH:2|two fused aromatic rings >C=:2|aromatic ring =CH-:4|Origin:1|0	No special notes for this compound.
cpd15500	ok	206.06	8.9864	0	C51H72O2	-CH3:10|=C<:8|=CH-:8|-CH2-:15|ring =C<:2|ring >C=O:2|two fused rings >C=:2|aromatic ring =CH-:4|Origin:1|OCCC:4|0	No special notes for this compound.
cpd15501	ok	-1286.42	18.324	0	C68H106N12O39	-CH3:8|>C=O:10|ring -CH<:20|-O-:5|>CH-:10|-CH2-:14|-NH3:2|-COO:6|ring -O-:4|-OH:8|amide:10|-NH-:10|Origin:1|-4	No special notes for this compound.
cpd15502	ok	-1177.29	18.859	0	C68H102N12O37	-CH3:8|>C=O:11|ring =C<:1|ring =CH-:1|ring -O-:4|ring -CH<:18|-CH2-:14|-OH:7|-O-:5|>CH-:10|-COO:5|-NH3:1|amide:11|-NH-:11|Origin:1|-4	No special notes for this compound.
cpd15503	unknown_group			0	C71H107N13O40R4	RW:4|-O-:8|ring -CH<:20|ring -O-:4|-CH2-:14|-OH:6|>C=O:12|-CH3:9|>CH-:11|-NH3:1|-COO:5|amide:12|-NH-:12|Origin:1|-4	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:4|
cpd15504	ok	-1317.19	19.331	0	C71H111N13O40	-CH3:9|>C=O:11|ring -CH<:20|-O-:5|>CH-:11|-CH2-:14|-NH3:2|-COO:6|ring -O-:4|-OH:8|amide:11|-NH-:11|Origin:1|-4	No special notes for this compound.
cpd15505	ok	-1347.96	20.379	0	C74H116N14O41	-CH3:10|>C=O:12|ring -CH<:20|-O-:5|>CH-:12|-CH2-:14|-NH3:2|-COO:6|ring -O-:4|-OH:8|amide:12|-NH-:12|Origin:1|-4	No special notes for this compound.
cpd15507	ok	-1882.91	31.247	0	C111H169N21O59	-CH3:15|>C=O:19|ring =C<:1|ring =CH-:1|ring -O-:6|ring -CH<:28|-CH2-:21|-OH:10|-O-:8|>CH-:18|-COO:8|-NH3:2|amide:19|-NH-:19|Origin:1|-6	No special notes for this compound.
cpd15509	ok	-1347.96	20.379	0	C74H116N14O41	-CH3:10|>C=O:12|ring -CH<:20|-O-:5|>CH-:12|-CH2-:14|-NH3:2|-COO:6|ring -O-:4|-OH:8|amide:12|-NH-:12|Origin:1|-4	No special notes for this compound.
cpd15510	ok	-1378.73	21.459	0	C77H121N15O42	-CH3:11|>C=O:13|ring -CH<:20|-O-:5|>CH-:13|-CH2-:14|-NH3:2|-COO:6|ring -O-:4|-OH:8|amide:13|-NH-:13|Origin:1|-4	No special notes for this compound.
cpd15511	ok	-1409.50	22.569	0	C80H126N16O43	-CH3:12|>C=O:14|ring -CH<:20|-O-:5|>CH-:14|-CH2-:14|-NH3:2|-COO:6|ring -O-:4|-OH:8|amide:14|-NH-:14|Origin:1|-4	No special notes for this compound.
cpd15512	unknown_group			0	C120H186N24O63	-CH3:18|>C=O:21|ring -CH<:28|-O-:8|two fused rings >CH-:2|ring -CH2-:1|ring -O-:6|T24RWORW:1|>CH-:21|-CH2-:20|-NH3:3|-COO:9|-OH:9|amide:21|-NH-:21|Origin:1|-6	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: T24RWORW:1|
cpd15514	ok	-1269.60	22.146	0	C77H117N15O40	-CH3:11|>C=O:14|ring =C<:1|ring =CH-:1|ring -O-:4|ring -CH<:18|-CH2-:14|-OH:7|-O-:5|>CH-:13|-COO:5|-NH3:1|amide:14|-NH-:14|Origin:1|-4	No special notes for this compound.
cpd15515	ok	-1856.53	33.378	0	C114H172N22O59	-CH3:16|>C=O:21|ring =C<:1|ring =CH-:1|ring -O-:6|ring -CH<:28|-CH2-:21|-OH:10|-O-:8|>CH-:19|-COO:7|-NH3:1|amide:21|-NH-:21|Origin:1|-6	No special notes for this compound.
cpd15516	ok	-1732.04	31.695	0	C123H200N2O57P2	-CH3:18|>C=O:2|ring -CH<:48|-OPO3-:1|-OPO2-:1|-CH2-:29|=CH-:11|=C<:11|ring -O-:10|-O-:9|-OH:25|>CH-:2|-O-CO-:2|amide:2|-NH-:2|Origin:1|-2	No special notes for this compound.
cpd15517	ok	-2519.77	45.807	0	C157H255N3O82P2	-CH3:21|>C=O:3|ring -CH<:72|-OPO3-:1|-OPO2-:1|-CH2-:33|=CH-:11|=C<:11|ring -O-:15|-O-:14|-OH:37|>CH-:3|-O-CO-:3|amide:3|-NH-:3|Origin:1|-2	No special notes for this compound.
cpd15518	no_estimate			0	C298H506N6O189P4	-CH3:18|-CH2-:94|-O-CO-:8|>CH-:19|>C=O:6|-O-:32|ring -CH<:147|ring -O-:31|-OPO3:4|-OH:84|ring >C<:2|-COO:2|ring -CH2-:2|amide:6|-NH-:6|Origin:1|-6	No special notes for this compound.
cpd15519	ok	-3307.50	60.234	0	C191H310N4O107P2	-CH3:24|>C=O:4|ring -CH<:96|-OPO3-:1|-OPO2-:1|-CH2-:37|=CH-:11|=C<:11|ring -O-:20|-O-:19|-OH:49|>CH-:4|-O-CO-:4|amide:4|-NH-:4|Origin:1|-2	No special notes for this compound.
cpd15520	ok	-944.31	18.628	0	C89H145NO32P2	-CH3:15|>C=O:1|ring -CH<:24|-OPO3-:1|-OPO2-:1|-CH2-:25|=CH-:11|=C<:11|ring -O-:5|-O-:4|-OH:13|>CH-:1|-O-CO-:1|amide:1|-NH-:1|Origin:1|-2	No special notes for this compound.
cpd15549	ok	-2052.98	21.654	0	C124H222N2O54P3	-CH3:6|-CH2-:72|-O-CO-:4|>CH-:8|ring -CH<:26|>C=O:2|-O-:5|ring -O-:6|-OPO3:3|-OH:17|ring >C<:2|-COO:2|ring -CH2-:2|amide:2|-NH-:2|Origin:1|-5	No special notes for this compound.
cpd15550	ok	-2460.38	24.197	0	C131H234N2O63P4	-CH3:6|-CH2-:73|-O-CO-:4|>CH-:9|ring -CH<:31|>C=O:2|-O-:6|ring -O-:7|-OPO3:4|-OH:20|ring >C<:2|-COO:2|ring -CH2-:2|amide:2|-NH-:2|Origin:1|-6	No special notes for this compound.
cpd15551	ok	-72.00	2.3269	0	C7H13N2O3	-COO:1|-CH2-:2|-NH-:1|-O-:1|ring -CH<:1|ring -CH2-:3|ring -NH-:1|Origin:1|-1	No special notes for this compound.
cpd15559	ok	-247.76	2.6827	0	C12H25N2O7	-NH3:1|>CH-:4|-CH2-:6|-NH2-:1|>C=O:1|-OH:4|-COO:1|Origin:1|1	No special notes for this compound.
cpd15560	ok	142.50	9.1987	0	C49H74O4	-CH3:12|-O-:2|ring =C<:4|ring >C=O:2|-CH2-:15|=CH-:8|=C<:8|Origin:1|OCCC:4|0	No special notes for this compound.
cpd15561	ok	120.80	9.2487	0	C49H76O4	-CH3:12|-O-:2|aromatic ring =C<:6|-OH:2|-CH2-:15|=CH-:8|=C<:8|Origin:1|0	No special notes for this compound.
cpd15562	ok	-431.66	12.812	0	C69H113NO16P2	-CH3:14|>C=O:1|ring -CH<:10|-OPO3-:1|-OPO2-:1|-CH2-:22|=CH-:11|=C<:11|ring -O-:2|-OH:5|-O-:1|amide:1|-NH-:1|Origin:1|-2	No special notes for this compound.
cpd15574	no_groups			0	O4W	unlabeled atoms:3|-Oneg:2|Origin:1|3	Formation energy not estimated due to the presence of 3 atoms that could not be assigned to any of the existing set of structural groups.
cpd15575	ok	-53.37	11.462	0	C61H99NO8P	-CH3:12|=C<:11|=CH-:11|-CH2-:21|-OPO3-:1|ring -CH<:3|ring -O-:1|ring -CH2-:1|ring >C<:1|-NH2:1|-CH=O:1|-OH:2|Origin:1|-1	No special notes for this compound.
cpd15581	ok	-505.46	12.987	0	C71H113N2O18P2	-CH3:14|>C=O:2|ring -CH<:10|-O-:1|-OH:4|-OPO3-:1|-OPO2-:1|-CH2-:22|=CH-:11|=C<:11|ring -O-:2|-COO:1|amide:2|-NH-:2|Origin:1|-3	No special notes for this compound.
cpd15582	ok	-622.06	14.901	0	C79H126N3O22P2	-CH3:16|>C=O:3|ring -CH<:15|-O-:2|-OH:5|-OPO3-:1|-OPO2-:1|-CH2-:22|=CH-:11|=C<:11|ring -O-:3|-COO:1|amide:3|-NH-:3|Origin:1|-3	No special notes for this compound.
cpd15584	ok	-203.63	3.1113	0	C7H14O6	-CH3:1|-O-:1|ring -CH<:5|ring -O-:1|-CH2-:1|-OH:4|Origin:1|0	No special notes for this compound.
cpd15596	ok	-119.77	2.956	0	C7H3NO4	-COO:2|ring =C<:2|ring =CH-:3|ring =N-:1|Origin:1|OCCC:1|OCCN:1|heteroaromatic:1|-2	No special notes for this compound.
cpd15607	no_groups			0	C34H34FeN4O6	=CH2:2|=CH-:2|ring =C<:6|-CH3:4|two fused rings >C=:8|unlabeled atoms:9|ring =CH-:3|-CH2-:4|-COO:2|ring >C<:2|-OH:2|Origin:1|CCNC:1|CCCC:8|heteroaromatic:1|0	Formation energy not estimated due to the presence of 9 atoms that could not be assigned to any of the existing set of structural groups.
cpd15608	ok	-78.65	0.9315	0	C7H13O2	-CH3:1|-CH2-:5|-COO:1|Origin:1|-1	No special notes for this compound.
cpd15611	ok	-27.57	0.80528	0	C6H12O	-CH3:1|-CH2-:4|-CH=O:1|Origin:1|0	No special notes for this compound.
cpd15612	ok	-154.73	1.4691	0	C5H10N2O4	-NH3:1|>CH-:1|-CH2-:2|-OH:1|>C=O:1|-COO:1|amide:1|-NH-:1|Origin:1|0	No special notes for this compound.
cpd15618	ok	-22.71	1.2908	0	C9H18O	-CH3:1|-CH2-:7|-CH=O:1|Origin:1|0	No special notes for this compound.
cpd15621	ok	-29.19	0.65774	0	C5H10O	-CH3:1|-CH2-:3|-CH=O:1|Origin:1|0	No special notes for this compound.
cpd15636	ok	-152.06	1.9744	0	C10H20N2O4	-CH3:3|>CH-:4|-CH2-:1|>C=O:1|-NH3:1|-OH:1|-COO:1|amide:1|-NH-:1|Origin:1|0	No special notes for this compound.
cpd15640	ok	-68.93	1.9565	0	C13H25O2	-CH3:1|-CH2-:11|-COO:1|Origin:1|-1	No special notes for this compound.
cpd15641	ok	-16.23	1.9713	0	C13H26O	-CH3:1|-CH2-:11|-CH=O:1|Origin:1|0	No special notes for this compound.
cpd15642	ok	-14.61	2.1437	0	C14H28O	-CH3:1|-CH2-:12|-CH=O:1|Origin:1|0	No special notes for this compound.
cpd15643	ok	-72.17	1.6107	0	C11H21O2	-CH3:1|-CH2-:9|-COO:1|Origin:1|-1	No special notes for this compound.
cpd15644	ok	-19.47	1.6287	0	C11H22O	-CH3:1|-CH2-:9|-CH=O:1|Origin:1|0	No special notes for this compound.
cpd15807	ok	-331.64	3.4903	0	C9H17N5O8P	-NH2:2|ring =C<:3|ring =N-:1|ring >C=O:1|-NH-:1|-CH2-:2|>CH-:3|-OH:3|-OPO3:1|ring -NH-:1|Origin:1|OCCC:1|OCNC:1|-1	No special notes for this compound.
cpd15810	ok	-185.47	2.5241	0	C5H7NO5S2	-COO:1|ring -CH<:2|ring -CH2-:1|ring -S-:1|-CH2-:1|-SO3:1|ring -NH-:1|Origin:1|-2	No special notes for this compound.
cpd15827	ok	-74.12	1.6665	0	C7H13O2S	-COO:1|-CH2-:6|-SH:1|Origin:1|-1	No special notes for this compound.
cpd15828	ok	-141.31	2.2221	0	C11H20NO4S	-CH3:1|>CH-:2|-OH:1|>C=O:1|-CH2-:6|-SH:1|-COO:1|amide:1|-NH-:1|Origin:1|-1	No special notes for this compound.
cpd15829	ok	-105.40	0.9632	0	C7H11O3	-CH=O:1|-CH2-:5|-COO:1|Origin:1|-1	No special notes for this compound.
cpd15831	ok	-277.20	1.1643	0	C8H9O7	-COO:3|-CH2-:4|>C<:1|-OH:1|Origin:1|-3	No special notes for this compound.
cpd15832	ok	-275.58	1.2779	0	C9H11O7	-COO:3|-CH2-:5|>C<:1|-OH:1|Origin:1|-3	No special notes for this compound.
cpd15833	ok	-278.82	1.0676	0	C7H7O7	-COO:3|-CH2-:3|>C<:1|-OH:1|Origin:1|-3	No special notes for this compound.
cpd15839	ok	-165.59	5.6048	0	C16H17N3O7	ring >C=O:2|ring =N-:1|two fused rings >C=:2|ring -N<:1|-CH2-:2|>CH-:3|-OH:5|two fused rings >C=:2|aromatic ring =CH-:3|aromatic ring =C<:1|ring =CH-:1|amide:1|ring -NH-:1|Origin:1|OCCC:1|OCNC:1|CCCN:1|CCCC:1|0	No special notes for this compound.
cpd15853	ok	-385.67	1.1517	0	C6H10O8P	-CH3:1|>C=O:2|>CH-:2|-OH:2|-CH2-:1|-OPO3:1|Origin:1|-1	No special notes for this compound.
cpd15882	ok	-219.04	1.5805	0	C8H7O6	-COO:3|=CH-:1|=C<:1|-CH2-:3|Origin:1|OCCC:2|-3	No special notes for this compound.
cpd15883	ok	-217.42	1.6473	0	C9H9O6	-COO:3|=CH-:1|=C<:1|-CH2-:4|Origin:1|OCCC:2|-3	No special notes for this compound.
cpd15884	ok	-636.92	7.2082	0	C35H48N7O19P	-CH3:2|ring -CH<:6|ring -NH-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|ring =N-:1|ring >C=O:1|>CH-:6|-NH-:2|aromatic ring =C<:2|aromatic ring =CH-:4|-CH2-:7|-OH:5|-O-:1|ring -O-:1|-OPO3-:1|-COO:3|>C=O:1|amide:1|Origin:1|OCCC:1|OCNC:1|-4	No special notes for this compound.
cpd15886	ok	-220.66	1.5309	0	C7H5O6	-COO:3|=CH-:1|=C<:1|-CH2-:2|Origin:1|OCCC:2|-3	No special notes for this compound.
cpd15889	ok	-577.97	5.5638	0	C13H16N5O13P2	-CH3:1|>CH-:1|-OPO3-:1|-OPO2-:1|-CH2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:1|ring =N-:2|two fused rings >C=:2|ring >C=O:1|ring =C<:1|-NH2:1|-OH:2|-COO:1|amide:1|ring -NH-:1|Origin:1|OCCC:1|CCNC:1|heteroaromatic:1|-3	No special notes for this compound.
cpd15891	ok	-621.72	7.1765	0	C36H47N7O19P	-CH3:2|ring -CH<:6|two fused rings >CH-:1|ring -NH-:2|two fused rings >C=:2|ring =C<:1|-NH2:1|ring =N-:1|ring >C=O:1|two fused rings -N<:1|ring =CH-:1|dbl sgl ring =N<:1|aromatic ring =C<:2|aromatic ring =CH-:4|-CH2-:7|>CH-:5|-OH:5|-O-:1|ring -O-:1|-OPO3-:1|-COO:3|>C=O:1|amide:1|-NH-:1|Origin:1|OCCC:1|OCNC:1|CCNC:1|-3	No special notes for this compound.
cpd15892	ok	-314.77	5.5468	0	C29H38N5O11	-NH3:2|-CH2-:10|ring =C<:2|ring =CH-:2|-O-:1|aromatic ring =C<:2|aromatic ring =CH-:4|>C=O:3|>CH-:3|-COO:3|ring -O-:1|amide:3|-NH-:3|Origin:1|heteroaromatic:1|-1	No special notes for this compound.
cpd15904	ok	-194.39	2.2224	0	C5H10NO5S2	-NH3:1|>CH-:1|-CH2-:3|-S-:1|-SO3:1|-COO:1|Origin:1|-1	No special notes for this compound.
cpd15908	ok	-275.78	1.0766	0	C8H9O7	-COO:3|-CH2-:3|>CH-:2|-OH:1|Origin:1|-3	No special notes for this compound.
cpd15909	ok	-274.16	1.1726	0	C9H11O7	-COO:3|-CH2-:4|>CH-:2|-OH:1|Origin:1|-3	No special notes for this compound.
cpd15942	ok	-98.49	10.544	0	C55H90O8P	-CH3:11|=C<:10|=CH-:10|-CH2-:20|-OPO3-:1|ring -CH<:4|ring -O-:1|-OH:3|Origin:1|-1	No special notes for this compound.
cpd15947	ok	-310.99	10.534	0	C55H90O11P2	-CH3:11|=C<:10|=CH-:10|-CH2-:20|-OPO3-:1|ring -CH<:4|ring -O-:1|-OPO3:1|-OH:2|Origin:1|-2	No special notes for this compound.
cpd15972	ok	-229.88	7.5287	0	C47H77N5O10	-CH3:2|-CH2-:24|>C=O:3|-OH:3|>CH-:2|ring -CH<:2|ring -CH2-:5|ring -O-:1|ring =C<:1|aromatic ring =C<:2|aromatic ring =CH-:4|ring =N-:1|-O-CO-:1|ring >C=O:1|amide:4|-N<:1|-NH-:2|ring -N<:1|Origin:1|CCCN:1|0	No special notes for this compound.
cpd15994	ok	124.09	7.6892	0	C41H58O2	-CH3:8|=C<:6|=CH-:6|-CH2-:11|aromatic ring =C<:4|-OH:2|two fused aromatic rings >C=:2|aromatic ring =CH-:4|Origin:1|0	No special notes for this compound.
cpd15995	ok	149.88	7.2037	0	C41H56O2	-CH3:8|=C<:6|=CH-:6|-CH2-:11|ring =C<:2|ring >C=O:2|two fused rings >C=:2|aromatic ring =CH-:4|Origin:1|OCCC:4|0	No special notes for this compound.
cpd16126	ok	-210.66	1.0391	0	C6H7O6	-CH=O:1|>CH-:2|-OH:2|-CH2-:1|>C=O:1|-COO:1|Origin:1|OCCO:1|-1	No special notes for this compound.
cpd16174	unknown_group			0	Na	Na+:1|1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: Na+:1|
cpd16235	unknown_group			0	C16H29ORS	RW:1|>C=O:1|-CH2-:12|=CH-:2|-CH3:1|-S-:1|thioester:1|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd16244	ok	-22.04	1.5713	0	C4H8OS	-CH3:1|-S-:1|-CH2-:2|-CH=O:1|Origin:1|0	No special notes for this compound.
cpd16270	ok	-112.07	0.54592	0	C4H5O3	-CH3:1|>CH-:1|-CH=O:1|-COO:1|Origin:1|-1	No special notes for this compound.
