ModelSEED ID	External ID	External Name
R05949	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05950	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05951	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05952	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05953	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05954	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05955	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05956	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05957	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05958	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05959	rn00604	Glycosphingolipid biosynthesis - ganglio series
R05960	rn00603	Glycosphingolipid biosynthesis - globo series
R05961	rn00603	Glycosphingolipid biosynthesis - globo series
R05962	rn00603	Glycosphingolipid biosynthesis - globo series
R05963	rn00603	Glycosphingolipid biosynthesis - globo series
R05964	rn00603	Glycosphingolipid biosynthesis - globo series
R05965	rn00603	Glycosphingolipid biosynthesis - globo series
R05966	rn00603	Glycosphingolipid biosynthesis - globo series
R05967	rn00603	Glycosphingolipid biosynthesis - globo series
R05968	rn00603	Glycosphingolipid biosynthesis - globo series
R05969	rn00510	N-Glycan biosynthesis
R05970	rn00510	N-Glycan biosynthesis
R05970	rn00513	Various types of N-glycan biosynthesis
R05971	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R05972	rn00510	N-Glycan biosynthesis
R05972	rn00513	Various types of N-glycan biosynthesis
R05973	rn00510	N-Glycan biosynthesis
R05973	rn00513	Various types of N-glycan biosynthesis
R05974	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R05975	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R05976	rn00510	N-Glycan biosynthesis
R05976	rn00513	Various types of N-glycan biosynthesis
R05977	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R05978	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R05979	rn00510	N-Glycan biosynthesis
R05980	rn00510	N-Glycan biosynthesis
R05981	rn00510	N-Glycan biosynthesis
R05982	rn00510	N-Glycan biosynthesis
R05982	rn00513	Various types of N-glycan biosynthesis
R05983	rn00510	N-Glycan biosynthesis
R05983	rn00513	Various types of N-glycan biosynthesis
R05984	rn00510	N-Glycan biosynthesis
R05984	rn00513	Various types of N-glycan biosynthesis
R05985	rn00510	N-Glycan biosynthesis
R05985	rn00513	Various types of N-glycan biosynthesis
R05986	rn00510	N-Glycan biosynthesis
R05987	rn00510	N-Glycan biosynthesis
R05987	rn00513	Various types of N-glycan biosynthesis
R05988	rn00510	N-Glycan biosynthesis
R05988	rn00513	Various types of N-glycan biosynthesis
R05989	rn00510	N-Glycan biosynthesis
R05989	rn00513	Various types of N-glycan biosynthesis
R05990	rn00510	N-Glycan biosynthesis
R05991	rn00510	N-Glycan biosynthesis
R05992	rn00510	N-Glycan biosynthesis
R06004	rn00604	Glycosphingolipid biosynthesis - ganglio series
R06006	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06010	rn00604	Glycosphingolipid biosynthesis - ganglio series
R06016	rn00513	Various types of N-glycan biosynthesis
R06021	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06024	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06025	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06026	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06027	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06029	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06031	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06032	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06033	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06035	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06037	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06038	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06039	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06041	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06075	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06076	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06085	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06086	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06089	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06090	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06095	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06097	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06117	rn00902	Monoterpenoid biosynthesis
R06117	rn00903	Limonene and pinene degradation
R06117	rn01110	Biosynthesis of secondary metabolites
R06119	rn00902	Monoterpenoid biosynthesis
R06119	rn00903	Limonene and pinene degradation
R06119	rn01110	Biosynthesis of secondary metabolites
R06120	rn00902	Monoterpenoid biosynthesis
R06120	rn01110	Biosynthesis of secondary metabolites
R06127	rn00510	N-Glycan biosynthesis
R06127	rn00513	Various types of N-glycan biosynthesis
R06128	rn00510	N-Glycan biosynthesis
R06128	rn00513	Various types of N-glycan biosynthesis
R06146	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R06146	rn01110	Biosynthesis of secondary metabolites
R06153	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06155	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06156	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06162	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06163	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06164	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06165	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06167	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06168	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06169	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06170	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06171	rn00260	Glycine, serine and threonine metabolism
R06180	rn00630	Glyoxylate and dicarboxylate metabolism
R06187	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06189	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06190	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06191	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06192	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06193	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06194	rn00830	Retinol metabolism
R06195	rn00904	Diterpenoid biosynthesis
R06196	rn00904	Diterpenoid biosynthesis
R06197	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06198	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06215	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06216	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06221	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06222	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06224	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06227	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06230	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06232	rn00601	Glycosphingolipid biosynthesis - lacto and neolacto series
R06238	rn00510	N-Glycan biosynthesis
R06238	rn00513	Various types of N-glycan biosynthesis
R06254	rn00860	Porphyrin and chlorophyll metabolism
R06255	rn00860	Porphyrin and chlorophyll metabolism
R06256	rn00860	Porphyrin and chlorophyll metabolism
R06257	rn00860	Porphyrin and chlorophyll metabolism
R06258	rn00510	N-Glycan biosynthesis
R06258	rn00513	Various types of N-glycan biosynthesis
R06259	rn00510	N-Glycan biosynthesis
R06260	rn00510	N-Glycan biosynthesis
R06260	rn00513	Various types of N-glycan biosynthesis
R06261	rn00510	N-Glycan biosynthesis
R06261	rn00513	Various types of N-glycan biosynthesis
R06262	rn00510	N-Glycan biosynthesis
R06263	rn00510	N-Glycan biosynthesis
R06264	rn00510	N-Glycan biosynthesis
R06265	rn00860	Porphyrin and chlorophyll metabolism
R06265	rn01110	Biosynthesis of secondary metabolites
R06266	rn00860	Porphyrin and chlorophyll metabolism
R06266	rn01110	Biosynthesis of secondary metabolites
R06267	rn00860	Porphyrin and chlorophyll metabolism
R06267	rn01110	Biosynthesis of secondary metabolites
R06268	rn00860	Porphyrin and chlorophyll metabolism
R06268	rn01110	Biosynthesis of secondary metabolites
R06269	rn00860	Porphyrin and chlorophyll metabolism
R06269	rn01110	Biosynthesis of secondary metabolites
R06270	rn00860	Porphyrin and chlorophyll metabolism
R06270	rn01110	Biosynthesis of secondary metabolites
R06271	rn00860	Porphyrin and chlorophyll metabolism
R06271	rn01110	Biosynthesis of secondary metabolites
R06272	rn00860	Porphyrin and chlorophyll metabolism
R06272	rn01110	Biosynthesis of secondary metabolites
R06282	rn00860	Porphyrin and chlorophyll metabolism
R06282	rn01110	Biosynthesis of secondary metabolites
R06284	rn00860	Porphyrin and chlorophyll metabolism
R06284	rn01110	Biosynthesis of secondary metabolites
R06286	rn00860	Porphyrin and chlorophyll metabolism
R06286	rn01110	Biosynthesis of secondary metabolites
R06287	rn00860	Porphyrin and chlorophyll metabolism
R06288	rn00860	Porphyrin and chlorophyll metabolism
R06291	rn00904	Diterpenoid biosynthesis
R06291	rn01110	Biosynthesis of secondary metabolites
R06292	rn00904	Diterpenoid biosynthesis
R06292	rn01110	Biosynthesis of secondary metabolites
R06293	rn00904	Diterpenoid biosynthesis
R06293	rn01110	Biosynthesis of secondary metabolites
R06294	rn00904	Diterpenoid biosynthesis
R06294	rn01110	Biosynthesis of secondary metabolites
R06295	rn00904	Diterpenoid biosynthesis
R06295	rn01110	Biosynthesis of secondary metabolites
R06296	rn00904	Diterpenoid biosynthesis
R06297	rn00904	Diterpenoid biosynthesis
R06297	rn01110	Biosynthesis of secondary metabolites
R06298	rn00904	Diterpenoid biosynthesis
R06298	rn01110	Biosynthesis of secondary metabolites
R06301	rn00904	Diterpenoid biosynthesis
R06301	rn01110	Biosynthesis of secondary metabolites
R06302	rn00904	Diterpenoid biosynthesis
R06302	rn01110	Biosynthesis of secondary metabolites
R06303	rn00904	Diterpenoid biosynthesis
R06303	rn01110	Biosynthesis of secondary metabolites
R06304	rn00904	Diterpenoid biosynthesis
R06304	rn01110	Biosynthesis of secondary metabolites
R06305	rn00904	Diterpenoid biosynthesis
R06305	rn01110	Biosynthesis of secondary metabolites
R06306	rn00904	Diterpenoid biosynthesis
R06306	rn01110	Biosynthesis of secondary metabolites
R06307	rn00904	Diterpenoid biosynthesis
R06308	rn00904	Diterpenoid biosynthesis
R06308	rn01110	Biosynthesis of secondary metabolites
R06309	rn00904	Diterpenoid biosynthesis
R06310	rn00904	Diterpenoid biosynthesis
R06310	rn01110	Biosynthesis of secondary metabolites
R06311	rn00904	Diterpenoid biosynthesis
R06311	rn01110	Biosynthesis of secondary metabolites
R06312	rn00904	Diterpenoid biosynthesis
R06312	rn01110	Biosynthesis of secondary metabolites
R06313	rn00904	Diterpenoid biosynthesis
R06313	rn01110	Biosynthesis of secondary metabolites
R06316	rn00904	Diterpenoid biosynthesis
R06316	rn01110	Biosynthesis of secondary metabolites
R06318	rn00904	Diterpenoid biosynthesis
R06318	rn01110	Biosynthesis of secondary metabolites
R06319	rn00904	Diterpenoid biosynthesis
R06321	rn00904	Diterpenoid biosynthesis
R06321	rn01110	Biosynthesis of secondary metabolites
R06322	rn00904	Diterpenoid biosynthesis
R06322	rn01110	Biosynthesis of secondary metabolites
R06323	rn00904	Diterpenoid biosynthesis
R06323	rn01110	Biosynthesis of secondary metabolites
R06324	rn00904	Diterpenoid biosynthesis
R06324	rn01110	Biosynthesis of secondary metabolites
R06325	rn00904	Diterpenoid biosynthesis
R06325	rn01110	Biosynthesis of secondary metabolites
R06326	rn00904	Diterpenoid biosynthesis
R06326	rn01110	Biosynthesis of secondary metabolites
R06327	rn00904	Diterpenoid biosynthesis
R06327	rn01110	Biosynthesis of secondary metabolites
R06328	rn00904	Diterpenoid biosynthesis
R06329	rn00904	Diterpenoid biosynthesis
R06330	rn00904	Diterpenoid biosynthesis
R06331	rn00904	Diterpenoid biosynthesis
R06332	rn00904	Diterpenoid biosynthesis
R06332	rn01110	Biosynthesis of secondary metabolites
R06333	rn00904	Diterpenoid biosynthesis
R06333	rn01110	Biosynthesis of secondary metabolites
R06334	rn00904	Diterpenoid biosynthesis
R06334	rn01110	Biosynthesis of secondary metabolites
R06335	rn00904	Diterpenoid biosynthesis
R06335	rn01110	Biosynthesis of secondary metabolites
R06336	rn00904	Diterpenoid biosynthesis
R06336	rn01110	Biosynthesis of secondary metabolites
R06337	rn00904	Diterpenoid biosynthesis
R06338	rn00904	Diterpenoid biosynthesis
R06339	rn00904	Diterpenoid biosynthesis
R06340	rn00904	Diterpenoid biosynthesis
R06341	rn00904	Diterpenoid biosynthesis
R06342	rn00904	Diterpenoid biosynthesis
R06343	rn00904	Diterpenoid biosynthesis
R06344	rn00904	Diterpenoid biosynthesis
R06345	rn00904	Diterpenoid biosynthesis
R06346	rn00904	Diterpenoid biosynthesis
R06347	rn00904	Diterpenoid biosynthesis
R06349	rn00904	Diterpenoid biosynthesis
R06350	rn00904	Diterpenoid biosynthesis
R06351	rn00904	Diterpenoid biosynthesis
R06351	rn01110	Biosynthesis of secondary metabolites
R06352	rn00904	Diterpenoid biosynthesis
R06352	rn01110	Biosynthesis of secondary metabolites
R06353	rn00904	Diterpenoid biosynthesis
R06353	rn01110	Biosynthesis of secondary metabolites
R06354	rn00904	Diterpenoid biosynthesis
R06354	rn01110	Biosynthesis of secondary metabolites
R06355	rn00904	Diterpenoid biosynthesis
R06355	rn01110	Biosynthesis of secondary metabolites
R06356	rn00904	Diterpenoid biosynthesis
R06356	rn01110	Biosynthesis of secondary metabolites
R06357	rn00904	Diterpenoid biosynthesis
R06357	rn01110	Biosynthesis of secondary metabolites
R06358	rn00904	Diterpenoid biosynthesis
R06358	rn01110	Biosynthesis of secondary metabolites
R06359	rn00904	Diterpenoid biosynthesis
R06359	rn01110	Biosynthesis of secondary metabolites
R06361	rn00311	Penicillin and cephalosporin biosynthesis
R06361	rn01110	Biosynthesis of secondary metabolites
R06363	rn00311	Penicillin and cephalosporin biosynthesis
R06363	rn01110	Biosynthesis of secondary metabolites
R06364	rn00565	Ether lipid metabolism
R06365	rn00521	Streptomycin biosynthesis
R06365	rn01110	Biosynthesis of secondary metabolites
R06366	rn00903	Limonene and pinene degradation
R06366	rn01110	Biosynthesis of secondary metabolites
R06367	rn00903	Limonene and pinene degradation
R06367	rn01110	Biosynthesis of secondary metabolites
R06368	rn00903	Limonene and pinene degradation
R06368	rn01110	Biosynthesis of secondary metabolites
R06369	rn00903	Limonene and pinene degradation
R06369	rn01110	Biosynthesis of secondary metabolites
R06369	rn01220	Degradation of aromatic compounds
R06370	rn00903	Limonene and pinene degradation
R06370	rn01110	Biosynthesis of secondary metabolites
R06370	rn01220	Degradation of aromatic compounds
R06371	rn00903	Limonene and pinene degradation
R06371	rn01110	Biosynthesis of secondary metabolites
R06371	rn01220	Degradation of aromatic compounds
R06372	rn00903	Limonene and pinene degradation
R06372	rn01110	Biosynthesis of secondary metabolites
R06373	rn00903	Limonene and pinene degradation
R06374	rn00903	Limonene and pinene degradation
R06375	rn00903	Limonene and pinene degradation
R06376	rn00903	Limonene and pinene degradation
R06377	rn00903	Limonene and pinene degradation
R06378	rn00903	Limonene and pinene degradation
R06378	rn01220	Degradation of aromatic compounds
R06379	rn00903	Limonene and pinene degradation
R06380	rn00903	Limonene and pinene degradation
R06381	rn00903	Limonene and pinene degradation
R06382	rn00903	Limonene and pinene degradation
R06383	rn00903	Limonene and pinene degradation
R06384	rn00903	Limonene and pinene degradation
R06385	rn00903	Limonene and pinene degradation
R06386	rn00903	Limonene and pinene degradation
R06386	rn01220	Degradation of aromatic compounds
R06387	rn00903	Limonene and pinene degradation
R06387	rn01110	Biosynthesis of secondary metabolites
R06388	rn00903	Limonene and pinene degradation
R06389	rn00903	Limonene and pinene degradation
R06390	rn00903	Limonene and pinene degradation
R06390	rn01220	Degradation of aromatic compounds
R06391	rn00903	Limonene and pinene degradation
R06392	rn00903	Limonene and pinene degradation
R06392	rn01110	Biosynthesis of secondary metabolites
R06393	rn00903	Limonene and pinene degradation
R06394	rn00903	Limonene and pinene degradation
R06394	rn01220	Degradation of aromatic compounds
R06395	rn00903	Limonene and pinene degradation
R06395	rn01110	Biosynthesis of secondary metabolites
R06396	rn00903	Limonene and pinene degradation
R06396	rn01110	Biosynthesis of secondary metabolites
R06396	rn01220	Degradation of aromatic compounds
R06397	rn00903	Limonene and pinene degradation
R06397	rn01110	Biosynthesis of secondary metabolites
R06398	rn00903	Limonene and pinene degradation
