modelseed_rxn,name,ec,enzyme_name,equation_definition,equation_ids,tecrdb_reaction,n_measurements,match_tier,dGpredictor_modelseed_dG_kJ,tecrdb_dG_kJ,diff_kJ,abs_diff_kJ,dGpredictor_modelseed_dG_kcal,tecrdb_dG_kcal,diff_kcal,abs_diff_kcal,dGpredictor_modelseed_err_kJ,tecrdb_dG_sd_kJ,combined_err_kJ,significant,other_GroupContribution_dG_kJ,other_dGPredictor_original_dG_kJ,other_eQuilibrator_dG_kJ,tecrdb_dG_min_kJ,tecrdb_dG_max_kJ,pH_min,pH_max,T_min,T_max,ms_orientation_vs_canonical,reactants_smiles,products_smiles,reaction_smiles,reaction_smiles_complete
rxn15276,Ribitol:NAD+ 2-oxidoreductase,1.1.1.14;1.1.1.56;1.1.1.9,D-xylulose reductase;L-iditol 2-dehydrogenase;L-iditol dehydrogenase;ribitol dehydrogenase,(1) NAD[0] + (1) Ribitol[0] <=> (1) NADH[0] + (1) H+[0] + (1) alpha-D-Ribulose[0],(1) cpd00003[0] + (1) cpd00366[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd05268[0],kegg:C00379 + kegg:C00003 = kegg:C00310 + kegg:C00004 | kegg:C00474 + kegg:C00003 = kegg:C00309 + kegg:C00004 | kegg:C01904 + kegg:C00003 = kegg:C00309 + kegg:C00004,16,skeleton,81.239,14.53,66.709,66.709,19.417,3.473,15.944,15.944,40.491,4.429,40.733,True,16.067,81.253,2.435,6.858,21.445,7.0,9.5,296.15,310.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 OC[C@@H](O)[C@@H](O)[C@@H](O)CO,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 OC[C@]1(O)OC[C@@H](O)[C@H]1O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.OC[C@@H](O)[C@@H](O)[C@@H](O)CO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].OC[C@]1(O)OC[C@@H](O)[C@H]1O,True
rxn15354,D-Mannitol-1-phosphate:NAD+ 5-oxidoreductase,1.1.1.140;1.1.1.17,mannitol-1-phosphate 5-dehydrogenase;mannitol-1-phosphate dehydrogenase;sorbitol-6-phosphate dehydrogenase,(1) NAD[0] + (1) D-glucitol 6-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) beta-D-Fructose 6-phosphate[0],(1) cpd00003[0] + (1) cpd00491[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd19035[0],kegg:C00644 + kegg:C00003 = kegg:C00085 + kegg:C00004 | kegg:C01096 + kegg:C00003 = kegg:C00085 + kegg:C00004,6,skeleton,65.998,0.292,65.706,65.706,15.774,0.07,15.704,15.704,54.229,7.031,54.683,True,8.535,65.982,19.887,-1.955,13.134,7.0,9.31,296.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 O=P([O-])([O-])OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=P([O-])([O-])OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,True
rxn33940,Glutamate-Pyruvate Aminotransferase,2.6.1.2;2.6.1.21,D-alanine transaminase;alanine aminotransferase;alanine transaminase,(1) Pyruvate[0] + (1) L-Glutamate[0] <=> (1) 2-Oxoglutarate[0] + (1) Alanine[0],(1) cpd00020[0] + (1) cpd00023[0] <=> (1) cpd00024[0] + (1) cpd01003[0],kegg:C00041 + kegg:C00026 = kegg:C00022 + kegg:C00025 | kegg:C00133 + kegg:C00026 = kegg:C00022 + kegg:C00217,13,skeleton,63.902,-0.998,64.9,64.9,15.273,-0.238,15.511,15.511,90.755,0.99,90.76,False,-0.0,63.89,4.021,-1.881,1.955,6.6,8.3,298.15,313.15,reversed,1 CC(=O)C(=O)[O-]; 1 [NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],1 O=C([O-])CCC(=O)C(=O)[O-]; 1 CC([NH3+])C(=O)[O-],CC(=O)C(=O)[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].CC([NH3+])C(=O)[O-],True
rxn20181,D-mannitol-1-phosphate:NAD+ 5-oxidoreductase,1.1.1.140;1.1.1.17,mannitol-1-phosphate 5-dehydrogenase;mannitol-1-phosphate dehydrogenase;sorbitol-6-phosphate dehydrogenase,"(1) NAD[0] + (1) D-mannitol, 1-(dihydrogenphosphate)[0] <=> (1) NADH[0] + (1) H+[0] + (1) beta-D-Fructose 6-phosphate[0]",(1) cpd00003[0] + (1) cpd27436[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd19035[0],kegg:C00644 + kegg:C00003 = kegg:C00085 + kegg:C00004 | kegg:C01096 + kegg:C00003 = kegg:C00085 + kegg:C00004,6,skeleton,64.641,0.292,64.349,64.349,15.45,0.07,15.38,15.38,54.225,7.031,54.679,True,8.535,64.643,15.703,-1.955,13.134,7.0,9.31,296.15,298.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 O=P([O-])([O-])OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=P([O-])([O-])OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,True
rxn33754,6-phosphofructokinase,2.7.1.11,6-phosphofructokinase,"(1) ATP[0] + (1) D-fructose-6-phosphate[0] <=> (1) ADP[0] + (1) H+[0] + (1) beta-D-Fructose 1,6-bisphosphate[0]",(1) cpd00002[0] + (1) cpd00072[0] <=> (1) cpd00008[0] + (1) cpd00067[0] + (1) cpd19036[0],kegg:C00002 + kegg:C00085 = kegg:C00008 + kegg:C00354,9,skeleton,44.138,-19.676,63.815,63.815,10.549,-4.703,15.252,15.252,59.293,2.768,59.358,True,-58.576,44.141,-10.841,-21.858,-12.629,6.8,8.0,298.15,310.15,same,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O; 1 O=P([O-])([O-])OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,1 Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O; 1 [H+]; 1 O=P([O-])([O-])OC[C@H]1O[C@](O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.O=P([O-])([O-])OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+].O=P([O-])([O-])OC[C@H]1O[C@](O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,True
rxn37439,RXN0-5186.c.metaexp.BETA-D-FRUCTOSE,3.1.3.1;3.1.3.2,acid phosphatase;alkaline phosphatase,(1) H2O[0] + (1) D-fructose-1-phosphate[0] => (1) Phosphate[0] + (1) beta-D-Fructose[0],(1) cpd00001[0] + (1) cpd00802[0] => (1) cpd00009[0] + (1) cpd30321[0],kegg:C01094 + kegg:C00001 = kegg:C00095 + kegg:C00009,2,skeleton,50.844,-11.764,62.608,62.608,12.152,-2.812,14.964,14.964,54.212,2.11,54.253,True,30.208,50.836,-10.063,-13.256,-10.271,5.8,8.5,311.15,311.15,reversed,1 O; 1 O=P([O-])([O-])OCC1(O)O[C@H](CO)[C@@H](O)[C@@H]1O,1 O=P([O-])([O-])O; 1 OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,O.O=P([O-])([O-])OCC1(O)O[C@H](CO)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])O.OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,True
rxn33589,Fructose-bisphosphatase,3.1.3.1;3.1.3.11;3.1.3.2,acid phosphatase;alkaline phosphatase;fructose-biphosphatase,"(1) H2O[0] + (1) beta-D-Fructose 1,6-bisphosphate[0] <=> (1) Phosphate[0] + (1) D-fructose-6-phosphate[0]",(1) cpd00001[0] + (1) cpd19036[0] <=> (1) cpd00009[0] + (1) cpd00072[0],kegg:C00354 + kegg:C00001 = kegg:C00085 + kegg:C00009,6,skeleton,-73.704,-11.264,-62.44,62.44,-17.616,-2.692,-14.923,14.923,59.293,4.425,59.458,True,30.208,-73.722,-14.648,-13.989,-4.314,5.8,8.5,288.15,311.15,reversed,1 O; 1 O=P([O-])([O-])OC[C@H]1O[C@](O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,1 O=P([O-])([O-])O; 1 O=P([O-])([O-])OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,O.O=P([O-])([O-])OC[C@H]1O[C@](O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O>>O=P([O-])([O-])O.O=P([O-])([O-])OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,True
rxn33591,Fructose-bisphosphatase,3.1.3.1;3.1.3.11;3.1.3.2,acid phosphatase;alkaline phosphatase;fructose-biphosphatase,"(1) H2O[0] + (1) beta-D-Fructose 1,6-bisphosphate[0] <=> (1) Phosphate[0] + (1) D-fructose-6-phosphate[0]",(1) cpd00001[0] + (1) cpd19036[0] <=> (1) cpd00009[0] + (1) cpd00072[0],kegg:C00354 + kegg:C00001 = kegg:C00085 + kegg:C00009,6,skeleton,-73.704,-11.264,-62.44,62.44,-17.616,-2.692,-14.923,14.923,59.293,4.425,59.458,True,30.208,-73.722,-14.648,-13.989,-4.314,5.8,8.5,288.15,311.15,reversed,1 O; 1 O=P([O-])([O-])OC[C@H]1O[C@](O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,1 O=P([O-])([O-])O; 1 O=P([O-])([O-])OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,O.O=P([O-])([O-])OC[C@H]1O[C@](O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O>>O=P([O-])([O-])O.O=P([O-])([O-])OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,True
rxn33948,Aspartate Transaminase,2.6.1.1;2.6.2.1,aspartate transaminase,(1) L-Glutamate[0] + (1) Oxaloacetate[0] <=> (1) 2-Oxoglutarate[0] + (1) Aspartate[0],(1) cpd00023[0] + (1) cpd00032[0] <=> (1) cpd00024[0] + (1) cpd19181[0],kegg:C00049 + kegg:C00026 = kegg:C00036 + kegg:C00025,12,skeleton,57.231,-4.743,61.974,61.974,13.678,-1.134,14.812,14.812,61.548,0.611,61.551,True,-0.0,57.237,11.284,-5.27,-3.115,6.94,7.4,283.15,311.15,reversed,1 [NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]; 1 O=C([O-])CC(=O)C(=O)[O-],1 O=C([O-])CCC(=O)C(=O)[O-]; 1 [NH3+]C(CC(=O)[O-])C(=O)[O-],[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])CC(=O)C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+]C(CC(=O)[O-])C(=O)[O-],True
rxn33949,Aspartate Transaminase,2.6.1.1;2.6.2.1,aspartate transaminase,(1) L-Glutamate[0] + (1) Oxaloacetate[0] <=> (1) 2-Oxoglutarate[0] + (1) Aspartate[0],(1) cpd00023[0] + (1) cpd00032[0] <=> (1) cpd00024[0] + (1) cpd19181[0],kegg:C00049 + kegg:C00026 = kegg:C00036 + kegg:C00025,12,skeleton,57.231,-4.743,61.974,61.974,13.678,-1.134,14.812,14.812,61.548,0.611,61.551,True,-0.0,57.237,11.284,-5.27,-3.115,6.94,7.4,283.15,311.15,reversed,1 [NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]; 1 O=C([O-])CC(=O)C(=O)[O-],1 O=C([O-])CCC(=O)C(=O)[O-]; 1 [NH3+]C(CC(=O)[O-])C(=O)[O-],[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-].O=C([O-])CC(=O)C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+]C(CC(=O)[O-])C(=O)[O-],True
rxn21892,RXN-11505.c,2.7.7.9,UTP-glucose-1-phosphate uridylyltransferase,(1) PPi[0] + (1) UDP-GLUCOSE[0] <=> (1) UTP[0] + (1) Glucose-1-P[0],(1) cpd00012[0] + (1) cpd28293[0] <=> (1) cpd00062[0] + (1) cpd27166[0],kegg:C00075 + kegg:C00103 = kegg:C00013 + kegg:C00029,28,skeleton,58.769,-2.938,61.707,61.707,14.046,-0.702,14.748,14.748,130.672,1.564,130.682,False,-4.477,58.785,4.506,-5.365,1.046,7.0,8.5,298.15,311.15,same,1 O=P([O-])([O-])OP(=O)([O-])O; 1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1; 1 O=P([O-])([O-])OC1O[C@H](CO)C(O)[C@H](O)C1O,O=P([O-])([O-])OP(=O)([O-])O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1.O=P([O-])([O-])OC1O[C@H](CO)C(O)[C@H](O)C1O,True
rxn15171,citrate hydroxymutase,4.2.1.3,aconitate hydratase,(1) Citrate[0] <=> (1) D-threo-Isocitric acid[0],(1) cpd00137[0] <=> (1) cpd00353[0],kegg:C00311 = kegg:C00158,75,skeleton,-53.934,7.606,-61.54,61.54,-12.891,1.818,-14.708,14.708,46.583,1.64,46.612,True,5.941,-53.932,6.498,5.196,10.791,6.64,7.5,298.15,311.15,same,1 O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],1 O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]>>O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],True
rxn31222,"aconitate hydratase, cytoplasmic, putative / citrate hydro-lyase/aconitase, putative",4.2.1.3,aconitate hydratase,(1) Citrate[0] <=> (1) D-threo-Isocitric acid[0],(1) cpd00137[0] <=> (1) cpd00353[0],kegg:C00311 = kegg:C00158,75,skeleton,-53.934,7.606,-61.54,61.54,-12.891,1.818,-14.708,14.708,46.583,1.64,46.612,True,5.941,-53.932,6.498,5.196,10.791,6.64,7.5,298.15,311.15,same,1 O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],1 O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]>>O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],True
rxn15280,isocitrate hydro-lyase (cis-aconitate-forming),4.2.1.3,aconitate hydratase,(1) D-threo-Isocitric acid[0] <=> (1) H2O[0] + (1) cis-Aconitate[0],(1) cpd00353[0] <=> (1) cpd00001[0] + (1) cpd00331[0],kegg:C00311 = kegg:C00417 + kegg:C00001,3,skeleton,62.963,1.482,61.481,61.481,15.049,0.354,14.694,14.694,46.633,0.457,46.635,True,0.209,62.969,3.084,0.96,1.872,7.4,7.4,298.15,311.15,reversed,1 O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],1 O; 1 O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-],O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-]>>O.O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-],True
rxn19040,aconitase,4.2.1.3,aconitate hydratase,(1) H2O[0] + (1) cis-Aconitate[0] <=> (1) D-threo-Isocitric acid[0],(1) cpd00001[0] + (1) cpd00331[0] <=> (1) cpd00353[0],kegg:C00311 = kegg:C00417 + kegg:C00001,3,skeleton,-62.963,-1.482,-61.481,61.481,-15.049,-0.354,-14.694,14.694,46.633,0.457,46.635,True,-0.209,-62.969,-3.084,-1.872,-0.96,7.4,7.4,298.15,311.15,same,1 O; 1 O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-],1 O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],O.O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-]>>O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],True
rxn30620,AconHydr,4.2.1.3,aconitate hydratase,(1) H2O[0] + (1) cis-Aconitate[0] <=> (1) D-threo-Isocitric acid[0],(1) cpd00001[0] + (1) cpd00331[0] <=> (1) cpd00353[0],kegg:C00311 = kegg:C00417 + kegg:C00001,3,skeleton,-62.963,-1.482,-61.481,61.481,-15.049,-0.354,-14.694,14.694,46.633,0.457,46.635,True,-0.209,-62.969,-3.084,-1.872,-0.96,7.4,7.4,298.15,311.15,same,1 O; 1 O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-],1 O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],O.O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-]>>O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],True
rxn31226,"aconitate hydratase, cytoplasmic, putative / citrate hydro-lyase/aconitase, putative",4.2.1.3,aconitate hydratase,(1) H2O[0] + (1) cis-Aconitate[0] <=> (1) D-threo-Isocitric acid[0],(1) cpd00001[0] + (1) cpd00331[0] <=> (1) cpd00353[0],kegg:C00311 = kegg:C00417 + kegg:C00001,3,skeleton,-62.963,-1.482,-61.481,61.481,-15.049,-0.354,-14.694,14.694,46.633,0.457,46.635,True,-0.209,-62.969,-3.084,-1.872,-0.96,7.4,7.4,298.15,311.15,same,1 O; 1 O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-],1 O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],O.O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-]>>O=C([O-])C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],True
rxn20629,phosphoserine phosphatase,3.1.3.1;3.1.3.3,alkaline phosphatase;phosphoserine phosphatase,(1) H2O[0] + (1) Phosphoserines[0] => (1) Phosphate[0] + (1) Serines[0],(1) cpd00001[0] + (1) cpd27874[0] => (1) cpd00009[0] + (1) cpd28171[0],kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,101,skeleton,50.818,-10.405,61.223,61.223,12.146,-2.487,14.633,14.633,70.216,2.022,70.246,False,30.208,50.836,-15.129,-16.684,-6.367,5.0,10.0,298.2,313.4,same,1 O; 1 [NH3+]C(COP(=O)([O-])[O-])C(=O)[O-],1 O=P([O-])([O-])O; 1 [NH3+]C(CO)C(=O)[O-],O.[NH3+]C(COP(=O)([O-])[O-])C(=O)[O-]>>O=P([O-])([O-])O.[NH3+]C(CO)C(=O)[O-],True
rxn28102,L-3-phosphoserine phosphatase homolog,3.1.3.1;3.1.3.3,alkaline phosphatase;phosphoserine phosphatase,(1) H2O[0] + (1) Phosphoserines[0] => (1) Phosphate[0] + (1) Serines[0],(1) cpd00001[0] + (1) cpd27874[0] => (1) cpd00009[0] + (1) cpd28171[0],kegg:C01005 + kegg:C00001 = kegg:C00065 + kegg:C00009,101,skeleton,50.818,-10.405,61.223,61.223,12.146,-2.487,14.633,14.633,70.216,2.022,70.246,False,30.208,50.836,-15.129,-16.684,-6.367,5.0,10.0,298.2,313.4,same,1 O; 1 [NH3+]C(COP(=O)([O-])[O-])C(=O)[O-],1 O=P([O-])([O-])O; 1 [NH3+]C(CO)C(=O)[O-],O.[NH3+]C(COP(=O)([O-])[O-])C(=O)[O-]>>O=P([O-])([O-])O.[NH3+]C(CO)C(=O)[O-],True
rxn37266,sucrose-UDP glucosyltransferase,2.4.1.13,sucrose synthase,(1) UDP-glucose[0] + (1) beta-D-Fructose[0] <=> (1) UDP[0] + (1) Sucrose[0],(1) cpd00026[0] + (1) cpd30321[0] <=> (1) cpd00014[0] + (1) cpd00076[0],kegg:C00029 + kegg:C00095 = kegg:C00015 + kegg:C00089,7,skeleton,-65.36,-4.15,-61.21,61.21,-15.621,-0.992,-14.63,14.63,54.202,4.409,54.381,True,-7.113,-65.354,-3.46,-13.917,-0.65,7.0,9.4,298.15,310.15,reversed,1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1; 1 OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1; 1 OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,True
rxn37645,UDP-glucose-fructose glucosyltransferase,2.4.1.13,sucrose synthase,(1) UDP-glucose[0] + (1) beta-D-Fructose[0] <=> (1) UDP[0] + (1) Sucrose[0],(1) cpd00026[0] + (1) cpd30321[0] <=> (1) cpd00014[0] + (1) cpd00076[0],kegg:C00029 + kegg:C00095 = kegg:C00015 + kegg:C00089,7,skeleton,-65.36,-4.15,-61.21,61.21,-15.621,-0.992,-14.63,14.63,54.202,4.409,54.381,True,-7.113,-65.354,-3.46,-13.917,-0.65,7.0,9.4,298.15,310.15,reversed,1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1; 1 OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,1 O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1; 1 OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,True
