rxn	name	ec	source	dg	sigma	operator	ehat	p_ok	z	birge	n_src	struct_zero	grade	reason	n_anchor	n_proxy
rxn32769	-		dGPredictor-ModelSEED	-11.5100	21.9200	=	9.6984	0.1605	0.9070	0.6510	3	False	SILVER	corroborated	789	11600
rxn32775	dGTP:pyruvate 2-O-phosphotransferase	2.7.1.40	dGPredictor-ModelSEED	-6.0300	1.5300	=	0.6838	0.9525	0.2630	2.0818	3	False	GOLD	self-certain	789	11600
rxn32776	Myo-inositol 1-kinase	2.7.1.64	dGPredictor-ModelSEED	-0.2400	11.7100	=	5.3141	0.3373	0.2917	2.3998	3	False	BRONZE	uncorroborated	789	11600
rxn32777	Methylenetetrahydrofolate dehydrogenase (NADP+)	1.5.1.5	dGPredictor-ModelSEED	-8.1300	1.5800	=	1.0051	0.8737	4.3525	3.6234	3	False	BRONZE	outvoted	789	11600
rxn32778	Caffeoyl-CoA:quinate O-(3,4-dihydroxycinnamoyl)transferase	2.3.1.133;2.3.1.99;3.1.2.-	dGPredictor-ModelSEED	10.3000	41.2200	=	21.3210	0.0621	0.1859	1.9564	3	False	BRONZE	uncorroborated	789	11600
rxn32779	3'-phosphoadenylyl-sulfate sulfohydrolase;	3.6.1.9;3.6.2.2	dGPredictor-ModelSEED	-21.8900	1.6100	>	1.0059	0.8343	0.0028	1.6482	3	False	SILVER	self-confident	789	11600
rxn32780	Caffeoyl-CoA:quinate O-(3,4-dihydroxycinnamoyl)transferase	2.3.1.133;2.3.1.99;3.1.2.-	dGPredictor-ModelSEED	10.3000	41.2200	=	21.3210	0.0621	0.1859	1.9564	3	False	BRONZE	uncorroborated	789	11600
rxn32781	Caffeoyl-CoA:quinate O-(3,4-dihydroxycinnamoyl)transferase	2.3.1.133;2.3.1.99;3.1.2.-	dGPredictor-ModelSEED	10.3000	41.2200	=	21.3210	0.0621	0.1859	1.9564	3	False	BRONZE	uncorroborated	789	11600
rxn32782	RXN-2002		dGPredictor-ModelSEED	14.5200	18.8800	=	9.2453	0.1709	1.5352	1.1898	3	False	BRONZE	uncorroborated	789	11600
rxn32785	RXN-2002		dGPredictor-ModelSEED	14.5200	18.8800	=	9.2453	0.1709	1.5352	1.1898	3	False	BRONZE	uncorroborated	789	11600
rxn32787	RXN-8752		dGPredictor-ModelSEED	-27.7800	21.4300	>	9.6984	0.1605	0.2728	4.6204	3	False	BRONZE	uncorroborated	789	11600
rxn32788	RXN-5641	4.1.1.-	dGPredictor-ModelSEED	-15.7300	16.2300	=	8.1314	0.1734	1.5684	1.1672	3	False	BRONZE	uncorroborated	789	11600
rxn32789	RXN-8752		dGPredictor-ModelSEED	-27.7800	21.4300	>	9.6984	0.1605	0.2728	4.6204	3	False	BRONZE	uncorroborated	789	11600
rxn32790	RXN-8752		dGPredictor-ModelSEED	-27.7800	21.4300	>	9.6984	0.1605	0.2728	4.6204	3	False	BRONZE	uncorroborated	789	11600
rxn32791	RXN-8752		dGPredictor-ModelSEED	-27.7800	21.4300	>	9.6984	0.1605	0.2728	4.6204	3	False	BRONZE	uncorroborated	789	11600
rxn32792	-		dGPredictor-ModelSEED	-51.2000	12.1500	>	5.3141	0.3373	2.8419	3.4611	2	False	BRONZE	uncorroborated	789	11600
rxn32793	RXN-5641	4.1.1.-	dGPredictor-ModelSEED	-15.7300	16.2300	=	8.1314	0.1734	1.5684	1.1672	3	False	BRONZE	uncorroborated	789	11600
rxn32794	SHIKIMATE-KINASE-RXN.d	2.7.1.71	dGPredictor-ModelSEED	-6.2100	13.8800	=	5.8327	0.2259	0.0960	1.4192	3	False	SILVER	corroborated	789	11600
rxn32795	RXN-8752		dGPredictor-ModelSEED	-27.7800	21.4300	>	9.6984	0.1605	0.2728	4.6204	3	False	BRONZE	uncorroborated	789	11600
rxn32797	(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing)	1.1.1.86;5.4.99.3	dGPredictor-ModelSEED	-1.9300	23.2600	=	13.3157	0.1605	0.1520	0.8204	3	False	SILVER	corroborated	789	11600
rxn32798	(S)-2-Aceto-2-hydroxybutanoate:NADP+ oxidoreductase (isomerizing)	1.1.1.86;5.4.99.3	dGPredictor-ModelSEED	-1.9300	23.2600	=	13.3157	0.1605	0.1520	0.8204	3	False	SILVER	corroborated	789	11600
rxn32802	Methylmalonate-semialdehyde dehydrogenase (acylating)	1.2.1.27	dGPredictor-ModelSEED	-6.7400	14.3300	=	6.6461	0.1882	0.2420	0.1909	3	False	SILVER	corroborated	789	11600
rxn32803	CTP:D-Tagatose 6-phosphate 1-phosphotransferase	2.7.1.11	dGPredictor-ModelSEED	-4.8200	1.5500	=	0.7214	0.8917	0.1293	1.7677	3	False	SILVER	self-confident	789	11600
rxn32804	Methylmalonate-semialdehyde dehydrogenase (acylating)	1.2.1.27	dGPredictor-ModelSEED	-6.7400	14.3300	=	6.6461	0.1882	0.2420	0.1909	3	False	SILVER	corroborated	789	11600
rxn32805	L-lactate dehydrogenase	1.1.1.27	dGPredictor-ModelSEED	6.8700	13.5100	=	5.8327	0.2259	0.1844	0.1605	3	False	SILVER	corroborated	789	11600
rxn32807	Acetophenone: carbon-dioxide ligase	6.4.1.-;6.4.1.8	dGPredictor-ModelSEED	8.6300	4.4100	<	2.9140	0.4111	1.4794	1.1101	3	False	BRONZE	uncorroborated	789	11600
rxn32808	ditrans,pentacis-octaprenyl-diphosphate:isopentenyl-diphosphate	2.5.1.-;2.5.1.31	dGPredictor-ModelSEED	-24.7000	19.9500	=	9.2453	0.1605	0.6424	0.8713	3	False	SILVER	corroborated	789	11600
rxn32810	3'(2'),5'-bisphosphate nucleotidase	3.1.3.7	dGPredictor-ModelSEED	-6.7200	2.0900	>	1.0059	0.8343	3.5794	3.5839	3	False	BRONZE	outvoted	789	11600
rxn32813	OPPSYN-RXN.d.chlamyexp.ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE_ALL-TRANS-HEXAPRENYL-DIPHOSPHATE	2.5.1.-;2.5.1.30	dGPredictor-ModelSEED	-26.9200	19.7900	=	9.2453	0.1605	0.8808	0.9706	3	False	SILVER	corroborated	789	11600
rxn32814	DIOHBUTANONEPSYN-RXN.d	4.1.99.12	dGPredictor-ModelSEED	-23.6100	7.4800	>	4.2039	0.3373	0.8145	0.6333	3	False	SILVER	corroborated	789	11600
rxn32815	RXNQT-4223	2.4.1.241	dGPredictor-ModelSEED	-10.7300	11.9400	=	5.3141	0.3373	0.9174	1.0305	3	False	SILVER	corroborated	789	11600
rxn32816	all-trans-heptaprenyl-diphosphate synthase	2.5.1.-;2.5.1.30	dGPredictor-ModelSEED	-26.9200	19.7900	=	9.2453	0.1605	0.8808	0.9706	3	False	SILVER	corroborated	789	11600
rxn32817	Shikimate O-hydroxycinnamoyltransferase	2.3.1.133	dGPredictor-ModelSEED	7.1000	29.2600	=	21.3210	0.0621	0.5656	0.4817	3	False	SILVER	corroborated	789	11600
rxn32818	UDP-galactose-dependent digalactosyldiacylglycerol synthase	2.4.1.241	dGPredictor-ModelSEED	-10.7300	11.9400	=	5.3141	0.3373	0.9174	1.0305	3	False	SILVER	corroborated	789	11600
rxn32819	RXN-10786	2.7.7.78	dGPredictor-ModelSEED	-3.5100	1.5300	=	0.6838	0.9525	1.1314	2.3600	3	False	GOLD	self-certain	789	11600
rxn32820	S-formylglutathione hydrolase	3.1.2.12	dGPredictor-ModelSEED	-28.3100	20.5300	>	9.2453	0.1605	3.0786	2.1924	3	False	BRONZE	outvoted	789	11600
rxn32821	Phosphopentomutase	5.4.2.2;5.4.2.7	dGPredictor-ModelSEED	-2.9000	1.6100	=	1.0059	0.8343	0.2620	0.6690	3	False	SILVER	self-confident	789	11600
rxn32822	Shikimate O-hydroxycinnamoyltransferase	2.3.1.133	dGPredictor-ModelSEED	7.1000	29.2600	=	21.3210	0.0621	0.5656	0.4817	3	False	SILVER	corroborated	789	11600
rxn32823	RXN-776		dGPredictor-ModelSEED	-1.0100	21.6700	=	9.6984	0.1605	1.5736	1.1773	3	False	BRONZE	uncorroborated	789	11600
rxn32824	RXN-10786	2.7.7.78	dGPredictor-ModelSEED	-3.5100	1.5300	=	0.6838	0.9525	1.1314	2.3600	3	False	GOLD	self-certain	789	11600
rxn32825	RXN-10786	2.7.7.78	dGPredictor-ModelSEED	-3.5100	1.5300	=	0.6838	0.9525	1.1314	2.3600	3	False	GOLD	self-certain	789	11600
rxn32827	Deoxyribose-phosphate aldolase	4.1.2.4	dGPredictor-ModelSEED	4.2800	1.6600	=	1.0059	0.8343	0.2714	0.8663	3	False	SILVER	self-confident	789	11600
rxn32828	Maleylacetoacetate isomerase	5.2.1.2	dGPredictor-ModelSEED	-1.7400	1.6700	=	1.0059	0.8343	1.4748	1.1294	3	False	SILVER	self-confident	789	11600
rxn32829	RXN-8295	1.14.99.-	dGPredictor-ModelSEED	-29.4800	22.7100	>	13.3157	0.1605	2.1601	1.7175	3	False	BRONZE	uncorroborated	789	11600
rxn32830	D-myo-Inositol 1,3,4-trisphosphate 1-phosphohydrolase	3.1.3.57	dGPredictor-ModelSEED	-5.9500	7.7800	=	4.3605	0.3373	0.8637	1.9253	3	False	BRONZE	uncorroborated	789	11600
rxn32831	2-methylacyl-CoA dehydrogenase	1.3.99.12	dGPredictor-ModelSEED	-8.8900	17.7300	=	9.2453	0.1709	3.1608	2.8970	3	False	BRONZE	outvoted	789	11600
rxn32836	Acetophenone: carbon-dioxide ligase	6.4.1.-;6.4.1.8	dGPredictor-ModelSEED	8.6300	4.4100	<	2.9140	0.4111	1.4794	1.1101	3	False	BRONZE	uncorroborated	789	11600
rxn32837	Acetophenone: carbon-dioxide ligase	6.4.1.-;6.4.1.8	dGPredictor-ModelSEED	8.6300	4.4100	<	2.9140	0.4111	1.4794	1.1101	3	False	BRONZE	uncorroborated	789	11600
rxn32838	Acetophenone: carbon-dioxide ligase	6.4.1.-;6.4.1.8	dGPredictor-ModelSEED	8.6300	4.4100	<	2.9140	0.4111	1.4794	1.1101	3	False	BRONZE	uncorroborated	789	11600
rxn32840	Maleylacetoacetate isomerase	5.2.1.2	dGPredictor-ModelSEED	-1.7400	1.6700	=	1.0059	0.8343	1.4748	1.1294	3	False	SILVER	self-confident	789	11600
rxn32841	RXNQT-4141	2.7.7.-;2.7.7.69	dGPredictor-ModelSEED	-3.5100	1.5300	=	0.6838	0.9525	2.8752	4.0130	3	False	GOLD	self-certain	789	11600
rxn32842	Ureidoglycine aminohydrolase	3.5.3.-;3.5.3.26	dGPredictor-ModelSEED	-2.7000	9.9400	=	5.3141	0.3373	0.0715	1.5261	3	False	BRONZE	uncorroborated	789	11600
rxn32843	-	4.2.1.-	dGPredictor-ModelSEED	28.4400	25.5800	=	16.0807	0.1001	1.7080	1.2915	3	False	BRONZE	uncorroborated	789	11600
rxn32844	N-succinyl-L-glutamate 5-semialdehyde:NAD+ oxidoreductase	1.2.1.-;1.2.1.71	dGPredictor-ModelSEED	-12.9300	2.3200	>	2.9140	0.4111	0.8682	0.6367	3	False	SILVER	corroborated	789	11600
rxn32848	trans-Tetradec-2-enoyl-CoA reductase	1.3.1.38;1.3.1.8	dGPredictor-ModelSEED	2.9700	9.0600	=	5.3141	0.3373	3.1910	2.3220	3	False	BRONZE	outvoted	789	11600
rxn32850	trans-Tetradec-2-enoyl-CoA reductase	1.3.1.38;1.3.1.8	dGPredictor-ModelSEED	2.9700	9.0600	=	5.3141	0.3373	3.1910	2.3220	3	False	BRONZE	outvoted	789	11600
rxn32851	Phosphoribosylformylglycinamidine cyclo-ligase	6.3.3.1	dGPredictor-ModelSEED	30.5100	35.6100	=	21.3210	0.0621	1.3917	1.4124	2	False	BRONZE	uncorroborated	789	11600
rxn32853	Deoxyribose-phosphate aldolase	4.1.2.4	dGPredictor-ModelSEED	4.2800	1.6600	=	1.0059	0.8343	0.2714	0.8663	3	False	SILVER	self-confident	789	11600
rxn32854	RXN0-2022		dGPredictor-ModelSEED	-18.2300	20.6800	=	9.2453	0.1605	1.2405	1.1624	3	False	BRONZE	uncorroborated	789	11600
rxn32855	3-mercaptopyruvate sulfurtransferase	2.8.1.2	dGPredictor-ModelSEED	-2.8800	10.4500	=	5.3141	0.3373	2.2266	2.7117	2	False	BRONZE	uncorroborated	789	11600
rxn32856	RXN0-2022		dGPredictor-ModelSEED	-18.2300	20.6800	=	9.2453	0.1605	1.2405	1.1624	3	False	BRONZE	uncorroborated	789	11600
rxn32857	3-mercaptopyruvate sulfurtransferase	2.8.1.2	dGPredictor-ModelSEED	-2.8800	10.4500	=	5.3141	0.3373	2.2266	2.7117	2	False	BRONZE	uncorroborated	789	11600
rxn32867	uronate:NAD+ 1-oxidoreductase;	1.1.1.203	dGPredictor-ModelSEED	-17.2500	15.7800	=	8.1314	0.1734	1.1374	0.8135	3	False	BRONZE	uncorroborated	789	11600
rxn32871	Glyoxylate reductase (NADP+)	1.1.1.26;1.1.1.79	dGPredictor-ModelSEED	8.9000	1.5400	=	0.7214	0.9525	1.2045	1.2438	3	False	GOLD	self-certain	789	11600
rxn32872	RXN-1142	1.14.13.-	dGPredictor-ModelSEED	-77.9800	21.9000	>	9.6984	0.1605	2.6751	2.4927	3	False	BRONZE	uncorroborated	789	11600
rxn32875	1,2-Dihydronaphthalene-1,2-diol dehydrogenase	1.3.1.20	dGPredictor-ModelSEED	50.1300	45.6300	=	21.3210	0.0621	2.9499	2.1679	3	False	BRONZE	uncorroborated	789	11600
rxn32876	1,2-Dihydronaphthalene-1,2-diol dehydrogenase	1.3.1.20	dGPredictor-ModelSEED	50.1300	45.6300	=	21.3210	0.0621	2.9499	2.1679	3	False	BRONZE	uncorroborated	789	11600
rxn32881	Propanoyl-CoA:acetyl-CoA C-acyltransferase	2.3.1.16	dGPredictor-ModelSEED	49.8500	66.3300	=	21.3210	0.0000	1.5046	1.0881	3	False	BRONZE	uncorroborated	789	11600
rxn32884	RXN-5762	2.1.1.-	dGPredictor-ModelSEED	33.8700	17.4400	<	9.2453	0.1709	4.3820	4.7173	2	False	BRONZE	outvoted	789	11600
rxn32885	RXN-5762	2.1.1.-	dGPredictor-ModelSEED	33.8700	17.4400	<	9.2453	0.1709	4.3820	4.7173	2	False	BRONZE	outvoted	789	11600
rxn32886	RXN-5762	2.1.1.-	dGPredictor-ModelSEED	33.8700	17.4400	<	9.2453	0.1709	4.3820	4.7173	2	False	BRONZE	outvoted	789	11600
rxn32891	RXN-4311		dGPredictor-ModelSEED	-6.6700	1.4900	>	0.5553	0.9948	0.7794	1.8829	3	False	GOLD	self-certain	789	11600
rxn32893	uronate:NAD+ 1-oxidoreductase;	1.1.1.203	dGPredictor-ModelSEED	-17.2500	15.7800	=	8.1314	0.1734	1.1374	0.8135	3	False	BRONZE	uncorroborated	789	11600
rxn32896	uronate:NAD+ 1-oxidoreductase;	1.1.1.203	dGPredictor-ModelSEED	-17.2500	15.7800	=	8.1314	0.1734	1.1374	0.8135	3	False	BRONZE	uncorroborated	789	11600
rxn32897	RXN-9262		dGPredictor-ModelSEED	9.6700	24.8000	=	16.0807	0.1001	1.3088	2.1066	3	False	BRONZE	uncorroborated	789	11600
rxn32898	dTDP phosphotransferase	2.7.4.6	dGPredictor-ModelSEED	-0.3700	1.5200	=	0.6838	0.9525	0.2225	0.2389	3	True	GOLD	self-certain	789	11600
rxn32901	1-pyrroline-5-carboxylate dehydrogenase	1.5.1.12	dGPredictor-ModelSEED	32.6800	8.2400	<	5.3141	0.3373	7.1854	5.5420	3	False	BRONZE	outvoted	789	11600
rxn32903	RXN-9262		dGPredictor-ModelSEED	9.6700	24.8000	=	16.0807	0.1001	1.3088	2.1066	3	False	BRONZE	uncorroborated	789	11600
rxn32906	RXN-9262		dGPredictor-ModelSEED	9.6700	24.8000	=	16.0807	0.1001	1.3088	2.1066	3	False	BRONZE	uncorroborated	789	11600
rxn32907	O-succinylhomoserine (thiol)-lyase	2.5.1.48	dGPredictor-ModelSEED	-52.4300	20.5100	>	9.2453	0.1605	4.0766	2.9425	3	False	BRONZE	outvoted	789	11600
rxn32911	carbamate hydro-lyase	4.2.1.104	dGPredictor-ModelSEED	-4.5400	2.2900	=	2.9140	0.4444	1.4746	2.3775	2	False	BRONZE	uncorroborated	789	11600
rxn32912	carbamate hydro-lyase	4.2.1.104	dGPredictor-ModelSEED	-4.5400	2.2900	=	2.9140	0.4444	1.4746	2.3775	2	False	BRONZE	uncorroborated	789	11600
rxn32914	carbamate hydro-lyase	4.2.1.104	dGPredictor-ModelSEED	-4.5400	2.2900	=	2.9140	0.4444	1.4746	2.3775	2	False	BRONZE	uncorroborated	789	11600
rxn32917	hypoxanthine:NAD+ oxidoreductase	1.17.1.4	dGPredictor-ModelSEED	6.7300	21.5100	=	9.6984	0.1605	0.1730	4.1831	3	False	BRONZE	uncorroborated	789	11600
rxn32920	Hypoxanthine phosphoribosyltransferase	2.4.2.8	dGPredictor-ModelSEED	6.4600	1.6700	=	1.0059	0.8343	0.4410	1.1201	3	False	SILVER	self-confident	789	11600
rxn32921	Hypoxanthine phosphoribosyltransferase	2.4.2.8	dGPredictor-ModelSEED	6.4600	1.6700	=	1.0059	0.8343	0.4410	1.1201	3	False	SILVER	self-confident	789	11600
rxn32923	Hypoxanthine phosphoribosyltransferase	2.4.2.8	dGPredictor-ModelSEED	6.4600	1.6700	=	1.0059	0.8343	0.4410	1.1201	3	False	SILVER	self-confident	789	11600
rxn32924	L-Gulono-1,4-lactone lactonohydrolase	3.1.1.17;3.1.1.25	dGPredictor-ModelSEED	-14.3600	16.3100	=	8.1314	0.1734	1.1386	0.8294	3	False	BRONZE	uncorroborated	789	11600
rxn32927	Thioglucoside glucohydrolase	3.2.1.147	dGPredictor-ModelSEED	-84.7800	21.5000	>	9.6984	0.1605	0.0000		1	False	BRONZE	uncorroborated	789	11600
rxn32928	RXN-7247		dGPredictor-ModelSEED	-7.7200	8.4000	=	5.3141	0.3373	1.5873	1.6816	3	False	BRONZE	uncorroborated	789	11600
rxn32929	RXN-7247		dGPredictor-ModelSEED	-7.7200	8.4000	=	5.3141	0.3373	1.5873	1.6816	3	False	BRONZE	uncorroborated	789	11600
rxn32931	3-Butynoate:(pyrroloquinoline-quinone) oxidoreductase	1.2.99.3	dGPredictor-ModelSEED	102.2000	63.6600	<	21.3210	0.0000	7.0224	7.1271	2	False	BRONZE	outvoted	789	11600
rxn32932	2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)pyrimidine 2-aminohydrolase	3.5.4.26	dGPredictor-ModelSEED	-14.7500	42.7000	=	21.3210	0.0621	0.0674	0.0684	2	False	SILVER	corroborated	789	11600
rxn32933	3-Butynoate:(pyrroloquinoline-quinone) oxidoreductase	1.2.99.3	dGPredictor-ModelSEED	102.2000	63.6600	<	21.3210	0.0000	7.0224	7.1271	2	False	BRONZE	outvoted	789	11600
rxn32936	dGMP phosphotransferase	2.7.4.12;2.7.4.8	dGPredictor-ModelSEED	-0.4800	1.5300	=	0.6838	0.9525	1.2413	2.0634	3	False	GOLD	self-certain	789	11600
rxn32938	-		dGPredictor-ModelSEED	1.6300	2.0900	=	1.0059	0.8343	0.2901	1.9722	3	False	SILVER	self-confident	789	11600
rxn32939	dGMP phosphotransferase	2.7.4.12;2.7.4.8	dGPredictor-ModelSEED	-0.4800	1.5300	=	0.6838	0.9525	1.2413	2.0634	3	False	GOLD	self-certain	789	11600
rxn32940	Raffinose galactohydrolase	3.2.1.22	dGPredictor-ModelSEED	3.5600	11.9100	=	5.3141	0.3373	0.8082	0.7311	3	False	SILVER	corroborated	789	11600
rxn32941	Monodehydroascorbate reductase (NADH)	1.6.5.4	dGPredictor-ModelSEED	48.6200	36.7000	=	21.3210	0.0621	3.1205	3.1670	2	False	BRONZE	outvoted	789	11600
rxn32943	-		dGPredictor-ModelSEED	-22.5700	13.5000	>	5.8327	0.2259	0.0000		1	False	BRONZE	uncorroborated	789	11600
rxn32944	indole-3-acetaldehyde-oxime,NADPH:oxidoreductase		dGPredictor-ModelSEED	-96.5500	17.0900	>	9.2453	0.1709	0.7773	0.5735	3	False	SILVER	corroborated	789	11600
rxn32945	-		dGPredictor-ModelSEED	-22.5700	13.5000	>	5.8327	0.2259	0.0000		1	False	BRONZE	uncorroborated	789	11600
rxn32946	indole-3-acetaldehyde-oxime,NADPH:oxidoreductase		dGPredictor-ModelSEED	-96.5500	17.0900	>	9.2453	0.1709	0.7773	0.5735	3	False	SILVER	corroborated	789	11600
rxn32947	-		dGPredictor-ModelSEED	-22.5700	13.5000	>	5.8327	0.2259	0.0000		1	False	BRONZE	uncorroborated	789	11600
rxn32950	RXN-8309	1.14.99.-	dGPredictor-ModelSEED	-29.4800	22.7100	>	13.3157	0.1605	2.1601	1.7175	3	False	BRONZE	uncorroborated	789	11600
rxn32953	Monodehydroascorbate reductase (NADH)	1.6.5.4	dGPredictor-ModelSEED	48.6200	36.7000	=	21.3210	0.0621	3.1205	3.1670	2	False	BRONZE	outvoted	789	11600
rxn32954	2-Propyn-1-al:NAD+ oxidoreductase	1.2.1.3	dGPredictor-ModelSEED	-8.8200	4.6800	=	2.9140	0.4111	0.1211	0.1955	2	False	SILVER	corroborated	789	11600
rxn32956	2-Propyn-1-al:NAD+ oxidoreductase	1.2.1.3	dGPredictor-ModelSEED	-8.8200	4.6800	=	2.9140	0.4111	0.1211	0.1955	2	False	SILVER	corroborated	789	11600
rxn32961	L-serine ammonia-lyase	4.2.1.13;4.3.1.17;4.3.1.19	dGPredictor-ModelSEED	-5.8200	1.5500	>	0.7214	0.8917	1.5547	1.3120	3	False	SILVER	self-confident	789	11600
rxn32962	RXN-4317		dGPredictor-ModelSEED	2.7900	17.7600	=	9.2453	0.1709	0.2792	0.3156	3	False	SILVER	corroborated	789	11600
rxn32966	Sulfite oxidase	1.8.3.1	dGPredictor-ModelSEED	-43.7700	3.1600	>	2.9140	0.4111	0.8521	0.6501	3	False	SILVER	corroborated	789	11600
rxn32967	Hypoxanthine phosphoribosyltransferase	2.4.2.8	dGPredictor-ModelSEED	6.4600	1.6700	=	1.0059	0.8343	0.4410	1.1201	3	False	SILVER	self-confident	789	11600
rxn32968	Hypoxanthine phosphoribosyltransferase	2.4.2.8	dGPredictor-ModelSEED	6.4600	1.6700	=	1.0059	0.8343	0.4410	1.1201	3	False	SILVER	self-confident	789	11600
rxn32969	Hypoxanthine phosphoribosyltransferase	2.4.2.8	dGPredictor-ModelSEED	6.4600	1.6700	=	1.0059	0.8343	0.4410	1.1201	3	False	SILVER	self-confident	789	11600
rxn32974	2'-Deoxyguanosine 5'-triphosphate diphosphohydrolase	3.6.1.-;3.6.1.19	dGPredictor-ModelSEED	-9.5000	1.5700	>	1.0051	0.8737	1.1283	3.2851	3	False	SILVER	self-confident	789	11600
rxn32977	UDP-glucuronate decarboxylase	4.1.1.35	dGPredictor-ModelSEED	-10.9900	16.8800	=	9.2453	0.1709	0.9452	0.6921	3	False	SILVER	corroborated	789	11600
rxn32978	UDP-glucuronate decarboxylase	4.1.1.35	dGPredictor-ModelSEED	-10.9900	16.8800	=	9.2453	0.1709	0.9452	0.6921	3	False	SILVER	corroborated	789	11600
rxn32979	GTP:pyruvate 2-O-phosphotransferase	2.7.1.40	dGPredictor-ModelSEED	6.0300	1.5300	=	0.6838	0.9525	0.4333	2.3252	3	False	GOLD	self-certain	789	11600
rxn32980	RXN-4224		dGPredictor-ModelSEED	34.1500	34.4000	=	21.3210	0.0621	1.5063	1.3501	3	False	BRONZE	uncorroborated	789	11600
rxn32981	ATP:CDP phosphotransferase	2.7.4.6	dGPredictor-ModelSEED	-0.3700	1.5200	=	0.6838	0.9525	0.3375	0.3639	3	True	GOLD	self-certain	789	11600
rxn32982	Cytidine-5'-monophosphate phosphohydrolase	3.1.3.5;3.1.3.91	dGPredictor-ModelSEED	0.7100	22.2800	=	9.6984	0.1605	0.4142	2.0927	3	False	BRONZE	uncorroborated	789	11600
rxn32984	RXN0A-10707	1.3.3.6	dGPredictor-ModelSEED	-23.0100	15.0600	=	6.6461	0.1882	0.8674	0.7324	3	False	SILVER	corroborated	789	11600
rxn32985	Adenylylsulfatase	3.6.2.1	dGPredictor-ModelSEED	-21.8900	1.6100	>	1.0059	0.8343	0.9411	2.0863	3	False	SILVER	self-confident	789	11600
rxn32987	R83-RXN	3.1.3.77;3.1.3.87	dGPredictor-ModelSEED	-3.9400	1.5200	>	0.6838	0.9525	0.7549	2.8564	3	False	GOLD	self-certain	789	11600
rxn32988	Linoleoyl-CoA hydrolase	3.1.2.-;3.1.2.2	dGPredictor-ModelSEED	-6.6900	1.5300	>	0.6838	0.9525	0.7906	0.8507	3	False	GOLD	self-certain	789	11600
rxn32989	Membrane alanine aminopeptidase	3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-;3.4.13.18	dGPredictor-ModelSEED	19.8600	16.5000	=	9.2453	0.1734	1.9105	1.4439	3	False	BRONZE	uncorroborated	789	11600
rxn32990	Caffeic aldehyde:NADP+ oxidoreductase (CoA-caffeoylating)	1.2.1.44	dGPredictor-ModelSEED	-14.1200	43.7500	=	21.3210	0.0621	0.8040	0.6001	3	False	SILVER	corroborated	789	11600
rxn32991	RXN-6622.d	3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-;3.4.13.18	dGPredictor-ModelSEED	19.8600	16.5000	=	9.2453	0.1734	1.9105	1.4439	3	False	BRONZE	uncorroborated	789	11600
rxn32993	NADPH peroxidase	1.11.1.2	dGPredictor-ModelSEED	-68.5900	2.1800	>	2.9140	0.4444	2.8159	2.0624	3	False	BRONZE	uncorroborated	789	11600
rxn32996	Threonine aldolase	4.1.2.5	dGPredictor-ModelSEED	-0.0400	1.8600	=	1.0059	0.8343	1.5898	1.4276	3	False	SILVER	self-confident	789	11600
rxn32997	RXN-4304		dGPredictor-ModelSEED	-11.5800	17.7600	=	9.2453	0.1709	0.3469	0.3832	3	False	SILVER	corroborated	789	11600
rxn32998	Threonine aldolase	4.1.2.5	dGPredictor-ModelSEED	-0.0400	1.8600	=	1.0059	0.8343	1.5898	1.4276	3	False	SILVER	self-confident	789	11600
rxn33000	acetol monooxygenase	1.14.13.M34	dGPredictor-ModelSEED	-83.5600	8.0100	>	4.7853	0.3373	6.1169	4.3827	3	False	BRONZE	outvoted	789	11600
rxn33004	(hydroxyamino)benzene hydroxymutase	5.4.4.1	dGPredictor-ModelSEED	-16.1700	19.9900	=	9.2453	0.1605	0.9704	1.0106	2	False	SILVER	corroborated	789	11600
rxn33005	(hydroxyamino)benzene hydroxymutase	5.4.4.1	dGPredictor-ModelSEED	-16.1700	19.9900	=	9.2453	0.1605	0.9704	1.0106	2	False	SILVER	corroborated	789	11600
rxn33006	Coniferin beta-glucosidase	3.2.1.126	dGPredictor-ModelSEED	9.0200	16.9100	=	9.2453	0.1709	0.3509	1.7578	3	False	BRONZE	uncorroborated	789	11600
rxn33008	22alpha-Hydroxy-campesterol:3-oxosteroid Delta5-Delta4-isomerase,NAD+ 3-oxidoreductase		dGPredictor-ModelSEED	-7.7400	25.8700	=	16.0807	0.1001	0.4144	0.3052	3	False	SILVER	corroborated	789	11600
rxn33010	22alpha-Hydroxy-campesterol:3-oxosteroid Delta5-Delta4-isomerase,NAD+ 3-oxidoreductase		dGPredictor-ModelSEED	-7.7400	25.8700	=	16.0807	0.1001	0.4144	0.3052	3	False	SILVER	corroborated	789	11600
rxn33012	RXN1F-404		dGPredictor-ModelSEED	2.7300	20.9400	=	9.2453	0.1605	0.4006	1.0694	3	False	SILVER	corroborated	789	11600
rxn33013	RXN-3184		dGPredictor-ModelSEED	-20.0700	32.4300	=	21.3210	0.0621	0.0568	0.2433	3	False	SILVER	corroborated	789	11600
