id	names	formula	mass	charge	inchikey	smiles
Caldarchaetidylinositol	a caldarchaetidylinositol|a glycerol dibiphytanyl glycerol tetraether phosphoinositol	null	10000000	10000000		O=P([O-])(OC[C@@H]1CO*O[C@H](CO)CO*O1)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
Monoglucosyl-Caldarchaetidylinositols	a monoglucosylcaldarchaetidylinositol|MGCI	null	10000000	10000000		O=P([O-])(OC[C@@H]1CO*O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)CO*O1)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
Diglucosyl-Caldarchaetidylinositols	a diglucosylcaldarchaetidylinositol|DGCI	null	10000000	10000000		O=P([O-])(OC[C@@H]1CO*O[C@H](CO[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)CO*O1)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
Digeranylfarnesyl-glycero-phospholipids	a 2,3-bis-<i>O</i>-geranylfarnesyl-<i>sn</i>-glycero-phospholipid	null	10000000	10000000		*OP(=O)([O-])OC[C@H](COC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
CPD-17767	a 2,3-bis-<i>O</i>-geranylgeranyl-<i>sn</i>-glycero-phospholipid	null	10000000	10000000		*OP(=O)([O-])OC[C@H](COC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C
Sesterterpanyl-glycero-phospholipids	a 2,3-bis-<i>O</i>-sesterterpanyl-<i>sn</i>-glycero-phospholipid	null	10000000	10000000		*OP(=O)([O-])OC[C@H](COCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)OCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
CPD-17768	a 2,3-bis-<i>O</i>-phytanyl-<i>sn</i>-glycero-phospholipid	null	10000000	10000000		*OP(=O)([O-])OC[C@H](COCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)OCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
Dialkylglycerophosphoinositols	a dialkylglycerophosphoinositol	null	10000000	10000000		*OC[C@@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)O*
1-alkyl-23-diacylglycerol	a 1-alkyl-2,3-diacylglycerol	null	10000000	10000000		*COC[C@H](COC(*)=O)OC(*)=O
1-Alkenyl-glycerol	a 1-alk-1-enyl-<i>sn</i>-glycerol|a 1-alkenyl-sn-glycerol|a 1-alkenylglycerol|a 1-O-alk-1-enyl-glycerol|a 1-O-(alk-1-enyl)glycerol|a 1-O-(alk-1-enyl)-<i>sn</i>-glycerol	null	10000000	10000000		*/C=C/OC[C@@H](O)CO
1-Alkyl-2-acyl-glycerol	a 2-acyl-1-alkyl-<i>sn</i>-glycerol	null	10000000	10000000		*COC[C@H](CO)OC(*)=O
Dialkylglycerol	a dialkylglycerol	null	10000000	10000000		
Virginiae-butanolides	a VB type gamma-butyrolactone|a virginiae butanolide|a (3R,4R)-3-[(1S)-1-hydroxy-alkyl]-4-(hydroxymethyl)oxolan-2-one	null	10000000	10000000		*C[C@H](O)[C@@H]1C(=O)OC[C@H]1CO
GDDs	a glycerol dialkyl diether|GDD|a glycerol dibiphytanol diether	null	10000000	10000000		*OC[C@@H](CO)O*.C
BDDs	a butanetriol dialkyl diether|BDD|a butanetriol dibiphytanol diether	null	10000000	10000000		*OC(C)[C@@H](CO)O*.C
GDNTs	a glycerol dialkyl calditol tetraether|GDNT|a calditoglycerocaldarchaeol|a glycerol dialkyl nonitol tetraether|a glycerol dibiphytanyl calditol tetraether|GDCT	null	10000000	10000000		OC[C@@H]1CO*O[C@H](CO[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@@]2(O)CO)CO*O1
PDGTs	a pentanetriol dialkyl glycerol tetraether|PDGT|a pentanetriol dibiphytanyl glycerol tetraether	null	10000000	10000000		CCC1O*O[C@H](CO)CO*O[C@@H]1CO
CPD-19944	a [(3<i>S</i>,4<i>R</i>)-4-alkanoyl-5-oxooxolan-3-yl]methyl phosphate	null	10000000	10000000		*CC(=O)[C@@H]1C(=O)OC[C@H]1COP(=O)([O-])[O-]
BDGTs	a butanetriol dialkyl glycerol tetraether|BDGT|a butanetriol dibiphytanyl glycerol tetraether	null	10000000	10000000		CC1O*O[C@H](CO)CO*O[C@@H]1CO
GDGTs	a glycerol dialkyl glycerol tetraether|GDGT	null	10000000	10000000		
HOMOSERINE-LACTONE	homoserine lactone|2-aminobutan-4-olide|2(3H)-furanone, 3-aminodihydro-|alpha-amino-gamma-butyrolactone|Hsl	C4H8NO2	102.113	10000000	QJPWUUJVYOJNMH-UHFFFAOYSA-O	[NH3+]C1CCOC1=O
Lysophosphatidylcholines-16-1	lysophosphatidylcholine-16:1|lysoPC-16:1|lysoPC16:1	null	10000000	10000000		
Lysophosphatidylcholines-18-3	lysophosphatidylcholine-18:3|lysoPC-18:3|lysoPC18:3	null	10000000	10000000		
Lysophosphatidylcholines-18-0	lysophosphatidylcholine-18:0|lysoPC-18:0|lysoPC18:0	null	10000000	10000000		
CPD-19940	a 4-(hydroxymethyl)-3-(5-alkanoyl)-5H-furan-2-one	null	10000000	10000000		*CC(=O)C1=C(CO)COC1=O
Lysophosphatidylcholines-18-1	lysophosphatidylcholine-18:1|lysoPC-18:1|lysoPC18:1	null	10000000	10000000		
Lysophosphatidylcholines-16-0	lysophosphatidylcholine-16:0|lysoPC-16:0|lysoPC16:0	null	10000000	10000000		
Lysophosphatidylglycerols-18-3	lysophosphatidylglycerol-18:3|lysoPG-18:3|lysoPG18:3	null	10000000	10000000		
Lysophosphatidylglycerols-18-1	a lysophosphatidylglycerol-18:1|lysoPG-18:1|lysoPG18:1	null	10000000	10000000		
A-factor-type-lactones	an A-factor type gamma-butyrolactone|a 6-dehydro virginiae butanolide|a 6-dehydro VB type gamma-butyrolactone|a (4R)-3-alkanoyl-4-(hydroxymethyl)oxolan-2-one	null	10000000	10000000		*CC(=O)[C@@H]1C(=O)OC[C@H]1CO
Lysophosphatidylglycerols-18-2	lysophosphatidylglycerol-18:2|lysoPG-18:2|lysoPG18:2	null	10000000	10000000		
Ceramide-Phosphoglycerols	a ceramide phosphorylglycerol|an <i>N</i>-acylceramide phosphoglycerol|a ceramide phosphoglycerol|CPG	null	10000000	10000000		*C(=O)N[C@@H](COP(=O)([O-])OC[C@H](O)CO)[C@@H](*)O
Ceramide-Phosphocholines	a ceramide phosphorylcholine	null	10000000	10000000		*C(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](*)O
IM-2-type-lactones	an IM-2 type gamma-butyrolactone|a (3R,4R)-3-[(1R)-1-hydroxy-alkanoyl]-4-(hydroxymethyl)oxolan-2-one	null	10000000	10000000		*C[C@@H](O)[C@@H]1C(=O)OC[C@H]1CO
Ceramide-Phosphoethanolamines	a ceramide phosphorylethanolamine|an <i>N</i>-acylceramide phosphoethanolamine|a ceramide phosphoethanolamine	null	10000000	10000000		*C(=O)N[C@@H](COP(=O)([O-])OCC[NH3+])[C@@H](*)O
Ceramide-Phosphoglycerolphosphates	a ceramide phosphorylglycerol phosphate|an <i>N</i>-acylceramide phosphoglycerol phosphate|a ceramide phosphoglycerol phosphate|CPGP	null	10000000	10000000		*C(=O)N[C@@H](COP(=O)([O-])OC[C@H](O)COP(=O)([O-])[O-])[C@@H](*)O
CPD-19943	a (4-alkanoyl-5-oxo-2H-furan-3-yl)methyl phosphate	null	10000000	10000000		*CC(=O)C1=C(COP(=O)([O-])[O-])COC1=O
Acyl-homoserine-lactones	an <i>N</i>-acyl-L-homoserine lactone	null	10000000	10000000		*C(=O)N[C@H]1CCOC1=O
Ferric-Hydroxamate-Complexes	a ferric hydroxamate complex|an iron (III) hydroxamate complex|an iron (III) hydroxamate	null	10000000	10000000		
Inositolphosphoryl-Ceramides	an inositol phosphodihydroceramide	null	10000000	10000000		*C(=O)N[C@@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)[C@H](O)CCCCCCCCCCCCCCC
Glycosyl-IPCs	a glycosylinositol phosphoceramide|a GIPC	null	10000000	10000000		*O[C@@H]1[C@@H](C(=O)[O-])O[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]2OP(=O)([O-])OC[C@H](NC(*)=O)[C@@H](*)O)[C@H](O)[C@H]1O
MIPC	a mannosylinositol phospho-(2'R)-2'-hydroxyphytoceramide|MIPC|a mannosylinositol-P-alpha-hydroxyphytoceramide|a mannosylinositol phospho-alpha-hydroxyphytoceramide	null	10000000	10000000		*[C@H](O)C(=O)N[C@@H](COP(=O)([O-])O[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC
IPC	(4<i>R</i>)-4-hydroxy-<i>N</i>-[(2<i>R</i>)-2-hydroxy-very-long-chain-acyl]-1-<i>O</i>-[(1D-<i>myo</i>-inositol-1-<i>O</i>-yl)hydroxyphosphoryl]sphinganine|VLC IPC|a very-long-chain inositol-P-alpha-hydroxyphytoceramide|a very-long-chain inositol phospho-alpha-hydroxyphytoceramide|a very-long-chain inositol phospho-(2'R)-2'-hydroxyphytoceramide	null	10000000	10000000		*CCCCCCCCCCCCCCCCCCCCC[C@H](O)C(=O)N[C@@H](COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC*
Inositol-PhosphoManIno-PhosphoCera	an inositol phosphomannosylinositol phosphoceramide	null	10000000	10000000		*C(=O)N[C@@H](COP(=O)([O-])O[C@H]1[C@H](OC2O[C@H](COP(=O)([O-])O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)[C@@H](*)O
Long-Chain-Ceramides	a long-chain ceramide	null	10000000	10000000		*CCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](*)O
CPD-502	a ceramide 1-phosphate	null	10000000	10000000		*C(=O)N[C@@H](COP(=O)([O-])[O-])[C@@H](*)O
Sphinga-4-8-dienine-Ceramides	a (4<i>E</i>)-4-sphinga-4,8-dienine ceramide|a 4,8-sphingadienine ceramide|a sphinga-4,8-dienine ceramide	null	10000000	10000000		*C(=O)N[C@@H](CO)[C@H](O)/C=C/CCC=CCCCCCCCCC
Plant-Ceramides-IV	a (4<i>R</i>)-4-hydroxysphing-8-enine ceramide|a plant ceramide (IV)	null	10000000	10000000		*C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCC=CCCCCCCCCC
N-Acylsphingosine	an <i>N</i>-acylsphingosine|a sphing-4-enine ceramide|a (4E)-sphing-4-enine ceramide|a sphingosine ceramide|an <i>N</i>-acylsphing-4-enine	null	10000000	10000000		*C(=O)N[C@@H](CO)[C@H](O)/C=C/CCCCCCCCCCCCC
Bryostatins	a bryostatin	null	10000000	10000000		
CPD3DJ-82	a dihydroceramide|a plant ceramide (I)|an <i>N</i>-acylsphinganine (C18)|an octadecadihydroceramide|a dihydroceramide (C18)	null	10000000	10000000		*C(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC
6-hydroxysphingosines	a (6R)-6-hydroxy-sphingosine ceramide	null	10000000	10000000		*C(=O)N[C@@H](CO)[C@H](O)CC[C@H](O)CCCCCCCCCCCC
CPD-14020	dTDP-4-amino-4,6-dideoxy-D-galactose	C16H26N3O14P2	546.341	10000000	UIVJXHWSIFBBCY-WDQPOOCWSA-M	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC3O[C@H](C)[C@H]([NH3+])[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
ULC-Cermaides	an ultra-long-chain ceramide	null	10000000	10000000		*CCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](*)O
Sphing-4-8-10-trienine-ceramides	a (4<i>E</i>,8<i>E</i>,10<i>E</i>)-sphinga-4,8,10-trienine ceramide	null	10000000	10000000		*C(=O)N[C@@H](CO)[C@H](O)/C=C/CC/C=C/C=C/CCCCCCC
Oligoglycosylceramides	an oligoglycosylceramide	null	10000000	10000000		
9-Methyl-sphing-4-8-dienine-ceramides	a 9-methyl-(4<i>E</i>,8<i>E</i>)-sphinga-4,8-dienine ceramide|a 9-methyl-sphinga-4,8-dienine ceramide	null	10000000	10000000		*C(=O)N[C@@H](CO)[C@H](O)/C=C/CC/C=C(\C)CCCCCCCCC
VLC-Ceramides	a very-long-chain ceramide	null	10000000	10000000		*CCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](*)O
Sphing-8-enine-ceramides	a sphing-8-enine-ceramide	null	10000000	10000000		*C(=O)N[C@@H](CO)[C@H](O)CCCCC=CCCCCCCCCC
Phytoceramides	a phytoceramide|a plant ceramide (III)|an <i>N</i>-acyl-phytosphinganine|an <i>N</i>-acyl-4-hydroxysphinganine|a (4R)-4-hydroxysphinganine ceramide	null	10000000	10000000		*CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](CO)NC(*)=O
CPD-22276	a phytosphingosine 1-phosphate	null	10000000	10000000		*CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H]([NH3+])COP(=O)([O-])[O-]
Polyisoprenyl-Diphosphates	a polyisoprenyl diphosphate	null	10000000	10000000		*C/C(C)=C/COP(=O)([O-])OP(=O)([O-])O
CPD-22317	a 2,2'-dilysocardiolipin|dilyso-CL|DLCL|diacylated CL|<i>sn</i>-1(1')-diacyl-lysocardiolipin	null	10000000	10000000		*C(=O)OC[C@@H](O)COP(=O)([O-])OCC(O)COP(=O)([O-])OC[C@H](O)COC(*)=O
Phospholipid-Cis-Olefinic-Fatty-Acids	a [phospholipid] <i>cis</i>-olefinic fatty acid|a [phospholipid] (<i>Z</i>)-olefinic fatty acid	null	10000000	10000000		*C(=O)CCCCCCC/C=C\CC
Phospholipid-Trans-Olefinic-Fatty-Acids	a [phospholipid] <i>trans</i>-olefinic fatty acid|a [phospholipid] (<i>E</i>)-olefinic fatty acid	null	10000000	10000000		*C(=O)CCCCCCC/C=C/CC
N-Palmitoyl-PE	an <i>N</i>-palmitoyl-phosphatidylethanolamine	null	10000000	10000000		*C(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)CCCCCCCCCCCCCCC)OC(*)=O
N-arachidonoyl-PE	an <i>N</i>-arachidonoyl-phosphatidylethanolamine	null	10000000	10000000		*C(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(*)=O
N-Linoleoyl-PE	an <i>N</i>-linoleoyl-phosphatidylethanolamine	null	10000000	10000000		*C(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(*)=O
N-stearoyl-PE	an <i>N</i>-stearoyl-phosphatidylethanolamine	null	10000000	10000000		*C(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)CCCCCCCCCCCCCCCCC)OC(*)=O
N-Oleoyl-PE	an <i>N</i>-oleoyl-phosphatidylethanolamine	null	10000000	10000000		*C(=O)OC[C@H](COP(=O)([O-])OCCNC(=O)CCCCCCC/C=C\CCCCCCCC)OC(*)=O
PNP-Modified-Glycosides	a <i>p</i>-nitrophenyl-modified glycoside|a 4-nitrophenyl-modified glycoside	null	10000000	10000000		*c1ccc([N+](=O)[O-])cc1
Nitroalkanes	a nitroalkane	null	10000000	10000000		*[N+](=O)[O-]
P-Nitrophenyl-5-Nucleotides	a <i>p</i>-nitrophenyl 5'-nucleotide	null	10000000	10000000		*[C@@H]1O[C@H](COP(=O)([O-])Oc2ccc([N+](=O)[O-])cc2)[C@@H](O)[C@H]1*
5-Nitroisocytosine-Derivatives	a 5-nitroisocytosine derivative	null	10000000	10000000		
C-nitro-compounds	a C-nitro compound	null	10000000	10000000		*C[N+](=O)[O-]
Alkyl-acetyl-glycero-phosphocholines	a 2-acetyl-1-alkyl-<i>sn</i>-glycero-3-phosphocholine|PAF|platelet-activating factor|a 1-alkyl-2-acetyl-<i>sn</i>-glycero-3-phosphocholine	null	10000000	10000000		*COC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O
Plasmanylcholine	a plasmanylcholine|an <i>O</i>-1-alkyl-2-acyl-<i>sn</i>-glycero-3-phosphocholine|a 1-alkyl-2-acylglycerophosphocholine|a 2-acyl-1-alkyl-<i>sn</i>-glycero-3-phosphocholine	null	10000000	10000000		*COC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(*)=O
1-Alkenyl-2-Acyl-Glycerol-3P	a 2-acyl-1-Z-alk-1-enyl-<i>sn</i>-glycerol 3-phosphoate|a (Z) 2-acyl1-alkenyl-<i>sn</i>-glycerol 3-phosphoate	null	10000000	10000000		*/C=C/OC[C@H](COP(=O)([O-])[O-])OC(*)=O
1-Alkenes	a 1-alkene|an alpha alkene	null	10000000	10000000		*C=C
Alkyl-enyl-acyl-gly-P-EtOH-amines	a plasmenylethanolamine|a 1-Z-alkenyl-2-acylglycerophosphoethanolamine|an <i>O</i>-1-Z-alk-1-enyl-2-acyl-<i>sn</i>-glycero-3-phosphoethanolamine|alkenylphosphatidylethanolamine (incorrect)	null	10000000	10000000		*/C=C/OC[C@H](COP(=O)([O-])OCC[NH3+])OC(*)=O
PLASMENYLCHOLINE	a plasmenylcholine|an <i>O</i>-1-Z-alk-1-enyl-2-acyl-<i>sn</i>-glycero-3-phosphocholine|a choline plasmalogen|a 1-Z-alkenyl-2-acylglycerophosphocholine|a 1-Z-alkenyl-2-acyl-sn-glycero-3-phosphocholine|alkenylphosphatidylcholine (incorrect)	null	10000000	10000000		*/C=C/OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(*)=O
1-ALKENYL-2-ACYLGLYCEROL	a 2-acyl-1-Z-alk-1-enyl-<i>sn</i>-glycerol|a (Z) 2-acyl1-alkenyl-<i>sn</i>-glycerol	null	10000000	10000000		*/C=C/OC[C@H](CO)OC(*)=O
pNAPE	an <i>N</i>-(acyl)ethanolamine plasmalogen|a 1-Z-alkenyl-2-acylglycerophospho-<i>N</i>-(acyl)ethanolamine|an <i>O</i>-1-Z-alk-1-enyl-2-acyl-<i>sn</i>-glycero-3-phospho-<i>N</i>-(acyl)ethanolamine|a (1-alkenyl-2-acyl-glycero-3-phospho-<i>N</i>-(acyl)ethanolamine|a plasmenyl-<i>N</i>-(acyl)ethanolamine	null	10000000	10000000		*/C=C/OC[C@H](COP(=O)([O-])OCCNC(*)=O)OC(*)=O
Non-branched-alkenes	a <i>cis</i>-alkene	null	10000000	10000000		*/C=C\*
1-Alkenyl-phosphoglycerol	a 1-O-(alk-1-enyl)-<i>sn</i>-3-phosphoglycerol|a 1-alkenylphosphoglycerol	null	10000000	10000000		*/C=C/OC[C@@H](O)COP(=O)([O-])[O-]
1-Alkenylglycerophosphoethanolamines	a 1-O-(alk-1-enyl)-<i>sn</i>-glycero-3-phosphoethanolamine|a 1-alkenylglycerophosphoethanolamine	null	10000000	10000000		*/C=C/OC[C@@H](O)COP(=O)([O-])OCC[NH3+]
N-Acyl-1-lyso-PE	an <i>N</i>-acyl-1-lysophosphatidylethanolamine	null	10000000	10000000		*C(=O)NCCOP(=O)([O-])OC[C@@H](CO)OC(*)=O
2-Acylglycero-Phosphocholines	a 1-lysophosphatidylcholine|a 2-acylglycero-3-phosphocholine|a L-1-lysolecithin|a 1-lyso-2-acyl-<i>sn</i>-glycero-3-phosphocholine|a 1-lysolecithin|a beta-lysophosphatidylcholine|a 2-acylglycerophosphocholine|a 2-acyl 1-lyso-<i>sn</i>-glycero-3-phosphatidylcholine|a 2-acyl-<i>sn</i>-glycero-3-phosphocholine	null	10000000	10000000		*C(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C
2-Acyl-1-lysophosphatidylinositols	a 1-lysophosphatidyl-D-myo-inositol|a 2-acyl-<i>sn</i>-glycero-3-phospho-D-myo-inositol	null	10000000	10000000		*C(=O)O[C@H](CO)COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
1-Lysophosphatidylglycerols	a 1-lysophosphatidylglycerol|a 1-lyso-2-acyl-<i>sn</i>-glycero-3-phosphoglycerol|a 2-acyl-1-lysophosphatidylglycerol	null	10000000	10000000		*C(=O)O[C@H](CO)COP(=O)([O-])OC[C@@H](O)CO
2-Acyl-sn-glycerol-3-phosphates	a 1-lysophosphatidate|a 2-acyl-<i>sn</i>-glycerol 3P|a 2-acyl-<i>sn</i>-glycerol 3-phosphate|a 1-lyso-LPA|a 1-lyso-phosphatidic acid|a 1-lyso-phosphatidate	null	10000000	10000000		*C(=O)O[C@H](CO)COP(=O)([O-])[O-]
1-Lysophosphatidylserines	a 1-lysophosphatidylserine|a 2-acyl-1-lyso-<i>sn</i>-glycero-3-phospho-L-serine|a 2-acyl-1-lyso-phosphatidylserine	null	10000000	10000000		*C(=O)O[C@H](CO)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-]
CPD0-2151	a 1-acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)	C21H42NO7P	451.539	10000000	JURXBKAAUDRHQL-HXUWFJFHSA-N	CCCCCCCCC=CCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[NH3+]
N-Acyl-2-lyso-PE	an <i>N</i>-acyl-2-lysophosphatidylethanolamine	null	10000000	10000000		*C(=O)NCCOP(=O)([O-])OC[C@H](O)COC(*)=O
CPD0-2149	a 1-acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)	C19H38NO7P	423.485	10000000	RBKXDGUVZHKXHJ-GOSISDBHSA-N	CCCCCCC=CCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[NH3+]
CPD0-2150	a 1-acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)	C23H46NO7P	479.593	10000000	KQEYVJVYMHGOPL-JOCHJYFZSA-N	CCCCCCCCCCC=CCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[NH3+]
CPD-15180	a 2-lysophosphatidyl-D-myo-inositol|a 1-acyl-<i>sn</i>-glycero-3-phospho-D-myo-inositol	null	10000000	10000000		*C(=O)OC[C@@H](O)COP(=O)([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
2-Lysophosphatidylcholines	a 2-lysophosphatidylcholine|alpha-acylglycerophosphocholine|1-acylglycerophosphocholine|a 1-acyl-<i>sn</i>-glycerol-3-phosphocholine|a 1-acyl-<i>sn</i>-glycero-3-phosphocholine|a 1-acylglycero-3-phosphocholine|2-lysolecithin	null	10000000	10000000		*C(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C
CPD-18719	D-fructofuranose 6-phosphate	C6H11O9P	258.121	10000000	BGWGXPAPYGQALX-VRPWFDPXSA-L	O=P([O-])([O-])OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O
2-Lysophosphatidylglycerols	a 2-lysophosphatidylglycerol|a 1-acyl-2-lyso-phosphatidylglycerol	null	10000000	10000000		*C(=O)OC[C@@H](O)COP(=O)([O-])OC[C@@H](O)CO
1-Acyl-2-Lysophosaphatidylserines	a 2-lysophosphatidylserine|L-2-lysophosphatidylserine|a 1-acyl-2-lysophosphatidyl-L-serine	null	10000000	10000000		*C(=O)OC[C@@H](O)COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-]
4beta-Methyl-3-Oxosteroids	a 4beta-methyl-3-oxosteroid	null	10000000	10000000		*C1CCC2C3CCC4[C@@H](C)C(=O)CCC4(C)C3CCC12C
ACYL-SN-GLYCEROL-3P	a 2-lysophosphatidate|a 1-acyl-<i>sn</i>-glycerol 3-phosphate|an acyl-<i>sn</i>-glycerol-3P|an acyl-<i>sn</i>-glycerol-3 phosphate	null	10000000	10000000		*C(=O)OC[C@@H](O)COP(=O)([O-])[O-]
1-Alkyl-sn-glycerol-3-phosphates	a 1-alkyl-<i>sn</i>-glycerol 3-phosphate|a 1-alkyl-sn-glycerol 3-phosphate|1-O-alkyl-sn-glycerol 3-phosphate	null	10000000	10000000		*COC[C@@H](O)COP(=O)([O-])[O-]
ALKYL-SN-GLYCERO-PHOSPHOETHANOLAMINE	a 1-alkyl-2-lyso-<i>sn</i>-glycero-3-phosphoethanolamine|a 1-alkyl-<i>sn</i>-glycero-3-phosphoethanolamine	null	10000000	10000000		*COC[C@@H](O)COP(=O)([O-])OCC[NH3+]
1-Alkyl-sn-glycero-3-phosphocholines	a 1-alkyl-2-lyso-<i>sn</i>-glycero-3-phosphocholine|1-radyl-2-lyso-<i>sn</i>-glycero-3-phosphocholine|1-organyl-2-lyso-<i>sn</i>-glycero-3-phosphocholine	null	10000000	10000000		*COC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C
3-Oxo-Delta-4-Steroids	a 3-oxo-delta4-steroid	null	10000000	10000000		*C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
Lysophosphatidylethanolamines-18-2	a lysophosphatidylethanolamine-18:2|lysoPE-18:2|lysoPE18:2	null	10000000	10000000		
Lysophosphatidylethanolamines-16-0	a lysophosphatidylethanolamine-16:0|lysoPE-16:0|lysoPE16:0	null	10000000	10000000		
Lysophosphatidylethanolamines-18-3	lysophosphatidylethanolamine-18:3|lysoPE-18:3|lysoPE18:3	null	10000000	10000000		
Lysophosphatidylethanolamines-16-1	lysophosphatidylethanolamine-16:1|lysoPE-16:1|lysoPE16:1	null	10000000	10000000		
3-Oxo-5-Alpha-Steroids	a 3-oxo-5alpha-steroid	null	10000000	10000000		*C1CCC2C3CC[C@H]4CC(=O)CCC4(C)C3CCC12C
UDP-NAcMur-Tetrapeptides	a UDP-<i>N</i>-acetylmuramoyl-tetrapeptide|a UDP-<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-X- D-D-alanine	null	10000000	10000000		*C([NH3+])CCC[C@H](NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1NC(C)=O)C(=O)[O-])C(=O)N[C@H](C)C(=O)[O-]
2-ACYL-GPE	a 1-lysophosphatidylethanolamine|2-acyl-GPE|<i>O</i>-(2-acyl-<i>sn</i>-glycero-3-phospho)-ethanolamine|a 2-acyl-1-lyso-<i>sn</i>-glycero-3-phosphoethanolamine|a 2-acyl-<i>sn</i>-glycero-3-phosphoethanolamine|a 2-acyl-1-lysophosphatidylethanolamine	null	10000000	10000000		*C(=O)O[C@H](CO)COP(=O)([O-])OCC[NH3+]
Lysophosphatidylethanolamines-18-1	lysophosphatidylethanolamine-18:1|lysoPE-18:1|lysoPE18:1	null	10000000	10000000		
