# cache=data/cache_win/compounds.sqlite params=data/cc_params_win.npz p_h=7.0 ionic_strength=0.25M p_mg=3.0 T=298.15K
reaction_id	name	status	dg_prime_kJ_per_mol	uncertainty_kJ_per_mol	dg_prime_kcal_per_mol	uncertainty_kcal_per_mol	formula
rxn00141	S-Adenosyl-L-homocysteine hydrolase	ok	34.740	3.126	8.303	0.747	seed:cpd00001 + seed:cpd00019 = seed:cpd00135 + seed:cpd00182
rxn00142	S-Adenosyl-L-homocysteine aminohydrolase	ok	-24.264	3.033	-5.799	0.725	seed:cpd00001 + seed:cpd00019 + seed:cpd00067 = seed:cpd00013 + seed:cpd02171
rxn00143	S-Adenosyl-L-homocysteine homocysteinylribohydrolase	ok	-6.761	3.024	-1.616	0.723	seed:cpd00001 + seed:cpd00019 = seed:cpd00128 + seed:cpd02227
rxn00144	2,3-diaminopropanoate ammonia-lyase (adding water; pyruvate-forming)	ok	6.106	4.342	1.459	1.038	seed:cpd00001 + seed:cpd00067 + seed:cpd03828 = 2 seed:cpd00013 + seed:cpd00020
rxn00145	(S)-Lactate:ferricytochrome-c 2-oxidoreductase	compound not in cache: seed:cpd00109					2 seed:cpd00109 + seed:cpd00159 = seed:cpd00020 + 2 seed:cpd00067 + 2 seed:cpd00110
rxn00146	(R)-Lactate:ferricytochrome-c 2-oxidoreductase	compound not in cache: seed:cpd00109					2 seed:cpd00109 + seed:cpd00221 = seed:cpd00020 + 2 seed:cpd00067 + 2 seed:cpd00110
rxn00147	ATP:pyruvate,water phosphotransferase	ok	2.682	0.531	0.641	0.127	seed:cpd00001 + seed:cpd00002 + seed:cpd00020 = seed:cpd00009 + seed:cpd00018 + seed:cpd00061 + 3 seed:cpd00067
rxn00148	ATP:pyruvate 2-O-phosphotransferase	ok	27.917	0.455	6.672	0.109	seed:cpd00002 + seed:cpd00020 = seed:cpd00008 + seed:cpd00061 + seed:cpd00067
rxn00149	pyruvaldehyde:NAD+ oxidoreductase	ok	-33.056	2.254	-7.901	0.539	seed:cpd00001 + seed:cpd00003 + seed:cpd00428 = seed:cpd00004 + seed:cpd00020 + 2 seed:cpd00067
rxn00150	2-Oxopropanal:NADP+ oxidoreductase	ok	-33.082	2.277	-7.907	0.544	seed:cpd00001 + seed:cpd00006 + seed:cpd00428 = seed:cpd00005 + seed:cpd00020 + 2 seed:cpd00067
rxn00151	ATP:pyruvate,phosphate phosphotransferase	ok	19.352	0.523	4.625	0.125	seed:cpd00002 + seed:cpd00009 + seed:cpd00020 = seed:cpd00012 + seed:cpd00018 + seed:cpd00061 + 2 seed:cpd00067
rxn00152	Pyruvate:oxygen 2-oxidoreductase (phosphorylating)	ok	-159.165	5.609	-38.041	1.340	seed:cpd00007 + seed:cpd00009 + seed:cpd00020 + seed:cpd00067 = seed:cpd00011 + seed:cpd00025 + seed:cpd00196
rxn00153	Phosphoenolpyruvate phosphohydrolase	ok	-53.403	0.587	-12.764	0.140	seed:cpd00001 + seed:cpd00061 = seed:cpd00009 + seed:cpd00020
rxn00154	pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating)	ok	-37.829	3.502	-9.041	0.837	seed:cpd00003 + seed:cpd00010 + seed:cpd00020 = seed:cpd00004 + seed:cpd00011 + seed:cpd00022
rxn00155	pyruvate:NADP+ 2-oxidoreductase (CoA-acetylating)	ok	-37.855	3.509	-9.048	0.839	seed:cpd00006 + seed:cpd00010 + seed:cpd00020 = seed:cpd00005 + seed:cpd00011 + seed:cpd00022
rxn00156	pyruvate:oxygen 2-oxidoreductase (CoA-acetylating)	ok	-168.710	5.593	-40.323	1.337	seed:cpd00007 + seed:cpd00010 + seed:cpd00020 + seed:cpd00067 = seed:cpd00011 + seed:cpd00022 + seed:cpd00025
rxn00157	Acetyl-CoA:formate C-acetyltransferase	ok	18.194	1.599	4.349	0.382	seed:cpd00022 + seed:cpd00047 = seed:cpd00010 + seed:cpd00020
rxn00158	O-carbamoyl-L-serine ammonia-lyase (decarboxylating; pyruvate-forming)	ok	-380.333	100005.350	-90.902	23901.852	seed:cpd00001 + seed:cpd00067 + seed:cpd01933 = seed:cpd00011 + 2 seed:cpd00013 + seed:cpd00020
rxn00159	(S)-malate:NAD+ oxidoreductase (decarboxylating)	ok	3.861	3.451	0.923	0.825	seed:cpd00003 + seed:cpd00130 = seed:cpd00004 + seed:cpd00011 + seed:cpd00020
rxn00160	(R)-Malate:NAD+ oxidoreductase (decarboxylating)	ok	12.103	5.697	2.893	1.362	seed:cpd00003 + seed:cpd00386 = seed:cpd00004 + seed:cpd00011 + seed:cpd00020
rxn00161	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)	ok	3.836	3.468	0.917	0.829	seed:cpd00006 + seed:cpd00130 = seed:cpd00005 + seed:cpd00011 + seed:cpd00020
rxn00162	oxaloacetate carboxy-lyase (pyruvate-forming)	ok	-13.297	3.450	-3.178	0.825	seed:cpd00032 + seed:cpd00067 = seed:cpd00011 + seed:cpd00020
rxn00163	acetylenedicarboxylate carboxy-lyase (pyruvate-forming)	ok	115.234	100003.882	27.541	23901.501	seed:cpd00001 + seed:cpd00067 + seed:cpd02080 = seed:cpd00011 + seed:cpd00020
rxn00164	2-Hydroxyethylenedicarboxylate carboxy-lyase (pyruvate-forming)	ok	13.297	3.450	3.178	0.825	seed:cpd00011 + seed:cpd00020 = seed:cpd00067 + seed:cpd02469
rxn00165	L-serine ammonia-lyase	ok	-27.963	1.005	-6.683	0.240	seed:cpd00054 = seed:cpd00013 + seed:cpd00020
rxn00166	D-serine ammonia-lyase	ok	-24.597	3.138	-5.879	0.750	seed:cpd00550 = seed:cpd00013 + seed:cpd00020
rxn00168	pyruvate carboxy-lyase (acetaldehyde-forming)	ok	-21.275	3.595	-5.085	0.859	seed:cpd00020 + seed:cpd00067 = seed:cpd00011 + seed:cpd00071
rxn00170	Acetyl-CoA hydrolase	ok	-29.003	0.559	-6.932	0.134	seed:cpd00001 + seed:cpd00022 = seed:cpd00010 + seed:cpd00029 + seed:cpd00067
rxn00171	acetaldehyde:NAD+ oxidoreductase (CoA-acetylating)	ok	-16.555	1.315	-3.957	0.314	seed:cpd00003 + seed:cpd00010 + seed:cpd00071 = seed:cpd00004 + seed:cpd00022 + seed:cpd00067
rxn00172	Acetate:CoA ligase (ADP-forming)	ok	3.516	0.406	0.840	0.097	seed:cpd00002 + seed:cpd00010 + seed:cpd00029 = seed:cpd00008 + seed:cpd00009 + seed:cpd00022
rxn00173	acetyl-CoA:phosphate acetyltransferase	ok	9.545	0.647	2.281	0.155	seed:cpd00009 + seed:cpd00022 = seed:cpd00010 + seed:cpd00196
rxn00174	malonyl-CoA carboxy-lyase (acetyl-CoA-forming)	ok	-17.966	3.482	-4.294	0.832	seed:cpd00067 + seed:cpd00070 = seed:cpd00011 + seed:cpd00022
rxn00175	Acetate:CoA ligase (AMP-forming)	ok	-5.048	0.433	-1.207	0.103	seed:cpd00002 + seed:cpd00010 + seed:cpd00029 = seed:cpd00012 + seed:cpd00018 + seed:cpd00022 + seed:cpd00067
rxn00176	acetyl adenylate:CoA acetyltransferase	ok	-1171.735	100003.338	-280.051	23901.371	seed:cpd00010 + seed:cpd03566 = seed:cpd00018 + seed:cpd00022 + seed:cpd00067
rxn00177	(3S)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming)	ok	14.455	1.673	3.455	0.400	seed:cpd00743 = seed:cpd00020 + seed:cpd00022
rxn00178	Acetyl-CoA:acetyl-CoA C-acetyltransferase	ok	24.511	0.919	5.858	0.220	2 seed:cpd00022 = seed:cpd00010 + seed:cpd00279
rxn00179	ATP:L-glutamate 5-phosphotransferase	ok	30.872	2.515	7.379	0.601	seed:cpd00002 + seed:cpd00023 = seed:cpd00008 + seed:cpd02097
rxn00180	Glutamate 5-kinase	ok	27.962	2.515	6.683	0.601	seed:cpd00002 + seed:cpd00023 = seed:cpd00008 + seed:cpd02339
rxn00181	ATP:L-glutamate 1-phosphotransferase	ok	27.962	2.515	6.683	0.601	seed:cpd00002 + seed:cpd00023 = seed:cpd00008 + seed:cpd03413
rxn00182	L-glutamate:NAD+ oxidoreductase (deaminating)	ok	36.587	0.296	8.745	0.071	seed:cpd00001 + seed:cpd00003 + seed:cpd00023 = seed:cpd00004 + seed:cpd00013 + seed:cpd00024 + seed:cpd00067
rxn00183	L-Glutamate 5-semialdehyde:NAD+ oxidoreductase	ok	-48.179	2.222	-11.515	0.531	seed:cpd00001 + seed:cpd00003 + seed:cpd00858 = seed:cpd00004 + seed:cpd00023 + 2 seed:cpd00067
rxn00184	L-Glutamate:NADP+ oxidoreductase (deaminating)	ok	36.561	0.400	8.738	0.095	seed:cpd00001 + seed:cpd00006 + seed:cpd00023 = seed:cpd00005 + seed:cpd00013 + seed:cpd00024 + seed:cpd00067
rxn00185	L-Glutamate:oxygen oxidoreductase (deaminating)	ok	-94.293	4.472	-22.537	1.069	seed:cpd00001 + seed:cpd00007 + seed:cpd00023 = seed:cpd00013 + seed:cpd00024 + seed:cpd00025
rxn00186	5-oxo-L-proline amidohydrolase (ATP-hydrolysing)	ok	-21.126	3.112	-5.049	0.744	2 seed:cpd00001 + seed:cpd00002 + seed:cpd01293 = seed:cpd00008 + seed:cpd00009 + seed:cpd00023 + seed:cpd00067
rxn00187	L-Glutamate:ammonia ligase (ADP-forming)	ok	-12.536	0.882	-2.996	0.211	seed:cpd00002 + seed:cpd00013 + seed:cpd00023 = seed:cpd00008 + seed:cpd00009 + seed:cpd00053 + seed:cpd00067
rxn00188	N-carbamyl-L-glutamate amidohydrolase	ok	46.497	5.382	11.113	1.286	seed:cpd00011 + seed:cpd00013 + seed:cpd00023 = seed:cpd00001 + 2 seed:cpd00067 + seed:cpd03460
rxn00189	L-Glutamine amidohydrolase	ok	-12.950	0.918	-3.095	0.220	seed:cpd00001 + seed:cpd00053 = seed:cpd00013 + seed:cpd00023
rxn00190	Deamido-NAD+:L-glutamine amido-ligase (AMP-forming)	ok	-28.018	3.241	-6.696	0.775	seed:cpd00001 + seed:cpd00002 + seed:cpd00053 + seed:cpd00638 = seed:cpd00003 + seed:cpd00012 + seed:cpd00018 + seed:cpd00023 + 2 seed:cpd00067
rxn00191	L-Alanine:2-oxoglutarate aminotransferase	ok	0.137	0.566	0.033	0.135	seed:cpd00024 + seed:cpd00035 = seed:cpd00020 + seed:cpd00023
rxn00192	acetyl-CoA:L-glutamate N-acetyltransferase	ok	-22.422	3.463	-5.359	0.828	seed:cpd00022 + seed:cpd00023 = seed:cpd00010 + seed:cpd00067 + seed:cpd00477
rxn00193	glutamate racemase	ok	0.580	2.290	0.139	0.547	seed:cpd00023 = seed:cpd00186
rxn00194	L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming)	ok	-26.752	3.790	-6.394	0.906	seed:cpd00023 + seed:cpd00067 = seed:cpd00011 + seed:cpd00281
rxn00195	L-threo-3-Methylaspartate carboxy-aminomethylmutase	ok	-10.092	2.519	-2.412	0.602	seed:cpd02273 = seed:cpd00023
rxn00196	2,5-dioxopentanoate:NADP+ 5-oxidoreductase	ok	-39.039	2.203	-9.330	0.526	seed:cpd00001 + seed:cpd00006 + seed:cpd00340 = seed:cpd00005 + seed:cpd00024 + 2 seed:cpd00067
rxn00197	2-oxoglutarate:NADP+ 2-oxidoreductase (CoA-succinylating)	ok	-33.740	4.202	-8.064	1.004	seed:cpd00006 + seed:cpd00010 + seed:cpd00024 = seed:cpd00005 + seed:cpd00011 + seed:cpd00078
rxn00198	Isocitrate:NADP+ oxidoreductase (decarboxylating)	ok	0.990	3.507	0.237	0.838	seed:cpd00006 + seed:cpd00260 = seed:cpd00005 + seed:cpd00011 + seed:cpd00024
rxn00199	oxalosuccinate carboxy-lyase (2-oxoglutarate-forming)	ok	-17.165	4.255	-4.102	1.017	seed:cpd00067 + seed:cpd03187 = seed:cpd00011 + seed:cpd00024
rxn00200	2-oxoglutaramate amidohydrolase	ok	-1.544	2.560	-0.369	0.612	seed:cpd00001 + seed:cpd00695 = seed:cpd00013 + seed:cpd00024
rxn00201	R00270	ok	43.151	3.444	10.313	0.823	seed:cpd00013 + seed:cpd00024 = seed:cpd00001 + seed:cpd03303
rxn00202	acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)	ok	36.181	2.938	8.647	0.702	seed:cpd00010 + seed:cpd00067 + seed:cpd00919 = seed:cpd00001 + seed:cpd00022 + seed:cpd00024
rxn00203	2-Oxoglutarate carboxy-lyase	ok	-20.188	3.681	-4.825	0.880	seed:cpd00024 + seed:cpd00067 = seed:cpd00011 + seed:cpd00199
rxn00204	oxalate:oxygen oxidoreductase	ok	-174.564	8.440	-41.722	2.017	seed:cpd00007 + 2 seed:cpd00067 + seed:cpd00180 = 2 seed:cpd00011 + seed:cpd00025
rxn00205	glutathione:hydrogen-peroxide oxidoreductase	ok	-314.995	3.680	-75.286	0.880	seed:cpd00025 + 2 seed:cpd00042 + 2 seed:cpd00067 = 2 seed:cpd00001 + seed:cpd00111
rxn00206	superoxide:superoxide oxidoreductase	compound not in cache: seed:cpd00532					2 seed:cpd00532 = seed:cpd00007 + seed:cpd00025
rxn00207	Carbon-monoxide:oxygen oxidoreductase	compound not in cache: seed:cpd00204					seed:cpd00011 + seed:cpd00025 + seed:cpd00067 = seed:cpd00001 + seed:cpd00007 + seed:cpd00204
rxn00208	Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)	ok	-98.685	4.850	-23.586	1.159	seed:cpd00001 + seed:cpd00007 + seed:cpd00493 = seed:cpd00013 + seed:cpd00016 + seed:cpd00025
rxn00209	Pyridoxine 5-phosphate:oxygen oxidoreductase	ok	-109.752	4.521	-26.231	1.080	seed:cpd00007 + seed:cpd00478 = seed:cpd00016 + seed:cpd00025
rxn00210	D-Glutamate:oxygen oxidoreductase (deaminating)	ok	-94.874	5.021	-22.675	1.200	seed:cpd00001 + seed:cpd00007 + seed:cpd00186 = seed:cpd00013 + seed:cpd00024 + seed:cpd00025
rxn00211	UDP-glucose:NAD+ 6-oxidoreductase	ok	-21.046	2.346	-5.030	0.561	seed:cpd00001 + 2 seed:cpd00003 + seed:cpd00026 = 2 seed:cpd00004 + 3 seed:cpd00067 + seed:cpd00144
rxn00212	UDP-glucose glucophosphohydrolase	ok	-33.465	4.038	-7.998	0.965	seed:cpd00001 + seed:cpd00026 = 2 seed:cpd00067 + seed:cpd00089 + seed:cpd00091
rxn00213	UTP:alpha-D-glucose-1-phosphate uridylyltransferase	ok	-1.449	0.587	-0.346	0.140	seed:cpd00062 + seed:cpd00089 = seed:cpd00012 + seed:cpd00026
rxn00214	UDP-glucose 4-epimerase	ok	5.285	0.890	1.263	0.213	seed:cpd00026 = seed:cpd00043
rxn00215	UDP-glucose 4,6-hydro-lyase (UDP-4-dehydro-6-deoxy-D-glucose-forming)	ok	-55.776	2.614	-13.331	0.625	seed:cpd00026 = seed:cpd00001 + seed:cpd02528
rxn00216	ATP:D-glucose 6-phosphotransferase	ok	-16.955	0.467	-4.052	0.112	seed:cpd00002 + seed:cpd00027 = seed:cpd00008 + seed:cpd00067 + seed:cpd00079
rxn00217	D-Glucose:NAD+ 1-oxidoreductase	ok	-4.906	1.210	-1.173	0.289	seed:cpd00003 + seed:cpd00027 = seed:cpd00004 + seed:cpd00067 + seed:cpd00170
rxn00218	D-Glucose:NADP+ 1-oxidoreductase	ok	-6.879	2.328	-1.644	0.557	seed:cpd00006 + seed:cpd00027 = seed:cpd00005 + seed:cpd00067 + seed:cpd01992
rxn00219	D-glucose:oxygen 2-oxidoreductase	ok	-128.850	4.868	-30.796	1.164	seed:cpd00007 + seed:cpd00027 = seed:cpd00025 + seed:cpd01792
rxn00220	D-Glucose-6-phosphate phosphohydrolase	ok	-8.531	0.502	-2.039	0.120	seed:cpd00001 + seed:cpd00079 = seed:cpd00009 + seed:cpd00027
rxn00221	D-Glucose-1-phosphate phosphohydrolase	ok	-16.079	0.921	-3.843	0.220	seed:cpd00001 + seed:cpd00089 = seed:cpd00009 + seed:cpd00027
rxn00222	cellobiose glucohydrolase	ok	-11.934	2.026	-2.852	0.484	seed:cpd00001 + seed:cpd00158 = 2 seed:cpd00027
rxn00223	D-glucose aldose-ketose-isomerase	ok	-0.177	0.319	-0.042	0.076	seed:cpd00027 = seed:cpd00082
rxn00224	protoheme ferro-lyase (protoporphyrin-forming)	compound not in cache: seed:cpd01476					seed:cpd01476 + seed:cpd10515 = seed:cpd00028 + 2 seed:cpd00067
rxn00225	ATP:acetate phosphotransferase	ok	13.062	0.586	3.122	0.140	seed:cpd00002 + seed:cpd00029 = seed:cpd00008 + seed:cpd00196
rxn00226	ATP:acetate adenylyltransferase	ok	1166.687	100003.344	278.845	23901.373	seed:cpd00002 + seed:cpd00029 = seed:cpd00012 + seed:cpd03566
rxn00227	Acetyl phosphate phosphohydrolase	ok	-38.548	0.679	-9.213	0.162	seed:cpd00001 + seed:cpd00196 = seed:cpd00009 + seed:cpd00029 + seed:cpd00067
rxn00228	Phosphonoacetate phosphonohydrolase	ok	-77.984	7.264	-18.639	1.736	seed:cpd00001 + seed:cpd03385 = seed:cpd00009 + seed:cpd00029 + seed:cpd00067
rxn00229	(S)-lactate:oxygen 2-oxidoreductase (decarboxylating)	ok	-489.994	4.755	-117.111	1.136	seed:cpd00007 + seed:cpd00159 = seed:cpd00001 + seed:cpd00011 + seed:cpd00029
rxn00230	diphosphate:acetate phosphotransferase	ok	21.878	0.690	5.229	0.165	seed:cpd00012 + seed:cpd00029 = seed:cpd00009 + seed:cpd00196
rxn00231	Acetamide amidohydrolase	ok	-20.260	2.476	-4.842	0.592	seed:cpd00001 + seed:cpd03734 = seed:cpd00013 + seed:cpd00029
rxn00232	5'-acetylphosphoadenosine acetylhydrolase	ok	-1200.738	100003.386	-286.983	23901.383	seed:cpd00001 + seed:cpd03566 = seed:cpd00018 + seed:cpd00029 + 2 seed:cpd00067
rxn00233	2,4-dioxopentanoate acetylhydrolase	ok	-66.712	2.587	-15.945	0.618	seed:cpd00001 + seed:cpd01443 = seed:cpd00020 + seed:cpd00029 + seed:cpd00067
rxn00234	(2S)-2-hydroxy-2-methylbutanedioate pyruvate-lyase (acetate-forming)	ok	2.868	1.238	0.686	0.296	seed:cpd01701 = seed:cpd00020 + seed:cpd00029
rxn00235	6-Acetyl-D-glucose acetylhydrolase	ok	-26.689	2.721	-6.379	0.650	seed:cpd00001 + seed:cpd01726 = seed:cpd00027 + seed:cpd00029 + seed:cpd00067
rxn00236	GDP phosphohydrolase	ok	-25.110	1.318	-6.001	0.315	seed:cpd00001 + seed:cpd00031 = seed:cpd00009 + 2 seed:cpd00067 + seed:cpd00126
rxn00237	ATP:GDP phosphotransferase	ok	-1.713	1.422	-0.409	0.340	seed:cpd00002 + seed:cpd00031 = seed:cpd00008 + seed:cpd00038
rxn00238	ATP:nucleoside-diphosphate phosphotransferase	compound not in cache: seed:cpd00354					seed:cpd00002 + seed:cpd00354 = seed:cpd00008 + seed:cpd00173
rxn00239	ATP:GMP phosphotransferase	ok	-0.376	1.276	-0.090	0.305	seed:cpd00002 + seed:cpd00067 + seed:cpd00126 = seed:cpd00008 + seed:cpd00031
rxn00240	nucleoside-triphosphate:AMP phosphotransferase	compound not in cache: seed:cpd00173					seed:cpd00018 + seed:cpd00067 + seed:cpd00173 = seed:cpd00008 + seed:cpd00354
rxn00241	GTP phosphohydrolase	ok	-23.774	1.445	-5.682	0.345	seed:cpd00001 + seed:cpd00038 = seed:cpd00009 + seed:cpd00031 + seed:cpd00067
rxn00242	guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase	ok	-28.423	6.466	-6.793	1.546	seed:cpd00001 + seed:cpd00905 = seed:cpd00012 + seed:cpd00031
rxn00243	GDP-glucose glucohydrolase	ok	-22.746	3.578	-5.436	0.855	seed:cpd00001 + seed:cpd00315 = seed:cpd00027 + seed:cpd00031
rxn00244	Oxaloacetate acetylhydrolase	ok	-36.446	3.606	-8.711	0.862	seed:cpd00001 + seed:cpd00032 = seed:cpd00029 + seed:cpd00067 + seed:cpd00180
rxn00245	(R,R)-tartrate hydro-lyase (oxaloacetate-forming)	ok	-39.458	2.048	-9.431	0.490	seed:cpd00666 = seed:cpd00001 + seed:cpd00032
rxn00247	ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)	ok	14.620	3.466	3.494	0.829	seed:cpd00002 + seed:cpd00032 = seed:cpd00008 + seed:cpd00011 + seed:cpd00061
rxn00248	(S)-malate:NAD+ oxidoreductase	ok	17.158	0.325	4.101	0.078	seed:cpd00003 + seed:cpd00130 = seed:cpd00004 + seed:cpd00032 + seed:cpd00067
rxn00249	(S)-malate:NADP+ oxidoreductase	ok	17.132	0.470	4.095	0.112	seed:cpd00006 + seed:cpd00130 = seed:cpd00005 + seed:cpd00032 + seed:cpd00067
rxn00250	Pyruvate:carbon-dioxide ligase (ADP-forming)	ok	-12.535	0.780	-2.996	0.186	seed:cpd00002 + seed:cpd00020 + seed:cpd00242 = seed:cpd00008 + seed:cpd00009 + seed:cpd00032 + seed:cpd00067
rxn00251	phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming)	ok	40.106	3.476	9.586	0.831	seed:cpd00009 + seed:cpd00032 + seed:cpd00067 = seed:cpd00001 + seed:cpd00011 + seed:cpd00061
rxn00252	diphosphate:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)	ok	23.436	3.478	5.601	0.831	seed:cpd00012 + seed:cpd00032 = seed:cpd00009 + seed:cpd00011 + seed:cpd00061
rxn00253	erythro-3-hydroxy-Ls-aspartate ammonia-lyase (oxaloacetate-forming)	ok	-31.921	2.277	-7.629	0.544	seed:cpd02458 = seed:cpd00013 + seed:cpd00032
rxn00254	2-oxosuccinamate amidohydrolase	ok	-15.010	2.668	-3.587	0.638	seed:cpd00001 + seed:cpd01577 = seed:cpd00013 + seed:cpd00032
rxn00255	4-carboxy-4-hydroxy-2-oxoadipate oxaloacetate-lyase (pyruvate-forming)	ok	16.563	2.890	3.959	0.691	seed:cpd02544 = seed:cpd00020 + seed:cpd00032
rxn00256	acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing)	ok	32.715	0.469	7.819	0.112	seed:cpd00010 + seed:cpd00067 + seed:cpd00137 = seed:cpd00001 + seed:cpd00022 + seed:cpd00032
rxn00257	acetyl-CoA:oxaloacetate C-acetyltransferase [(pro-S)-carboxymethyl-forming, ADP-phosphorylating]	ok	7.228	0.462	1.728	0.110	seed:cpd00002 + seed:cpd00010 + seed:cpd00137 = seed:cpd00008 + seed:cpd00009 + seed:cpd00022 + seed:cpd00032
rxn00258	Malonyl-CoA:pyruvate carboxytransferase	ok	-4.669	1.554	-1.116	0.371	seed:cpd00020 + seed:cpd00070 = seed:cpd00022 + seed:cpd00032
rxn00259	(3S)-citryl-CoA oxaloacetate-lyase (acetyl-CoA-forming)	ok	15.277	2.048	3.651	0.489	seed:cpd00442 = seed:cpd00022 + seed:cpd00032
rxn00260	L-Aspartate:2-oxoglutarate aminotransferase	ok	-10.454	0.580	-2.499	0.139	seed:cpd00024 + seed:cpd00041 = seed:cpd00023 + seed:cpd00032
rxn00261	rxn00261	ok	892.678	100008.204	213.355	23902.534	seed:cpd00013 + seed:cpd00024 + seed:cpd00032 = 2 seed:cpd00007 + 4 seed:cpd00067 + seed:cpd03366
rxn00262	L-Aspartic acid:oxygen oxidoreductase (deaminating)	ok	-104.748	4.499	-25.035	1.075	seed:cpd00001 + seed:cpd00007 + seed:cpd00041 = seed:cpd00013 + seed:cpd00025 + seed:cpd00032
rxn00263	D-Aspartate:oxygen oxidoreductase (deaminating)	ok	-105.576	4.903	-25.233	1.172	seed:cpd00001 + seed:cpd00007 + seed:cpd00320 = seed:cpd00013 + seed:cpd00025 + seed:cpd00032
rxn00264	(S)-Malate:oxygen oxidoreductase	ok	-113.723	4.475	-27.180	1.070	seed:cpd00007 + seed:cpd00130 = seed:cpd00025 + seed:cpd00032
rxn00265	citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate)	ok	3.712	0.509	0.887	0.122	seed:cpd00137 = seed:cpd00029 + seed:cpd00032
rxn00266	Oxaloacetate keto-enol-isomerase	ok	0.000	0.000	0.000	0.000	seed:cpd00032 = seed:cpd02469
rxn00267	Glycine:ferricytochrome-c oxidoreductase (deaminating)	compound not in cache: seed:cpd00109					seed:cpd00001 + seed:cpd00033 + 2 seed:cpd00109 = seed:cpd00013 + seed:cpd00040 + 2 seed:cpd00067 + 2 seed:cpd00110
rxn00268	glycine:NAD+ oxidoreductase (deaminating)	ok	44.427	1.717	10.618	0.410	seed:cpd00001 + seed:cpd00003 + seed:cpd00033 = seed:cpd00004 + seed:cpd00013 + seed:cpd00040 + seed:cpd00067
rxn00269	glycine:oxygen oxidoreductase (deaminating)	ok	-86.453	4.757	-20.663	1.137	seed:cpd00001 + seed:cpd00007 + seed:cpd00033 = seed:cpd00013 + seed:cpd00025 + seed:cpd00040
rxn00270	S-Adenosyl-L-methionine:glycine N-methyltransferase	ok	53.000	100006.181	12.667	23902.051	seed:cpd00017 + seed:cpd00033 = seed:cpd00019 + seed:cpd00067 + seed:cpd00183
rxn00271	N-(carboxymethyl)-D-alanine:NAD+ oxidoreductase (glycine-forming)	ok	30.170	4.742	7.211	1.133	seed:cpd00001 + seed:cpd00003 + seed:cpd02373 = seed:cpd00004 + seed:cpd00020 + seed:cpd00033 + seed:cpd00067
rxn00272	L-Alanine:glyoxylate aminotransferase	ok	-7.703	1.757	-1.841	0.420	seed:cpd00035 + seed:cpd00040 = seed:cpd00020 + seed:cpd00033
rxn00273	Acetyl-CoA:glycine C-acetyltransferase	ok	35.408	2.307	8.463	0.551	seed:cpd00022 + seed:cpd00033 = seed:cpd00010 + seed:cpd02053
rxn00274	Acetyl-CoA:glycine C-acetyltransferase	ok	35.408	2.307	8.463	0.551	seed:cpd00022 + seed:cpd00033 = seed:cpd00010 + seed:cpd02211
rxn00275	Glycine:2-oxoglutarate aminotransferase	ok	7.840	1.717	1.874	0.410	seed:cpd00024 + seed:cpd00033 = seed:cpd00023 + seed:cpd00040
rxn00276	Glycine:oxaloacetate aminotransferase	ok	18.295	1.743	4.372	0.417	seed:cpd00032 + seed:cpd00033 = seed:cpd00040 + seed:cpd00041
rxn00277	rxn00277	compound not in cache: seed:cpd00150					seed:cpd00033 = seed:cpd00150
rxn00278	L-Alanine:NAD+ oxidoreductase (deaminating)	ok	36.724	0.568	8.777	0.136	seed:cpd00001 + seed:cpd00003 + seed:cpd00035 = seed:cpd00004 + seed:cpd00013 + seed:cpd00020 + seed:cpd00067
rxn00279	L-aspartate 4-carboxy-lyase (L-alanine-forming)	ok	-23.888	3.517	-5.709	0.841	seed:cpd00041 + seed:cpd00067 = seed:cpd00011 + seed:cpd00035
rxn00280	2,2'-iminodipropanoate:NAD+ oxidoreductase (L-alanine-forming)	ok	34.128	3.126	8.157	0.747	seed:cpd00001 + seed:cpd00003 + seed:cpd02051 = seed:cpd00004 + seed:cpd00020 + seed:cpd00035 + seed:cpd00067
rxn00281	rxn00281	ok	34.306	3.780	8.199	0.903	seed:cpd00022 + seed:cpd00035 = seed:cpd00010 + seed:cpd02121
rxn00282	L-alanine:oxaloacetate aminotransferase	ok	10.592	0.777	2.531	0.186	seed:cpd00032 + seed:cpd00035 = seed:cpd00020 + seed:cpd00041
rxn00283	alanine racemase	ok	-0.043	1.073	-0.010	0.256	seed:cpd00035 = seed:cpd00117
rxn00284	succinate:NAD+ oxidoreductase	ok	63.894	2.256	15.271	0.539	seed:cpd00003 + seed:cpd00036 = seed:cpd00004 + seed:cpd00067 + seed:cpd00106
