# cache=data/modelseed_cache_msd/compounds.sqlite params=data/cc_params_msd.npz p_h=7.0 ionic_strength=0.25M p_mg=3.0 T=298.15K
compound_id	name	formula	status	dgf_prime_kJ_per_mol	uncertainty_kJ_per_mol	dgf_prime_kcal_per_mol	uncertainty_kcal_per_mol
cpd25745	OxIAA-Val	C15H17N2O4	ok	218.413	6.616	52.202	1.581
cpd25746	dimeric urushiol peroxide	C42H58O5	ok	2377.622	16.041	568.265	3.834
cpd25747	OxIAA-Asp-N-Glc	C20H22N2O11	ok	-576.800	7.409	-137.859	1.771
cpd25748	OxIAA-Asp-N-Glc-Glc	C26H32N2O16	ok	-834.222	7.747	-199.384	1.852
cpd25749	chlorobiumquinone	C47H64O3	ok	3094.152	20.572	739.520	4.917
cpd25750	caldariellaquinone	C39H66O2S2	ok	2692.166	100015.836	643.443	23904.359
cpd25751	rhodoquinone-10	C58H89NO3	ok	4344.657	27.016	1038.398	6.457
cpd25752	1,4,7-trihydroxy-6,8-dimethoxy-2methylanthraquinone	C17H14O7	ok	-496.643	19.758	-118.701	4.722
cpd25753	1-hydroxy-6,7-dimethoxy-2-methylanthraquinone	C17H14O6	ok	-288.430	18.252	-68.936	4.362
cpd25754	2,8-dihydroxy-1,3-dimethoxyanthraquinone	C16H12O6	ok	-370.107	17.821	-88.458	4.259
cpd25755	1,7-dihydroxy-6-methoxy-2-methylanthraquinone	C16H12O5	ok	-187.543	17.309	-44.824	4.137
cpd25756	2,5,8-trihydroxy-1,3-dimethoxyanthraquinone	C16H12O7	ok	-576.497	19.339	-137.786	4.622
cpd25757	3-methyl-1-benzazine	C10H9N	ok	604.081	4.464	144.379	1.067
cpd25758	1,3,5,8-tetrahydroxy-2-methoxyanthraquinone	C15H10O7	ok	-680.152	20.166	-162.560	4.820
cpd25759	1,4-dihydroxy-7,8-dimethoxy-2-methyl-5,6-methylenedioxyanthraquinone	C18H14O8	ok	-689.515	21.578	-164.798	5.157
cpd25760	5-hydroxy-1,2,3,4-tetramethoxyanthraquinone	C18H16O7	ok	-365.178	19.669	-87.280	4.701
cpd25761	1,5,7-trihydroxy-6-methoxy-2-methylanthraquinone	C16H12O6	ok	-393.817	18.854	-94.125	4.506
cpd25762	1,3,8-trihydroxy-2-methoxyanthraquinone	C15H10O6	ok	-473.820	18.487	-113.246	4.419
cpd25763	1,6,7-trihydroxy-2-methylanthraquinone	C15H10O5	ok	-293.909	18.427	-70.246	4.404
cpd25764	1,6,7,8-tetrahydroxy-2-methylanthraquinone	C15H9O6	ok	-558.594	23.833	-133.507	5.696
cpd25765	1,6,8-trihydroxy-7-methoxy-2-methylanthraquinone	C16H12O6	ok	-393.859	18.854	-94.135	4.506
cpd25766	1,7,8-trihydroxy-6-methoxy-2-methylanthraquinone	C16H12O6	ok	-393.774	18.854	-94.114	4.506
cpd25767	1,7-dihydroxy-6,8-dimethoxy-2-methylanthraquinone	C17H14O6	ok	-290.118	18.252	-69.340	4.362
cpd25768	1,5,7-trihydroxy-6,8-dimethoxyanthraquinone	C16H12O7	ok	-576.178	19.339	-137.710	4.622
cpd25769	1,7-dihydroxy-5,6,8-trimethoxyanthraquinone	C17H14O7	ok	-471.483	19.168	-112.687	4.581
cpd25770	1,4-dihydroxy-6,7,8-trimethoxy-2-methylanthraquinone	C18H16O7	ok	-390.055	19.638	-93.225	4.694
cpd25771	1,4,5-trihydroxy-6,7,8-trimethoxy-2-methylanthraquinone	C18H16O8	ok	-596.545	21.078	-142.578	5.038
cpd25772	methylphoracetophenone	C9H10O4	ok	-205.511	6.704	-49.118	1.602
cpd25773	2-acetyl-4-(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)-3,5-dihydroxy-4-methylcyclohexa-2,5-dien-1-one	C18H16O8	ok	-325.463	100014.489	-77.787	23904.037
cpd25774	3-(-O-beta-glucosyl)-dioxindole-3-acetate	C16H18NO9	ok	-449.645	6.568	-107.468	1.570
cpd25775	all-trans-undecaprenyl diphosphate	C55H90O7P2	ok	2958.769	26.672	707.163	6.375
cpd25776	all-trans-dodecaprenyl diphosphate	C60H98O7P2	ok	3397.665	29.107	812.062	6.957
cpd25777	2-epi-5-epi-valiolone	C7H12O6	ok	-483.782	6.549	-115.627	1.565
cpd25778	5-epi-valiolone	C7H12O6	ok	-483.782	6.549	-115.627	1.565
cpd25779	valienone	C7H10O5	ok	-373.492	6.436	-89.267	1.538
cpd25780	validone	C7H12O5	ok	-313.084	6.174	-74.829	1.476
cpd25781	valienone-7-phosphate	C7H9O8P	ok	-1260.455	6.535	-301.256	1.562
cpd25782	validone-7-phosphate	C7H11O8P	ok	-1200.032	6.262	-286.814	1.497
cpd25783	validoxylamine A	C14H25NO8	ok	-196.690	12.514	-47.010	2.991
cpd25784	trichloroethanol glucoside	C8H13Cl3O6	ok	-341.945	3.044	-81.727	0.728
cpd25785	dalcochinin glucoside	C29H34O12	undecomposable				
cpd25786	dalpatein 7-O-beta-D-apiofuranosyl-(1->6)-beta-D-glucopyranoside	C29H32O16	ok	-773.784	100014.612	-184.939	23904.066
cpd25787	7-beta-D-apiofuranosyl-(1->6)-beta-D-glucopyranosyloxy) isoflavonoid	C30H36O16	ok	-575.950	100017.236	-137.655	23904.693
cpd25788	6,2'-dimethoxy-4',5'-methylenedioxyisoflavone	C18H13O7	ok	-351.472	100018.428	-84.004	23904.978
cpd25789	12-dihydroamorphigenin	C23H24O7	ok	-14.732	24.039	-3.521	5.745
cpd25790	unknown isoflavone	null	compound not in cache				
cpd25791	dalnigrein	C19H17O7	ok	-153.639	100018.949	-36.721	23905.103
cpd25792	coenzyme-Q7	C44H66O4	ok	2954.661	20.464	706.181	4.891
cpd25793	MK-10	C61H88O2	ok	4526.260	26.988	1081.802	6.450
cpd25794	MK-9	C56H80O2	ok	4087.364	24.704	976.903	5.904
cpd25795	MK-13	C76H112O2	ok	5842.948	33.974	1396.498	8.120
cpd25796	MK-12	C71H104O2	ok	5404.052	31.628	1291.599	7.559
cpd25797	MK-11	C66H96O2	ok	4965.156	29.298	1186.701	7.002
cpd25798	MK-5	C36H48O2	ok	2331.780	16.041	557.309	3.834
cpd25799	MK-4	C31H40O2	ok	1892.884	14.103	452.410	3.371
cpd25800	5-hydroxy-2-oxopentanoate	C5H7O4	ok	-331.068	1.011	-79.127	0.242
cpd25801	MK-3	C26H32O2	ok	1453.988	12.345	347.511	2.951
cpd25802	MK-2	C21H24O2	ok	1015.092	10.856	242.613	2.595
cpd25803	DMK-7	C45H62O2	ok	3147.074	20.029	752.169	4.787
cpd25804	DMK-6	C40H54O2	ok	2708.178	17.873	647.270	4.272
cpd25805	DMK-9	C55H78O2	ok	4024.866	24.504	961.966	5.857
cpd25806	2-oxopenta-3,4-dienoate	C5H3O3	undecomposable				
cpd25807	2-(2-methylidenecyclopropyl)-2-oxoacetate	C6H5O3	ok	-278.267	5.400	-66.507	1.291
cpd25808	2-hydroxy-2-(2-methylidenecyclopropyl)butanedioic acid	C8H8O5	ok	-475.386	5.579	-113.620	1.333
cpd25809	2-hydroxy-3-(2-methylidenecyclopropyl)butanedioic acid	C8H8O5	ok	-471.403	5.600	-112.668	1.338
cpd25810	2-(2-methylidenecyclopropyl)-3-oxobutanedioic acid	C8H6O5	ok	-515.805	5.787	-123.280	1.383
cpd25811	HH1	C25H29O5	ok	613.381	100020.661	146.602	23905.512
cpd25812	HH2	C25H29O5	ok	617.128	100020.553	147.497	23905.486
cpd25813	HH3	C25H29O5	ok	617.128	100020.553	147.497	23905.486
cpd25814	HH4	C25H29O5	ok	613.381	100020.661	146.602	23905.512
cpd25815	HB1	C26H31O5	ok	717.690	100020.423	171.532	23905.455
cpd25816	HB2	C26H31O5	ok	721.437	100020.286	172.428	23905.422
cpd25817	HB3	C26H31O5	ok	721.437	100020.286	172.428	23905.422
cpd25818	HB4	C26H31O5	ok	717.690	100020.423	171.532	23905.455
cpd25819	hemigossypolone	C15H15O5	ok	-106.630	17.106	-25.485	4.089
cpd25820	hemigossypolone-6-methyl ether	C16H17O5	ok	-2.320	16.039	-0.555	3.833
cpd25821	2,7-dihydroxycadalene	C15H18O2	ok	537.874	9.297	128.555	2.222
cpd25822	lacinilene C	C15H18O3	ok	397.472	11.312	94.998	2.704
cpd25823	munjistin	C15H7O6	ok	-543.194	16.830	-129.826	4.023
cpd25824	hexacosane	C26H54	ok	2347.081	9.417	560.966	2.251
cpd25825	tetracosane	C24H50	ok	2169.935	8.660	518.627	2.070
cpd25826	octacosane	C28H58	ok	2524.228	10.174	603.305	2.432
cpd25827	(Z)-hexadec-2-enoic acid	C16H29O2	ok	999.934	5.124	238.990	1.225
cpd25828	(E)-hexadec-2-enoic acid	C16H29O2	ok	999.934	5.124	238.990	1.225
cpd25829	anteiso-heptacosanol	C27H56O	ok	2281.897	9.377	545.387	2.241
cpd25830	1-methylpyrrolidine-2-acetyl-CoA	C28H44N8O17P3S	ok	-1388.123	11.432	-331.769	2.732
cpd25831	4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoyl-CoA	C30H46N8O18P3S	ok	-1416.123	11.695	-338.461	2.795
cpd25832	4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoate methyl ester	C10H18NO3	ok	349.515	8.416	83.536	2.011
cpd25833	4-(1-methyl-5-hydroxy-2-pyrrolidinyl)-3-oxobutanoate methyl ester	C10H18NO4	ok	180.548	8.113	43.152	1.939
cpd25834	2-carbomethoxy-3-tropinone	C10H16NO3	ok	116.442	100017.315	27.830	23904.712
cpd25835	acetonedicarboxylate	C5H4O5	ok	-634.745	1.555	-151.708	0.372
cpd25836	4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoate	C9H15NO3	ok	199.468	8.236	47.674	1.968
cpd25837	2-hydroxy behenic	C22H43O3	ok	1375.123	7.127	328.662	1.703
cpd25838	3-Hydroxypalmitic acid	C16H31O3	ok	843.680	4.859	201.644	1.161
cpd25839	(S)-isoandrocymbine	C21H26NO5	undecomposable				
cpd25840	11Z, 13Z-eicosadienoate	C20H35O2	ok	1350.905	6.707	322.874	1.603
cpd25841	2-aminoheptanedioic acid	C7H12NO4	ok	-184.611	1.774	-44.123	0.424
cpd25842	4-hydroxy-8(Z)-sphingenine-20:1	C38H73NO4	ok	2734.427	11.937	653.544	2.853
cpd25843	4-hydroxy-8(E)-sphingenine-20:1	C38H73NO4	ok	2734.427	11.937	653.544	2.853
cpd25844	4-hydroxy-8(Z)-sphingenine-22:0	C40H79NO4	ok	2914.912	12.647	696.681	3.023
cpd25845	4-hydroxy-8(E)-sphingenine-22:0	C40H79NO4	ok	2914.912	12.647	696.681	3.023
cpd25846	4-hydroxy-8(Z)-sphingenine-26:0	C44H87NO4	ok	3269.206	14.144	781.359	3.381
cpd25847	4-hydroxy-8(E)-sphingenine-26:0	C44H87NO4	ok	3269.206	14.144	781.359	3.381
cpd25848	4-hydroxy-8(Z)-sphingenine-16:0	C34H67NO4	ok	2383.473	10.418	569.664	2.490
cpd25849	4-hydroxy-8(E)-sphingenine-16:0	C34H67NO4	ok	2383.473	10.418	569.664	2.490
cpd25850	4-hydroxy-8(Z)-sphingenine-20:0	C38H75NO4	ok	2737.766	11.902	654.342	2.845
cpd25851	4-hydroxy-8(E)-sphingenine-20:0	C38H75NO4	ok	2737.766	11.902	654.342	2.845
cpd25852	4-sphingenine-18:1	C36H69NO3	ok	2716.835	11.575	649.339	2.766
cpd25853	8(Z)-sphingenine-16:0	C34H67NO3	ok	2542.969	10.795	607.784	2.580
cpd25854	8(E)-sphingenine-16:0	C34H67NO3	ok	2542.969	10.795	607.784	2.580
cpd25855	8(Z)-sphingenine-18:0	C36H71NO3	ok	2720.116	11.538	650.123	2.758
cpd25856	8(E)-sphingenine-18:0	C36H71NO3	ok	2720.116	11.538	650.123	2.758
cpd25857	8(Z)-sphingenine-19:0	C37H73NO3	ok	2808.689	11.911	671.293	2.847
cpd25858	8(E)-sphingenine-19:0	C37H73NO3	ok	2808.689	11.911	671.293	2.847
cpd25859	(4E,8E)-sphingadienine-18:0, ceramide	C36H69NO3	ok	2716.820	11.575	649.336	2.766
cpd25860	3-methyl-5-hydroxy-6-(3-carboxy-3-oxopropenyl)-1H-2-pyridon	C10H8NO5	ok	-217.543	5.456	-51.994	1.304
cpd25861	quinidone	C21H23NO2	ok	944.529	141439.657	225.748	33804.889
cpd25862	12-oxo-10Z-dodecenoic acid	C12H19O3	ok	447.369	3.716	106.924	0.888
cpd25863	2,5,6-trihydroxy-3-methylpyridine	C6H7NO3	ok	-193.465	5.160	-46.239	1.233
cpd25864	methyl 8-formyloctanoate	C10H18O3	ok	336.622	3.132	80.455	0.749
cpd25865	heptacosanoate, 25-methyl-methyl ester	C29H58O2	ok	2220.054	9.688	530.606	2.316
cpd25866	11E, 13E-eicosadienoate	C20H35O2	ok	1350.905	6.707	322.874	1.603
cpd25867	(11Z,13E)-eicosadienoate	C20H35O2	ok	1350.905	6.707	322.874	1.603
cpd25868	(11E,13Z)-eicosadienoate	C20H35O2	ok	1350.905	6.707	322.874	1.603
cpd25869	Octadec-a-enoic acid, methyl ester	null	compound not in cache				
cpd25870	MK-9(H2	C56H82O2	ok	4093.607	23.679	978.396	5.659
cpd25871	MK-8(H2)	C51H74O2	ok	3654.711	21.452	873.497	5.127
cpd25872	3-heptaprenyl-4-hydroxybenzoate	C42H61O3	ok	2848.551	17.696	680.820	4.229
cpd25873	2-heptaprenylphenol	C41H62O	ok	3226.887	17.725	771.244	4.236
cpd25874	2-heptaprenyl-6-hydroxyphenol	C41H62O2	ok	3020.422	18.103	721.898	4.327
cpd25875	2-methoxy-6-(all-trans-heptaprenyl)phenol	C42H64O2	ok	3125.282	18.229	746.960	4.357
cpd25876	2-methoxy-6-all trans-heptaprenyl-2-methoxy-1,4-benzoquinol	C42H64O3	ok	2918.823	18.633	697.616	4.453
cpd25877	6-methoxy-3-methyl-2-all-trans-heptaprenyl-1,4-benzoquinol	C43H66O3	ok	2998.590	19.174	716.680	4.583
cpd25878	2-heptaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol	C43H66O4	ok	2792.132	19.829	667.336	4.739
cpd25879	2-decaprenylphenol	C56H86O	ok	4543.575	24.996	1085.940	5.974
cpd25880	3-decaprenyl-4-hydroxybenzoate	C57H85O3	ok	4165.239	24.950	995.516	5.963
cpd25881	2-methoxy-6-(all-trans-decaprenyl)phenol	C57H88O2	ok	4441.970	25.422	1061.656	6.076
cpd25882	2-methoxy-6-(all-trans-nonaprenyl)phenol	C52H80O2	ok	4003.074	23.015	956.758	5.501
cpd25883	2-decaprenyl-6-hydroxyphenol	C56H86O2	ok	4337.110	25.291	1036.594	6.045
cpd25884	2-methoxy-6-all trans-decaprenyl-2-methoxy-1,4-benzoquinol	C57H88O3	ok	4235.511	25.738	1012.311	6.152
cpd25885	2-methoxy-6-all trans-nonaprenyl-2-methoxy-1,4-benzoquinol	C52H80O3	ok	3796.615	23.355	907.413	5.582
cpd25886	6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol	C58H90O3	ok	4315.278	26.244	1031.376	6.272
cpd25887	2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol	C53H82O3	ok	3876.382	23.870	926.477	5.705
cpd25888	3-demethylubiquinol-10	C58H90O4	ok	4108.820	26.750	982.031	6.393
cpd25889	(2E)-3-phenyl-1-(2,3,4,6-tetramethoxyphenyl)prop-2-en-1-one	C19H20O5	ok	329.947	13.182	78.859	3.150
cpd25890	4-hydroxy-8(Z)-sphingenine-18:0	C36H71NO4	ok	2560.619	11.158	612.003	2.667
cpd25891	4-hydroxy-8(E)-sphingenine-18:0	C36H71NO4	ok	2560.619	11.158	612.003	2.667
cpd25892	tritriacont-b-ene	C33H66	compound not in cache				
cpd25893	3,4-dihydroxy-5-all-trans-octaprenylbenzoate	C47H69O4	ok	3080.973	20.476	736.370	4.894
cpd25894	3,4-dihydroxy-5-all-trans-decaprenylbenzoate	C57H85O4	ok	3958.765	25.264	946.168	6.038
cpd25895	3,4-dihydroxy-5-all-trans-nonaprenylbenzoate	C52H77O4	ok	3519.869	22.865	841.269	5.465
cpd25896	3-(3,7,11,15,19,23-decamethyltetracosa-2,6,10,14,18,22-hexaenyl) -4-hydroxy-5-methoxy-benzoic acid	C58H87O4	ok	4063.641	25.412	971.234	6.074
cpd25897	3-(3,7,11,15,19,23-nonamethyltetracosa-2,6,10,14,18,22-hexaenyl) -4-hydroxy-5-methoxy-benzoic acid	C53H79O4	ok	3624.745	23.014	866.335	5.500
cpd25898	3-(3,7,11,15,19,23-octamethyltetracosa-2,6,10,14,18,22-hexaenyl) -4-hydroxy-5-methoxy-benzoic acid	C48H71O4	ok	3185.849	20.625	761.436	4.929
cpd25899	3,4-dihydroxy-5-all-trans-heptaprenylbenzoate	C42H61O4	ok	2642.077	18.100	631.472	4.326
cpd25900	3-(3,7,11,15,19,23-heptamethyltetracosa-2,6,10,14,18,22-hexaenyl) -4-hydroxy-5-methoxy-benzoic acid	C43H63O4	ok	2746.953	18.251	656.538	4.362
cpd25901	phenyllactatyl-CoA	C30H46N7O18P3S	ok	-1484.721	10.987	-354.857	2.626
cpd25902	3-hydroxypimara-9(11),15-diene	C20H32O	ok	1283.650	100023.127	306.800	23906.101
cpd25903	BPH-652	C16H16K3O7PS	compound not in cache				
cpd25904	BPH--698	C19H22K3O6PS	compound not in cache				
cpd25905	BPH-700	C16H16K3O6PS	compound not in cache				
cpd25906	BPH-674	C16H16K4O6P2	compound not in cache				
cpd25907	anol	C9H10O	ok	417.024	3.265	99.671	0.780
cpd25908	fumigatol	C8H10O4	ok	-271.328	7.128	-64.849	1.704
cpd25909	harmol	C12H10N2O	ok	519.177	8.960	124.086	2.142
cpd25910	pseuodisoeugenol	C11H11O3R	compound not in cache				
cpd25911	pseudoisoeugenol	C10H12O2	ok	315.412	4.596	75.385	1.098
cpd25912	epoxypseudoisoeugenol-2-methylbutyrate	C15H20O4	ok	375.320	5.481	89.704	1.310
cpd25913	ubiquinol(7)	C44H68O4	ok	2896.973	20.219	692.393	4.832
cpd25914	ubiquinol(9)	C54H84O4	ok	3774.765	24.762	902.191	5.918
cpd25915	ubiquinol(10)	C59H92O4	ok	4213.661	27.078	1007.089	6.472
cpd25916	rhodoquinone-9	C53H81NO3	ok	3905.762	24.730	933.499	5.911
cpd25917	DMK-10	C60H86O2	ok	4463.762	26.795	1066.865	6.404
cpd25918	DMK-11	C65H94O2	ok	4902.658	29.111	1171.763	6.958
cpd25919	DMK-12	C70H102O2	ok	5341.554	31.446	1276.662	7.516
cpd25920	DMK-13	C75H110O2	ok	5780.450	33.796	1381.561	8.078
cpd25921	all-trans-tridecaprenyl diphosphate	C65H106O7P2	ok	3836.561	31.543	916.960	7.539
cpd25922	CPD-9973	C10H24N3OR2	compound not in cache				
cpd25923	hypusine	C10H25N3O3	ok	529.720	5.835	126.606	1.395
cpd25924	7-deoxyloganetate	C10H13O4	ok	-77.957	14.352	-18.632	3.430
cpd25925	2,3-dihydroxybenzoylglycine	C9H8NO5	ok	-443.298	4.486	-105.951	1.072
cpd25926	petrobactin	C34H51N6O11	ok	576.389	15.283	137.760	3.653
cpd25927	achromobactin	C22H25N3O16	ok	-1335.486	14.473	-319.189	3.459
cpd25928	agrobactin	C32H36N4O10	ok	353.090	15.073	84.391	3.602
cpd25929	acinetobactin	C16H18N4O5	ok	571.833	100011.030	136.671	23903.210
cpd25930	anguibactin	C15H16N4O4S	ok	566.249	141434.418	135.337	33803.637
cpd25931	glycyl-AMP	C12H17N6O8P	ok	637.812	100003.138	152.441	23901.324
cpd25932	L-threonyl-AMP	C14H21N6O9P	ok	658.538	100003.252	157.394	23901.351
cpd25933	CPD-9998	C5H11NO4P	undecomposable				
cpd25934	3,4-epoxy-3-methyl-1-butyl diphosphate	C6H12O8P2	ok	-1519.822	3.936	-363.246	0.941
cpd25935	bromohydrin of isopentenyl pyrophosphate	C5H11BrO8P2	ok	-1644.514	100004.294	-393.048	23901.600
cpd25936	CPD0-1027	C60H100O51R2	compound not in cache				
cpd25937	Glc-1-MeP	C7H14O9P	ok	-1115.382	7.138	-266.583	1.706
cpd25938	(R)-beta-lysine	C6H15N2O2	ok	248.436	2.650	59.378	0.633
cpd25939	N2-hydroxyguanosine 5'-monophosphate	C10H12N5O9P	ok	-765.524	110204.030	-182.965	26339.395
cpd25940	N2-OH-GMP	C10H12N5O9P	ok	-765.524	110204.030	-182.965	26339.395
cpd25941	acivicin	C5H7ClN2O3	ok	-74.971	100004.439	-17.919	23901.635
cpd25942	2-thiouridine 5'-triphosphate	C9H11N2O14P3S	undecomposable				
cpd25943	thiourea dioxide	CH4N2O2S	ok	214.623	110202.968	51.296	26339.141
cpd25944	7-methylinosine	C11H15N4O5	undecomposable				
cpd25945	7-methylguanosine	C11H16N5O5	ok	254.624	46302.016	60.857	11066.447
cpd25946	1-methylinosine	C11H14N4O5	ok	203.475	3.323	48.632	0.794
cpd25947	1-methylguanosine	C11H15N5O5	ok	243.018	46300.585	58.083	11066.105
cpd25948	formycin B	C10H10N4O5	ok	120.073	13.580	28.698	3.246
cpd25949	Glcp-alpha-octyl	C14H28O6	ok	331.180	3.030	79.154	0.724
cpd25950	Galf-beta-1,6-Glcp-alpha-octyl	C20H38O11	ok	69.200	4.148	16.539	0.991
cpd25951	Manp-alpha-octyl	C14H28O6	ok	331.180	3.030	79.154	0.724
cpd25952	Galp-alpha-octyl	C14H28O6	ok	331.180	3.030	79.154	0.724
cpd25953	GlcNAcp-alpha-octyl	C16H31NO6	ok	476.812	3.658	113.961	0.874
cpd25954	UDP-[3-F]galactofuranose	C15H21FN2O16P2	ok	-2138.334	100007.081	-511.074	23902.266
cpd25955	AMP-PNP	C10H14N6O12P3	compound not in cache				
cpd25956	ppGp	C10H12N5O14P3	ok	-2532.058	46300.786	-605.176	11066.154
cpd25957	diaminobiotin	C9H19N2O2S	ok	403.971	100007.020	96.551	23902.251
cpd25958	N-methylvaline	C6H13NO2	ok	211.875	4.539	50.639	1.085
cpd25959	2,4,6-trimethylphenylglyoxal	C11H12O2	ok	375.270	5.379	89.692	1.286
cpd25960	MePn	CH4O3P	ok	-693.253	7.037	-165.692	1.682
cpd25961	1-propylphosphonic acid	C3H8O3P	ok	-516.136	7.066	-123.360	1.689
cpd25962	3-APPn	C3H10NO3P	ok	-450.818	7.139	-107.748	1.706
cpd25963	PhPn	C6H6O3P	undecomposable				
cpd25964	GlcNAc-1,6-anhMurNAc-L-Ala-gamma-D-Glu-DAP-D-Ala	C37H57N7O20	ok	-467.147	18.116	-111.651	4.330
cpd25965	N-acetyl-beta-D-glucosamine(anhydrous)-N-acetylmuramate	C19H29N2O12	ok	-437.408	14.513	-104.543	3.469
cpd25966	L-Ala-gamma-D-Glu-DAP-D-Ala	C18H30N5O9	ok	-181.302	6.766	-43.332	1.617
cpd25967	L-Ala-D-Glu-meso-A2pm-D-Ala	C18H30N5O9	ok	-181.302	6.766	-43.332	1.617
cpd25968	L-Ala-D-Glu-meso-A2pm-D-Ala-D-Ala	C21H35N6O10	ok	-109.220	8.381	-26.104	2.003
cpd25969	glutaminyl-beta-ketophosphonate-adenosine	C16H24N7O8P	ok	-134.936	8.736	-32.251	2.088
cpd25970	L-idarate	C6H8O8	ok	-980.480	1.719	-234.340	0.411
cpd25971	D-idarate	C6H8O8	ok	-980.480	1.719	-234.340	0.411
cpd25972	8-OH-dATP	C10H13N5O14P3	ok	-2501.449	3.761	-597.861	0.899
cpd25973	8-OH-dADP	C10H12N4O11P2	ok	-1711.377	6.497	-409.029	1.553
cpd25974	AThTP	C22H28N9O13P3S	undecomposable				
cpd25975	glucosamine-1,6-diphosphate	C6H12NO11P2	ok	-1963.297	2.627	-469.239	0.628
cpd25976	Rieske Fe2S2 iron-sulfur cluster	Fe2N2R6S4	compound not in cache				
cpd25977	colanic acid	null	compound not in cache				
cpd25978	MLPS	C205H344N2O122P4	ok	-3915.963	47.076	-935.938	11.251
cpd25979	2,5-dihydro-1H-pyrrole-2-carboxylic acid	C5H7NO2	ok	-1.798	8.943	-0.430	2.137
cpd25980	1-carboxymethylpyridinium	C7H7NO2	ok	137.128	5.441	32.774	1.301
cpd25981	beta-L-fucopyranose	C6H12O5	ok	-269.170	1.087	-64.333	0.260
cpd25982	L-rhamnitol	C6H14O5	ok	-218.716	1.482	-52.274	0.354
cpd25983	D-sorbose-1-phosphate	C6H11O9P	ok	-1305.867	1.271	-312.110	0.304
cpd25984	d-NADH	C21H26N6O15P2	ok	-1382.879	6.830	-330.516	1.632
cpd25985	ubiquinone-1	C14H18O4	ok	321.286	9.376	76.789	2.241
cpd25986	As(III)	As3O6	undecomposable				
cpd25987	Microcin C	C42H70N18O18PS	ok	1328.379	100015.328	317.490	23904.237
cpd25988	7-deazaadenosine 5'-monophosphate	C11H14N4O7P	ok	-502.197	4.590	-120.028	1.097
cpd25989	adenine-9-beta-D-arabinofuranoside 5'-monophosphate	C10H12N5O7P	ok	-555.500	2.410	-132.768	0.576
cpd25990	3,3-dimethyl-2-oxobutyric acid 5-(6-aminopurin-9-yl)-3,4-dihydroxytetrahydrofuran-2-ylmethyl ester	C16H21N5O6	ok	422.887	5.682	101.072	1.358
cpd25991	8-azaguanine	C4H3N6O	undecomposable				
cpd25992	4-oxo-N-acetylneuraminate	C11H16NO9	ok	-690.173	3.226	-164.955	0.771
cpd25993	ethyl red	C17H18N3O2	ok	162.486	119535.823	38.835	28569.747
cpd25994	lipid A-core 1-diphosphate	C162H283N2O92P5	ok	-2930.232	35.168	-700.342	8.405
cpd25995	N-pentylpantothenamide	C14H28N2O4	ok	579.393	5.664	138.478	1.354
cpd25996	N-heptylpantothenamide	C16H32N2O4	ok	757.608	5.963	181.073	1.425
cpd25997	methyl-1,4-benzoquinone	C7H6O2	ok	16.202	7.043	3.872	1.683
cpd25998	methyl-1,4-benzoquinol	C7H10O2	ok	137.017	6.908	32.748	1.651
cpd25999	3,5-tetradecadienoyl-CoA	C35H54N7O17P3S	ok	-799.711	10.562	-191.136	2.524
cpd26000	3,5-tetradecadienoate	C14H23O2	ok	819.470	4.626	195.858	1.106
cpd26001	3,5-cis-dodecadienoyl-CoA	C33H50N7O17P3S	ok	-976.858	10.174	-233.475	2.432
cpd26002	2-trans,5-cis-tetradecadienoyl-CoA	C35H54N7O17P3S	ok	-799.711	10.562	-191.136	2.524
cpd26003	3-hydroxy-5-cis-tetradecenoyl-CoA	C35H56N7O18P3S	ok	-955.966	9.845	-228.481	2.353
cpd26004	peptidoglycan tripeptide-Lpp crosslink	C42H66N9O22R4	compound not in cache				
cpd26005	peptidoglycan tripeptide-tetrapeptide crosslink	null	compound not in cache				
cpd26006	CPD0-1174	C39H63N8O23PR	compound not in cache				
cpd26007	CPD0-1175	C8H14NO5R	compound not in cache				
cpd26008	CPD0-1176	C36H57N7O18R	compound not in cache				
cpd26009	peptidoglycan D-alanyl-DAP crosslink	C36H56N10O17R2	compound not in cache				
cpd26010	peptidoglycan tetrapeptide, glycan chain 1	C18H29N5O9R	compound not in cache				
cpd26011	peptidoglycan tetrapeptide, glycan chain 2	C18H29N5O9R	compound not in cache				
cpd26012	peptidoglycan tripeptide, glycan chain 1	C15H24N4O8R	compound not in cache				
cpd26013	peptidoglycan DAP-DAP crosslink	C71H107N13O40R4	compound not in cache				
cpd26014	CPD0-1192	C32H52N4O21R2	compound not in cache				
cpd26015	partially N-deacetylated poly-beta-1,6-N-acetyl-D-glucosamine	C30H51N4O20R2	compound not in cache				
cpd26016	5'-D-arabinosyladenine triphosphate	C10H13N5O13P3	ok	-2294.666	3.255	-548.438	0.778
cpd26017	L-mannonate	C6H11O7	ok	-676.803	1.400	-161.760	0.335
