ID	GC	EQ
cpd31068	10000000.0|10000000.0	nan
cpd31069	10000000.0|10000000.0	231.75|23900.57
cpd31070	-153.42|2.09	4.34|2.47
cpd31071	-29.42|1.43	26.50|0.78
cpd31072	-365.62|2.6	-125.96|2.58
cpd31073	-112.26|2.19	-70.78|28222.58
cpd31074	-115.5|2.18	-113.09|28222.58
cpd31075	10000000.0|10000000.0	-28.46|28222.58
cpd31076	-38.23|1.69	220.00|1.39
cpd31077	64.62|2.2	351.84|23900.57
cpd31078	-337.5|5.38	573.95|6.08
cpd31079	-793.56|3.14	-591.28|1.52
cpd31080	10000000.0|10000000.0	nan
cpd31081	10000000.0|10000000.0	nan
cpd31082	10000000.0|10000000.0	nan
cpd31083	10000000.0|10000000.0	nan
cpd31084	10000000.0|10000000.0	nan
cpd31085	10000000.0|10000000.0	nan
cpd31086	10000000.0|10000000.0	nan
cpd31087	10000000.0|10000000.0	nan
cpd31088	10000000.0|10000000.0	nan
cpd31089	10000000.0|10000000.0	174.49|28222.58
cpd31090	10000000.0|10000000.0	177.49|28222.58
cpd31091	160.83|3.07	659.16|3.40
cpd31092	159.98|3.05	681.44|3.36
cpd31093	-859.69|3.79	-381.21|2.49
cpd31094	-56.75|1.93	27.47|23900.57
cpd31095	-459.75|5.96	549.81|6.32
cpd31096	49.72|5.57	909.45|6.34
cpd31097	-2.79|1.2	137.22|1.81
cpd31098	-62.08|2.74	82.32|1.69
cpd31099	-40.3|2.13	144.94|1.60
cpd31100	-79.78|2.28	nan
cpd31101	158.91|2.75	nan
cpd31102	158.06|2.68	nan
cpd31103	158.06|2.68	nan
cpd31104	157.21|2.67	nan
cpd31105	10000000.0|10000000.0	nan
cpd31106	10000000.0|10000000.0	nan
cpd31107	10000000.0|10000000.0	nan
cpd31108	10000000.0|10000000.0	155.64|23900.57
cpd31109	nan	nan
cpd31110	nan	nan
cpd31111	nan	nan
cpd31112	10000000.0|10000000.0	162.23|28222.58
cpd31113	nan	nan
cpd31114	10000000.0|10000000.0	-220.18|23900.57
cpd31115	10000000.0|10000000.0	nan
cpd31116	-10.79|3.02	107.59|0.92
cpd31117	10000000.0|10000000.0	nan
cpd31118	10000000.0|10000000.0	nan
cpd31119	10000000.0|10000000.0	-220.80|23900.57
cpd31120	-286.34|1.97	-135.80|1.23
cpd31121	10000000.0|10000000.0	nan
cpd31122	10000000.0|10000000.0	nan
cpd31123	10000000.0|10000000.0	nan
cpd31124	10000000.0|10000000.0	nan
cpd31125	28.23|9.9	468.29|75153.24
cpd31126	41.86|3.9	128.10|32834.59
cpd31127	10000000.0|10000000.0	nan
cpd31128	10000000.0|10000000.0	183.93|15009.22
cpd31129	70.98|1.96	186.94|15009.22
cpd31130	19.01|3.61	315.08|25051.08
cpd31131	-226.94|0.4	-189.74|0.38
cpd31132	66.18|1.55	286.33|2.09
cpd31133	-51.05|0.83	55.98|0.63
cpd31134	-51.05|0.83	55.98|0.63
cpd31135	10000000.0|10000000.0	nan
cpd31136	10000000.0|10000000.0	nan
cpd31137	10000000.0|10000000.0	nan
cpd31138	10000000.0|10000000.0	nan
cpd31139	10000000.0|10000000.0	nan
cpd31140	10000000.0|10000000.0	nan
cpd31141	10000000.0|10000000.0	-164.73|23900.57
cpd31142	10000000.0|10000000.0	-270.07|23900.57
cpd31143	-505.46|6.49	579.66|6.96
cpd31144	-622.06|7.45	591.06|7.43
cpd31145	-218.71|3.35	-98.09|5.56
cpd31146	-211.87|4.11	-112.96|5.66
cpd31147	-210.69|3.32	-106.92|5.56
cpd31148	-258.77|4.13	-158.46|5.68
cpd31149	-257.59|3.35	-152.42|5.58
cpd31150	-221.32|4.13	-143.39|5.65
cpd31151	-220.14|3.34	-137.96|5.55
cpd31152	-349.52|3.8	-4.60|2.34
cpd31153	-73.38|12.64	248.49|100204.32
cpd31154	-63.9|12.64	238.12|100204.32
cpd31155	46.39|2.6	263.35|2.34
cpd31156	6.91|2.59	214.11|2.50
cpd31157	-67.96|1.57	157.61|1.74
cpd31158	-60.55|4.28	nan
cpd31159	-79.28|2.26	81.25|1.83
cpd31160	10000000.0|10000000.0	nan
cpd31161	-252.3|2.87	620.31|3.46
cpd31162	-34.14|1.69	168.68|1.85
cpd31163	34.82|4.65	nan
cpd31164	-2.07|2.75	157.39|2.14
cpd31165	-42.84|1.11	28.31|0.93
cpd31166	164.74|2.55	533.61|2.53
cpd31167	126.05|2.91	490.92|2.45
cpd31168	68.21|6.84	nan
cpd31169	10000000.0|10000000.0	nan
cpd31170	29.52|7.11	nan
cpd31171	4.89|9.88	nan
cpd31172	-0.42|7.38	nan
cpd31173	10000000.0|10000000.0	nan
cpd31174	10000000.0|10000000.0	nan
cpd31175	34.41|7.41	nan
cpd31176	-5.43|7.38	nan
cpd31177	-34.95|9.85	nan
cpd31178	10000000.0|10000000.0	nan
cpd31179	10000000.0|10000000.0	nan
cpd31180	10000000.0|10000000.0	nan
cpd31181	10000000.0|10000000.0	nan
cpd31182	10000000.0|10000000.0	nan
cpd31183	10000000.0|10000000.0	nan
cpd31184	10000000.0|10000000.0	nan
cpd31185	10000000.0|10000000.0	nan
cpd31186	10000000.0|10000000.0	nan
cpd31187	10000000.0|10000000.0	nan
cpd31188	10000000.0|10000000.0	nan
cpd31189	10000000.0|10000000.0	nan
cpd31190	-5.43|7.38	nan
cpd31191	1.27|9.95	nan
cpd31192	20.33|2.48	160.52|1.99
cpd31193	10000000.0|10000000.0	nan
cpd31194	10000000.0|10000000.0	-158.39|2.50
cpd31195	-303.44|2.65	-127.63|0.67
cpd31196	-547.08|5.31	-221.50|1.48
cpd31197	-607.63|5.57	-273.99|1.63
cpd31198	10000000.0|10000000.0	246.25|2.28
cpd31199	-269.32|1.71	-91.45|0.66
cpd31200	-27.22|2.37	5.01|1.23
cpd31201	5.6|2.2	nan
cpd31202	nan	nan
cpd31203	-91.4|10.76	nan
cpd31204	-118.15|10.75	nan
cpd31205	-61.7|9.85	nan
cpd31206	-21.86|9.88	nan
cpd31207	10000000.0|10000000.0	nan
cpd31208	-445.91|0.78	-319.87|0.41
cpd31209	10000000.0|10000000.0	nan
cpd31210	10000000.0|10000000.0	223.57|25051.08
cpd31211	-73.48|1.3	-61.72|23900.57
cpd31212	-53.42|9.87	nan
cpd31213	10000000.0|10000000.0	nan
cpd31214	10000000.0|10000000.0	nan
cpd31215	10000000.0|10000000.0	nan
cpd31216	10000000.0|10000000.0	nan
cpd31217	10000000.0|10000000.0	nan
cpd31218	10000000.0|10000000.0	nan
cpd31219	-39.72|10.7	nan
cpd31220	0.12|10.72	nan
cpd31221	-52.77|2.77	72.21|11521.82
cpd31222	-90.81|2.78	33.80|11521.82
cpd31223	54.62|3.8	218.50|4.72
cpd31224	-33.21|4.65	178.82|7504.61
cpd31225	21.56|2.63	237.43|2.45
cpd31226	-91.87|0.64	-48.11|0.53
cpd31227	-69.46|0.71	-47.66|23900.57
cpd31228	nan	nan
cpd31229	-467.89|6.42	616.74|6.81
cpd31230	-467.89|6.42	616.74|6.81
cpd31231	-467.89|6.42	616.74|6.81
cpd31232	-309.41|5.86	678.28|6.66
cpd31233	-462.24|6.53	652.27|6.99
cpd31234	-620.72|7.35	590.72|7.16
cpd31235	11.62|2.91	658.44|23900.57
cpd31236	-742.97|8.34	566.59|7.43
cpd31237	-901.45|9.49	nan
cpd31238	-531.68|3.52	nan
cpd31239	-314.95|3.04	660.35|16900.26
cpd31240	-109.78|2.63	79.85|23900.57
cpd31241	5.53|4.75	294.73|7504.61
cpd31242	-161.35|0.65	-86.09|0.67
cpd31243	10000000.0|10000000.0	nan
cpd31244	10000000.0|10000000.0	nan
cpd31245	-44.84|1.04	45.89|0.83
cpd31246	43.06|2.6	265.68|2.57
cpd31247	-167.25|2.86	-120.85|27863.96
cpd31248	-150.31|1.07	-55.71|0.97
cpd31249	10000000.0|10000000.0	nan
cpd31250	-409.04|3.15	72.17|23900.57
cpd31251	-623.26|3.22	nan
cpd31252	-436.27|0.64	nan
cpd31253	-76.01|0.85	12.67|0.69
cpd31254	nan	nan
cpd31255	-150.31|1.07	-55.71|0.97
cpd31256	nan	nan
cpd31257	-165.74|0.89	-66.55|0.66
cpd31258	-164.32|0.88	-64.99|0.66
cpd31259	nan	nan
cpd31260	-623.42|3.8	-396.09|1.01
cpd31261	nan	nan
cpd31262	nan	nan
cpd31263	nan	nan
cpd31264	nan	nan
cpd31265	-463.75|6.17	nan
cpd31266	-36.28|7.21	198.56|4.97
cpd31267	-36.28|7.21	198.55|4.97
cpd31268	-424.22|1.35	-328.87|0.43
cpd31269	-631.2|3.75	-446.13|16170.40
cpd31270	-92.6|1.19	54.40|1.01
cpd31271	10000000.0|10000000.0	nan
cpd31272	-80.65|1.59	36.37|1.32
cpd31273	-499.25|9.28	-28.48|65669.17
cpd31274	-686.65|2.81	-440.19|1.39
cpd31275	-299.41|3.13	128.36|23900.57
cpd31276	-83.99|1.41	-33.39|0.93
cpd31277	-80.26|1.22	0.51|0.99
cpd31278	-83.99|1.41	-33.39|0.93
cpd31279	-255.97|4.49	24.20|23900.57
cpd31280	nan	nan
cpd31281	10000000.0|10000000.0	nan
cpd31282	-402.14|4.01	60.08|23900.57
cpd31283	-99.71|1.33	nan
cpd31284	-77.35|1.45	nan
cpd31285	-54.99|1.72	nan
cpd31286	-467.84|4.4	-163.39|2.42
cpd31287	-224.2|1.83	-75.93|2.09
cpd31288	-694.91|12.71	-126.28|84667.75
cpd31289	-169.69|5.68	-60.61|4.16
cpd31290	-214.97|10.76	58.37|84667.75
cpd31291	-125.71|1.18	-71.29|1.69
cpd31292	-708.68|11.68	80.81|75153.24
cpd31293	-103.81|0.66	64.04|0.65
cpd31294	-74.76|9.64	328.04|75153.24
cpd31295	-114.6|9.62	287.56|75153.24
cpd31296	10000000.0|10000000.0	nan
cpd31297	10000000.0|10000000.0	nan
cpd31298	10000000.0|10000000.0	nan
cpd31299	10000000.0|10000000.0	nan
cpd31300	10000000.0|10000000.0	nan
cpd31301	-550.2|10.9	144.50|75153.24
cpd31302	-344.22|1.56	-226.49|1.05
cpd31303	-257.86|3.21	-142.96|23900.57
cpd31304	10000000.0|10000000.0	nan
cpd31305	10000000.0|10000000.0	nan
cpd31306	10000000.0|10000000.0	nan
cpd31307	10000000.0|10000000.0	nan
cpd31308	10000000.0|10000000.0	nan
cpd31309	10000000.0|10000000.0	nan
cpd31310	-550.2|10.9	142.36|75153.24
cpd31311	56.47|2.63	444.08|2.92
cpd31312	10000000.0|10000000.0	261.51|23900.57
cpd31313	10000000.0|10000000.0	220.18|23900.57
cpd31314	10000000.0|10000000.0	210.65|23900.57
cpd31315	10000000.0|10000000.0	nan
cpd31316	-524.32|4.27	-271.78|1.58
cpd31317	-736.82|4.26	-482.78|1.67
cpd31318	-901.69|3.6	-528.94|1.90
cpd31319	-900.08|3.56	-549.07|1.84
cpd31320	nan	nan
cpd31321	nan	nan
cpd31322	nan	nan
cpd31323	nan	nan
cpd31324	nan	nan
cpd31325	10000000.0|10000000.0	nan
cpd31326	10000000.0|10000000.0	nan
cpd31327	10000000.0|10000000.0	nan
cpd31328	10000000.0|10000000.0	278.36|23900.57
cpd31329	nan	nan
cpd31330	nan	nan
cpd31331	nan	nan
cpd31332	-598.47|2.78	-289.58|1.75
cpd31333	-623.22|2.83	-289.27|23900.57
cpd31334	10000000.0|10000000.0	nan
cpd31335	-720.67|3.22	-465.44|1.40
cpd31336	10000000.0|10000000.0	nan
cpd31337	10000000.0|10000000.0	nan
cpd31338	-136.31|1.19	-96.27|1.08
cpd31339	-720.67|3.22	-465.44|1.40
cpd31340	-387.42|0.93	-280.88|0.75
cpd31341	-409.31|2.09	-227.31|1.35
cpd31342	-391.72|10.27	203.91|75153.24
cpd31343	-391.72|10.27	206.05|75153.24
cpd31344	-273.08|9.86	227.11|75153.24
cpd31345	-2.0|0.9	76.15|0.71
cpd31346	-141.48|7.16	272.77|56445.16
cpd31347	-484.0|6.02	-228.57|15009.22
cpd31348	-250.67|9.46	106.47|75153.24
cpd31349	-156.37|1.36	0.93|1.50
cpd31350	-120.85|2.05	-53.33|15009.22
cpd31351	-25.83|1.63	349.15|1.53
cpd31352	-115.07|0.51	32.53|0.47
cpd31353	nan	nan
cpd31354	10000000.0|10000000.0	nan
cpd31355	nan	nan
cpd31356	-198.43|0.81	-192.35|16900.26
cpd31357	-188.95|0.79	-202.72|16900.26
cpd31358	-161.76|3.24	-32.46|23900.57
cpd31359	-92.16|1.08	26.39|0.74
cpd31360	-131.64|1.34	-22.85|1.09
cpd31361	-122.91|0.57	6.58|0.44
cpd31362	-44.87|2.15	57.18|1.45
cpd31363	10000000.0|10000000.0	nan
cpd31364	-84.35|2.22	7.92|1.63
cpd31365	-7.93|2.29	nan
cpd31366	-90.53|0.9	6.74|0.66
cpd31367	21.96|1.33	107.14|2.13
cpd31368	16.91|0.94	117.14|2.06
cpd31369	10000000.0|10000000.0	nan
cpd31370	-195.99|2.32	59.29|2.85
cpd31371	-348.53|2.42	-159.53|16900.26
cpd31372	10000000.0|10000000.0	nan
cpd31373	-217.14|1.93	-167.10|16900.26
cpd31374	-76.4|1.72	31.38|2.51
cpd31375	-78.39|1.74	51.60|2.59
cpd31376	-76.77|1.75	72.76|2.61
cpd31377	-114.81|1.75	34.41|2.59
cpd31378	-75.22|1.52	-27.56|2.25
cpd31379	-42.16|2.74	41.01|2.41
cpd31380	-39.88|2.74	61.57|2.42
cpd31381	10000000.0|10000000.0	123.94|33800.52
cpd31382	nan	nan
cpd31383	nan	nan
cpd31384	nan	nan
cpd31385	-73.35|1.4	125.72|1.20
cpd31386	-182.05|1.5	-64.31|0.26
cpd31387	-113.08|4.97	43.38|4.23
cpd31388	nan	nan
cpd31389	-936.8|2.76	-881.56|16170.40
cpd31390	102.33|5.35	nan
cpd31391	-322.45|0.62	-212.34|1.71
cpd31392	10000000.0|10000000.0	nan
cpd31393	-9.81|2.4	nan
cpd31394	-277.68|2.95	16.81|3.08
cpd31395	30.79|4.94	nan
cpd31396	-70.59|2.39	75.70|4.15
cpd31397	-75.37|1.66	-23.68|1.71
cpd31398	10000000.0|10000000.0	nan
cpd31399	-54.04|2.24	nan
cpd31400	10000000.0|10000000.0	-104.26|28222.58
cpd31401	-358.01|4.05	-178.36|23900.57
cpd31402	-705.3|4.05	nan
cpd31403	10000000.0|10000000.0	93.73|23900.57
cpd31404	-166.0|1.23	nan
cpd31405	-313.04|2.17	nan
cpd31406	-117.76|4.41	nan
cpd31407	-6.69|2.65	nan
cpd31408	-329.61|3.37	-169.40|23900.57
cpd31409	-242.44|1.97	-48.92|23900.57
cpd31410	13.9|1.41	nan
cpd31411	89.66|3.07	324.47|28222.58
cpd31412	126.25|5.68	nan
cpd31413	-194.73|3.21	nan
cpd31414	10000000.0|10000000.0	nan
cpd31415	33.06|2.57	nan
cpd31416	-3.16|7.16	nan
cpd31417	-174.51|2.28	nan
cpd31418	-39.18|1.18	253.75|1.26
cpd31419	-215.63|2.55	nan
cpd31420	-448.07|2.88	-78.95|1.43
cpd31421	-135.42|1.02	nan
cpd31422	10000000.0|10000000.0	nan
cpd31423	-22.9|1.72	nan
cpd31424	-360.5|1.57	-230.17|0.79
cpd31425	-47.88|9.6	251.49|75153.24
cpd31426	-53.52|2.94	259.74|5.47
cpd31427	-259.18|0.82	nan
cpd31428	-118.05|1.1	36.25|0.83
cpd31429	36.95|3.01	322.83|2.24
cpd31430	10000000.0|10000000.0	nan
cpd31431	-1069.44|6.85	nan
cpd31432	-79.78|2.28	95.69|1.89
cpd31433	-41.71|1.17	239.17|1.24
cpd31434	-172.81|4.27	-64.42|14323.50
cpd31435	-172.41|2.18	181.92|2.35
cpd31436	-217.46|4.1	nan
cpd31437	10000000.0|10000000.0	480.09|23900.57
cpd31438	-502.18|4.36	nan
cpd31439	-209.82|0.52	56.52|23900.57
cpd31440	21.09|2.91	194.82|2.14
cpd31441	10000000.0|10000000.0	nan
cpd31442	-747.71|4.3	152.32|3.40
cpd31443	-256.51|2.48	15.18|47801.15
cpd31444	-747.73|3.7	-261.83|2.29
cpd31445	10000000.0|10000000.0	nan
cpd31446	-27.73|2.67	nan
cpd31447	-28.78|7.32	250.27|23900.57
cpd31448	-14.69|0.58	99.42|0.44
cpd31449	10000000.0|10000000.0	nan
cpd31450	-37.75|3.95	nan
cpd31451	31.74|2.68	-11.92|15009.22
cpd31452	10000000.0|10000000.0	nan
cpd31453	10000000.0|10000000.0	nan
cpd31454	10000000.0|10000000.0	-8.69|23900.57
cpd31455	-225.09|5.88	-90.36|47801.15
cpd31456	-1281.3|6.42	-715.35|87586.97
cpd31457	10000000.0|10000000.0	nan
cpd31458	21.85|1.55	285.44|2.16
cpd31459	-182.53|9.2	nan
cpd31460	-140.64|2.5	nan
cpd31461	-751.42|3.99	-143.09|2.71
cpd31462	-251.54|3.64	141.89|11521.82
cpd31463	10000000.0|10000000.0	nan
cpd31464	-135.91|2.49	67.83|28222.58
cpd31465	-245.77|4.31	126.88|2.99
cpd31466	31.15|3.07	198.14|1.96
cpd31467	-391.72|10.27	nan
cpd31468	-325.16|0.84	-325.58|16900.26
cpd31469	-982.26|6.88	nan
cpd31470	268.74|6.19	nan
cpd31471	-176.99|3.79	nan
cpd31472	nan	nan
cpd31473	-67.5|1.01	219.53|1.13
cpd31474	-42.16|12.64	301.43|100204.32
cpd31475	-141.28|0.58	-82.53|0.48
cpd31476	10000000.0|10000000.0	nan
cpd31477	10000000.0|10000000.0	nan
cpd31478	-332.76|0.53	-226.01|23900.57
cpd31479	-365.81|4.91	-121.87|23900.57
cpd31480	-178.22|1.79	nan
cpd31481	-355.12|2.65	-138.77|2.82
cpd31482	-75.7|2.21	503.78|2.34
cpd31483	10000000.0|10000000.0	nan
cpd31484	17.6|9.91	296.63|75153.24
cpd31485	-780.01|4.0	-150.88|2.83
cpd31486	10000000.0|10000000.0	nan
cpd31487	-717.32|2.24	-467.06|1.12
cpd31488	-156.46|6.54	nan
cpd31489	-705.27|4.22	-103.69|3.10
cpd31490	-126.36|1.26	-56.93|0.83
cpd31491	-37.8|2.94	nan
cpd31492	-152.63|2.64	-174.37|3.58
cpd31493	-150.0|1.11	-125.62|16900.26
cpd31494	-288.21|2.08	-120.17|0.86
cpd31495	10000000.0|10000000.0	88.74|37308.02
cpd31496	10000000.0|10000000.0	nan
cpd31497	10000000.0|10000000.0	nan
cpd31498	-72.08|5.11	nan
cpd31499	nan	nan
cpd31500	8.78|4.69	nan
cpd31501	-467.7|3.27	140.99|2.27
cpd31502	-188.27|1.98	-192.38|1.88
cpd31503	-9.37|3.45	nan
cpd31504	-206.76|6.62	nan
cpd31505	44.0|6.1	nan
cpd31506	-403.29|3.44	nan
cpd31507	-131.85|2.27	456.55|2.49
cpd31508	10000000.0|10000000.0	nan
cpd31509	10000000.0|10000000.0	nan
cpd31510	-280.49|3.53	-186.85|4.61
cpd31511	-287.91|2.77	-40.73|1.04
cpd31512	73.64|3.07	nan
cpd31513	-283.33|2.81	63.44|2.09
cpd31514	-65.37|0.93	189.01|0.88
cpd31515	-353.5|10.24	nan
cpd31516	-784.85|8.29	nan
cpd31517	10000000.0|10000000.0	nan
cpd31518	-424.22|1.35	-326.72|0.45
cpd31519	-290.16|3.23	-43.54|1.99
cpd31520	-698.78|0.35	nan
cpd31521	-124.33|0.48	5.02|0.46
cpd31522	10000000.0|10000000.0	nan
cpd31523	-381.08|3.75	nan
cpd31524	-150.53|4.66	-122.52|23900.57
cpd31525	-214.4|2.29	-29.26|11521.82
cpd31526	-318.53|3.91	-126.98|23900.57
cpd31527	-120.54|1.12	nan
cpd31528	-121.24|1.73	nan
cpd31529	-5.06|1.83	262.10|1.71
cpd31530	-78.98|0.7	-9.64|0.85
cpd31531	-95.56|2.86	nan
cpd31532	-257.6|1.82	nan
cpd31533	138.12|8.99	nan
cpd31534	-39.18|1.18	253.75|1.26
cpd31535	95.88|2.0	286.39|23900.57
cpd31536	-73.98|1.28	199.21|2.18
cpd31537	-70.46|0.43	29.50|0.39
cpd31538	296.6|6.19	1331.79|7.21
cpd31539	-794.35|3.25	-515.65|1.58
cpd31540	-105.74|3.86	nan
cpd31541	-91.87|0.64	-48.11|0.53
cpd31542	-118.33|1.97	-35.23|2.37
cpd31543	-111.31|2.94	3.69|2.35
cpd31544	9.01|1.67	85.64|0.90
cpd31545	-251.44|6.76	nan
cpd31546	10000000.0|10000000.0	nan
cpd31547	-108.11|1.04	nan
cpd31548	-240.25|12.79	nan
cpd31549	10000000.0|10000000.0	nan
cpd31550	-143.18|4.65	80.67|25051.08
cpd31551	72.12|4.8	nan
cpd31552	-741.64|4.28	-482.78|1.67
cpd31553	38.59|1.93	161.35|1.55
cpd31554	-131.74|2.2	24.13|2.22
cpd31555	-603.04|2.87	157.91|16900.26
cpd31556	2.06|0.96	nan
cpd31557	-262.74|4.05	-145.03|6.40
cpd31558	-157.32|4.21	178.51|33800.52
cpd31559	-470.75|3.21	76.99|2.10
cpd31560	-317.21|3.26	441.21|16900.26
cpd31561	-170.75|1.96	6.66|1.01
cpd31562	-290.13|3.23	-150.55|2.57
cpd31563	-77.21|2.85	151.55|11521.82
cpd31564	-133.01|1.24	nan
cpd31565	-85.76|4.58	29.90|7504.61
cpd31566	-61.27|0.61	28.11|0.46
cpd31567	10000000.0|10000000.0	nan
cpd31568	10000000.0|10000000.0	nan
cpd31569	-188.95|0.79	-202.72|16900.26
cpd31570	nan	nan
cpd31571	-38.4|2.77	-4.81|16170.40
cpd31572	-356.85|7.75	nan
cpd31573	-166.0|1.23	nan
cpd31574	10000000.0|10000000.0	nan
cpd31575	-408.81|2.81	nan
cpd31576	25.29|1.66	89.44|1.11
cpd31577	-744.03|3.8	-189.32|2.44
cpd31578	10000000.0|10000000.0	306.69|3.39
cpd31579	-416.14|2.84	328.97|16900.26
cpd31580	-326.15|1.85	-99.28|2.13
cpd31581	-740.79|3.87	-147.01|2.55
cpd31582	10000000.0|10000000.0	nan
cpd31583	-324.5|1.87	-251.27|1.24
cpd31584	-80.54|0.54	-34.04|0.50
cpd31585	10000000.0|10000000.0	nan
cpd31586	-216.48|2.11	441.50|2.64
cpd31587	19.87|3.28	nan
cpd31588	-18.41|1.38	301.18|1.52
cpd31589	-82.08|0.34	29.10|0.40
cpd31590	-52.54|4.09	nan
cpd31591	-226.48|1.52	nan
cpd31592	-264.63|2.39	-75.76|23900.57
cpd31593	-320.45|3.12	398.90|16900.26
cpd31594	-397.7|3.46	-117.75|3.06
cpd31595	21.32|0.96	95.11|0.47
cpd31596	62.15|3.59	nan
cpd31597	-20.56|0.8	21.72|1.58
cpd31598	-154.73|0.73	-9.72|23900.57
cpd31599	-807.67|3.75	-269.00|2.18
cpd31600	-52.39|0.52	93.34|23900.57
cpd31601	-47.11|3.38	nan
cpd31602	256.56|7.37	976.71|6.15
cpd31603	-176.76|2.31	nan
cpd31604	-44.74|2.32	581.77|2.59
cpd31605	-56.18|4.69	nan
cpd31606	-85.85|0.55	nan
cpd31607	-422.9|1.49	-77.70|1.35
cpd31608	-5.17|0.7	151.14|0.72
cpd31609	10000000.0|10000000.0	nan
cpd31610	-176.4|1.61	-28.81|0.56
cpd31611	-8.82|3.06	72.94|23900.57
cpd31612	-17.58|2.15	-45.17|15009.22
cpd31613	-94.03|0.87	1.85|0.68
cpd31614	-286.69|3.18	nan
cpd31615	-473.99|3.15	34.67|2.00
cpd31616	-164.42|1.42	-77.52|1.25
cpd31617	-763.08|5.67	-0.89|16900.26
cpd31618	-320.91|3.46	-186.04|23900.57
cpd31619	-744.03|3.8	-189.32|2.44
cpd31620	-113.5|2.16	-38.65|2.28
cpd31621	-11.08|0.9	115.61|0.72
cpd31622	-122.23|2.55	-64.63|1.76
cpd31623	-493.36|4.5	-151.88|1.12
cpd31624	-332.62|2.83	354.91|2.95
cpd31625	-156.48|2.67	-75.16|23900.57
cpd31626	-114.3|4.01	nan
cpd31627	-676.43|4.52	-20.04|3.48
cpd31628	-164.22|2.21	-135.64|23900.57
cpd31629	-268.17|1.9	nan
cpd31630	10000000.0|10000000.0	nan
cpd31631	-589.26|2.99	-374.88|0.52
cpd31632	-100.49|1.25	224.43|1.26
cpd31633	-720.01|3.98	-105.68|2.77
cpd31634	-143.45|2.58	-42.24|2.46
cpd31635	-28.3|3.3	119.71|15009.22
cpd31636	-410.76|3.23	599.14|16900.26
cpd31637	10000000.0|10000000.0	223.68|48386.66
cpd31638	-218.28|1.54	-101.72|0.27
cpd31639	-148.3|0.29	-99.88|0.23
cpd31640	-29.07|12.68	294.14|100204.32
cpd31641	79.29|2.01	nan
cpd31642	-95.9|1.02	nan
cpd31643	-48.99|0.95	10.14|0.69
cpd31644	-96.31|3.45	127.91|3.09
cpd31645	10000000.0|10000000.0	64.12|5.27
cpd31646	10000000.0|10000000.0	-187.69|23900.57
cpd31647	10000000.0|10000000.0	45.85|15009.22
cpd31648	-25.44|2.6	nan
cpd31649	-693.72|6.03	nan
cpd31650	-182.07|1.03	nan
cpd31651	-244.71|1.95	nan
cpd31652	-291.1|4.45	-14.98|6.12
cpd31653	-291.49|1.67	-89.60|1.29
cpd31654	28.75|3.42	29.87|23900.57
cpd31655	-430.11|1.33	-314.18|0.45
cpd31656	-237.3|4.14	-75.16|28222.58
cpd31657	-56.37|1.38	-5.71|1.02
cpd31658	-515.25|3.35	nan
cpd31659	10000000.0|10000000.0	nan
cpd31660	-274.77|2.98	nan
cpd31661	110.57|7.59	nan
cpd31662	-535.24|4.53	-224.81|0.89
cpd31663	-62.13|1.46	-2.27|23900.57
cpd31664	-996.6|6.8	344.65|33800.52
cpd31665	-306.26|2.97	-54.75|0.91
cpd31666	33.56|2.51	nan
cpd31667	-923.81|3.65	nan
cpd31668	-85.36|2.34	100.16|15009.22
cpd31669	-6.81|0.98	83.18|0.77
cpd31670	-27.04|2.94	nan
cpd31671	-145.44|4.72	nan
cpd31672	-39.18|1.18	253.75|1.26
cpd31673	10000000.0|10000000.0	nan
cpd31674	-494.04|4.54	-273.08|23900.57
cpd31675	-76.1|2.83	-42.62|16170.40
cpd31676	-118.05|1.4	10.69|1.20
cpd31677	-132.87|2.5	-48.96|23900.57
cpd31678	-428.46|0.83	-312.41|0.30
cpd31679	-628.64|2.83	116.58|16900.26
cpd31680	-117.6|1.9	-48.77|1.20
cpd31681	10000000.0|10000000.0	nan
cpd31682	-296.51|2.83	nan
cpd31683	-64.48|1.57	37.09|1.20
cpd31684	10000000.0|10000000.0	nan
cpd31685	-405.79|8.16	nan
cpd31686	59.23|1.73	144.42|1.08
cpd31687	10.13|2.71	nan
cpd31688	10000000.0|10000000.0	nan
cpd31689	-598.65|7.43	785.14|16900.26
cpd31690	10000000.0|10000000.0	nan
cpd31691	10000000.0|10000000.0	nan
cpd31692	185.37|6.22	nan
cpd31693	-24.27|4.13	nan
cpd31694	-142.55|1.34	-91.13|23900.57
cpd31695	-58.36|2.45	626.56|2.62
cpd31696	-150.45|2.98	-63.54|23900.57
cpd31697	-306.32|4.43	nan
cpd31698	10000000.0|10000000.0	-270.95|33800.52
cpd31699	-220.16|3.41	474.35|23900.57
cpd31700	55.5|1.77	110.52|1.00
cpd31701	-228.18|1.69	4.12|1.68
cpd31702	-313.21|7.1	-65.15|52837.70
cpd31703	nan	nan
cpd31704	-176.4|1.61	-28.81|0.56
cpd31705	-295.13|7.42	30.01|56445.16
cpd31706	10000000.0|10000000.0	nan
cpd31707	10000000.0|10000000.0	nan
cpd31708	-126.36|1.26	-56.94|0.83
cpd31709	-179.55|1.1	-82.56|0.49
cpd31710	-133.58|1.72	-68.83|1.59
cpd31711	-290.93|3.6	nan
cpd31712	-1188.37|11.47	nan
cpd31713	-510.39|3.4	nan
