rxn_id	kegg_rxn_id	dG_mean_kcal_per_mol	dG_uncer_kcal_per_mol	operator
rxn00690	R00943	-1.33	0.03	=
rxn00691	R00944	-5.06	0.03	>
rxn00692	R00945	1.7	0.03	=
rxn00693	R00946	-9.07	0.34	=
rxn00695	R00948	-0.36	0.02	=
rxn00696	R00949	-4.56	0.02	=
rxn00697	R00951	-7.97	0.02	>
rxn00698	R00952; R06056	1.61	0.03	=
rxn00699	R00953; R06058	0.64	0.03	=
rxn00700	R00954	0.51	0.03	=
rxn00701	R00955	-2.39	0.22	=
rxn00702	R00956	-0.38	0.02	=
rxn00703	R00957; R06061	-5.12	0.03	>
rxn00704	R00959; R08639	0.89	0.14	=
rxn00705	R00960	2.18	0.25	=
rxn00706	R00961	-5.75	0.02	>
rxn00707	R00962	-3.42	0.02	=
rxn00708	R00963	-2.81	0.02	>
rxn00709	R00964	-3.59	0.02	=
rxn00710	R00965	1.17	0.4	>
rxn00711	R00966	3.14	0.03	<
rxn00712	R00967	-3.37	0.02	=
rxn00713	R00968	-3.6	0.02	=
rxn00714	R00969	-8.15	0.03	>
rxn00715	R00970	-3.59	0.02	=
rxn00716	R00973	-1.76	0.38	>
rxn00717	R00974	-13.74	0.51	>
rxn00718	R00975	-14.36	0.5	>
rxn00719	R00977	17.84	0.5	<
rxn00720	R00978	17.26	0.5	<
rxn00721	R00979	70.27	0.49	<
rxn00722	R00980	-80.31	0.35	>
rxn00723	R00982	-0.01	0.43	=
rxn00724	R00983	-156.35	0.55	>
rxn00725	R00984	-10.77	0.76	>
rxn00726	R00985	-12.9	0.62	>
rxn00727	R00986	-15.68	0.62	>
rxn00728	R00987	-9.39	0.37	>
rxn00729	R00988	0.86	0.35	=
rxn00730	R00989	-12.26	0.39	>
rxn00731	R00990	-4.33	0.37	>
rxn00735	R00994	2.28	0.2	<
rxn00736	R00995	8.31	0.21	<
rxn00737	R00996	-6.45	0.04	>
rxn00738	R00997	6.77	0.29	=
rxn00739	R00998	5.11	0.17	<
rxn00740	R00999	-16.75	0.22	>
rxn00741	R01000	4.58	0.03	=
rxn00742	R01001	1.63	0.32	>
rxn00743	R01010	-3.91	0.02	>
rxn00744	R01011	-2.48	0.02	=
rxn00745	R01012	-9.06	0.03	>
rxn00746	R01014	4.64	0.03	=
rxn00747	R01015	-1.83	0.02	=
rxn00748	R01016	-16.98	0.19	>
rxn00749	R01019	19.54	0.98	<
rxn00750		19.54	0.98	<
rxn00751	R01021	-4.38	0.02	=
rxn00752	R01022	-27.16	0.2	>
rxn00753	R01023	-2.32	0.03	>
rxn00754	R01026	-4.92	0.03	>
rxn00758	R01030	-6.54	0.32	>
rxn00759		-6.54	0.32	>
rxn00760		-6.54	0.32	=
rxn00761		-6.54	0.32	>
rxn00762	R01034	6.15	0.03	=
rxn00763	R01036	8.94	0.03	=
rxn00764	R01039	5.57	0.03	=
rxn00765	R01041	8.36	0.03	=
rxn00766	R01043	-0.62	0.2	>
rxn00767	R01044	1.78	0.15	=
rxn00768	R01047	-9.34	0.13	>
rxn00769	R01048	-9.0	0.15	>
rxn00770	R01049	-0.54	0.03	=
rxn00771	R01050	-0.06	0.03	=
rxn00772	R01051	-3.43	0.02	=
rxn00773	R01052	7.24	0.25	=
rxn00774	R01053	1.67	0.32	=
rxn00775	R01054	-12.99	0.25	>
rxn00776	R01055	-5.84	0.44	=
rxn00777	R01056	0.25	0.03	=
rxn00778	R01057	-1.97	0.03	=
rxn00779	R01058	-9.57	0.02	>
rxn00780	R01059	-3.45	0.02	=
rxn00781	R01061	1.85	0.02	<
rxn00782	R01063	1.27	0.02	<
rxn00783	R01064	3.13	0.03	=
rxn00784	R01066	4.97	0.03	=
rxn00785	R01067	2.8	0.03	=
rxn00786	R01068	5.31	0.02	=
rxn00787	R01069	2.01	0.13	=
rxn00789	R01071	42.6	0.59	<
rxn00790	R01072	2.49	0.32	<
rxn00791	R01073	22.8	0.43	<
rxn00792	R01074	13.82	0.32	<
rxn00793	R01075	-0.97	0.02	=
rxn00794	R01076	-2.77	0.03	>
rxn00795	R01077	1.62	0.63	=
rxn00796		1.62	0.63	=
rxn00797	R01080	-4.81	0.03	>
rxn00798	R01081	0.86	0.03	=
rxn00799	R01082	0.82	0.02	=
rxn00800	R01083	1.93	0.03	=
rxn00801	R01085	-4.35	0.42	>
rxn00802	R01086	3.01	0.03	=
rxn00803	R01087	-1.2	0.04	=
rxn00804	R01088	8.92	0.03	=
rxn00805	R01089	-3.68	0.26	>
rxn00806	R01090	-0.3	0.03	=
rxn00807	R01091	-2.82	0.2	=
rxn00808	R01092	-5.74	0.33	=
rxn00809		-5.74	0.33	=
rxn00810	R01094	-3.48	0.03	=
rxn00811		-3.48	0.03	=
rxn00812	R01096	-0.79	0.03	=
rxn00813	R01097	-4.06	0.03	=
rxn00814	R01098	-39.93	0.16	>
rxn00815	R01099	-26.16	0.22	>
rxn00816	R01100; R06114	-2.88	0.03	>
rxn00817	R01101; R06091	-2.17	0.03	=
rxn00818	R01103; R06070	-1.34	0.03	=
rxn00819	R01104	1.05	0.37	=
rxn00820		1.05	0.37	=
rxn00821	R01108	-12.23	0.75	=
rxn00822	R01109	1.26	0.03	=
rxn00824	R01111	0.15	0.03	=
rxn00826	R01113	5.68	0.06	=
rxn00827	R01117	11.35	0.39	<
rxn00829	R01121	-19.44	0.67	>
rxn00830	R01123	-1.18	0.03	=
rxn00831	R01126	-2.96	0.02	>
rxn00832	R01127	-18.93	0.66	>
rxn00833	R01128	-2.38	0.03	>
rxn00834	R01130	1.4	0.44	=
rxn00835	R01131	-3.43	0.02	=
rxn00836	R01132	5.41	0.03	<
rxn00837	R01134	1.48	0.47	<
rxn00838	R01135	0.75	0.03	=
rxn00839	R01137	0.0	0.02	=
rxn00840	R01138	6.57	0.02	=
rxn00841	R01139	-3.43	0.02	=
rxn00842	R01140	-3.43	0.02	=
rxn00843	R01142	-91.22	0.05	>
rxn00844	R01143	-90.64	0.05	>
rxn00845	R01144	11.12	0.32	=
rxn00846	R01145	-9.96	0.53	>
rxn00847		-9.96	0.53	>
rxn00848	R01147	-0.47	0.04	=
rxn00849	R01148	0.2	0.03	=
rxn00850	R01149	-1.94	0.21	=
rxn00851	R01150	-1.45	0.38	=
rxn00852	R01151	-20.94	0.04	>
rxn00853	R01152	-6.16	0.05	>
rxn00854	R01153	6.63	0.76	=
rxn00855	R01154	-0.69	0.25	=
rxn00856	R01155	2.04	0.03	=
rxn00857	R01156	-6.55	0.25	>
rxn00858	R01157	-6.86	0.06	>
rxn00859	R01158	1.38	0.27	=
rxn00860	R01159	1.68	0.87	=
rxn00861	R01160	-2.22	0.32	>
rxn00862	R01161	-1.42	0.26	=
rxn00863	R01163	-2.28	0.28	=
rxn00864	R01164	-4.75	0.43	>
rxn00865	R01166	-1.64	0.43	=
rxn00866	R01167	-8.69	0.28	>
rxn00867	R01168	1.19	0.03	>
rxn00868	R01171	12.57	0.04	<
rxn00869	R01172	2.04	0.03	<
rxn00870	R01173	1.46	0.03	<
rxn00871	R01174	2.13	0.21	=
rxn00872	R01175	8.14	0.04	=
rxn00873	R01176	-0.98	0.02	=
rxn00874	R01177	2.55	0.19	=
rxn00875	R01179	-0.11	0.02	=
rxn00876	R01180	7.4	0.25	<
rxn00877	R01181	0.43	0.23	=
rxn00878	R01182	2.63	0.51	=
rxn00879	R01183	12.62	0.48	<
rxn00880	R01184	-92.67	0.5	>
rxn00881	R01185	-9.02	0.51	>
rxn00882	R01186	-2.57	0.51	>
rxn00883	R01187	-0.8	0.49	>
rxn00884	R01188	-2.74	0.86	=
rxn00885	R01189	-7.84	0.84	=
rxn00886	R01190	-9.27	0.85	=
rxn00887		-9.27	0.85	=
rxn00888	R01192; R06214	-3.25	0.03	=
rxn00889	R01193	-18.72	0.53	>
rxn00890	R01194; R06093	-2.17	0.03	=
rxn00891	R01200	-1.8	0.32	=
rxn00892	R01201	-3.43	0.02	=
rxn00893	R01202	-13.22	0.3	>
rxn00894	R01203	-39.16	0.29	>
rxn00895	R01204	-5.45	0.32	>
rxn00896	R01205; R06055	-0.53	0.26	=
rxn00897	R01201; R01207	-1.33	0.03	=
rxn00898	R01209	-12.32	0.43	>
rxn00899	R01210	-5.69	0.16	=
rxn00900	R01211	2.45	0.39	>
rxn00901	R01212	10.49	0.19	=
rxn00902	R01213	8.21	0.17	<
rxn00903	R01214	1.86	0.19	=
rxn00904	R01215	1.7	0.19	=
rxn00905	R01216	12.16	0.41	<
rxn00906	R01218	2.41	0.03	=
rxn00907	R01220	1.83	0.03	=
rxn00908	R01221	5.84	0.04	=
rxn00909		5.84	0.04	=
rxn00910	R01224	8.85	0.04	=
rxn00911	R01225	0.78	0.03	=
rxn00912	R01226	-6.18	0.41	=
rxn00913	R01227	-3.0	0.02	>
rxn00914	R01228	-3.4	0.02	=
rxn00915	R01229	5.93	0.03	<
rxn00916	R01230	-7.66	0.57	>
rxn00917	R01231	-10.44	0.57	>
rxn00918	R01232	-8.79	0.03	>
rxn00919	R01233	-8.88	0.03	>
rxn00920	R01234	-10.0	0.03	>
rxn00921	R01238	0.38	0.04	>
rxn00922	R01239	-22.48	0.82	>
rxn00923	R01240	-12.62	0.47	>
rxn00924	R01241; R07342	0.0	0.47	=
rxn00925	R01243	-11.88	0.62	>
rxn00926	R01244	-4.99	0.03	>
rxn00927	R01245	-3.04	0.03	>
rxn00928	R01246	6.3	0.03	=
rxn00929	R01248	12.98	0.03	<
rxn00930	R01249	5.72	0.03	=
rxn00931	R01251	12.39	0.03	<
rxn00932	R01252	-102.07	0.32	>
rxn00933	R01255	4.41	0.36	=
rxn00934	R01256	-0.68	0.03	=
rxn00935	R01257	2.9	0.03	=
rxn00936	R01266	7.13	0.43	=
rxn00937	R01267	-3.54	0.33	=
rxn00938	R01268	-6.41	0.51	>
rxn00939	R01269	-10.65	0.84	>
rxn00940	R01270	-9.17	0.04	>
rxn00941	R01271	-1.38	0.04	=
rxn00942	R01273	-8.54	0.04	>
rxn00943	R01274	-7.35	0.02	>
rxn00944	R01277	2.04	0.03	<
rxn00945	R01278	9.37	0.19	<
rxn00946	R01279	5.53	0.19	=
rxn00947	R01280	-0.98	0.02	=
rxn00948	R01281	-5.74	0.25	>
rxn00949	R01283	0.53	0.33	>
rxn00950	R01285	-2.13	0.59	>
rxn00952	R01287	-17.81	0.37	>
rxn00953	R01289	-5.0	0.59	=
rxn00955		-5.0	0.59	>
rxn00956	R01110; R01292	-0.71	0.56	=
rxn00957	R01293	-10.76	0.32	>
rxn00958	R01294	-11.34	0.32	>
rxn00959	R01295	-95.9	0.05	>
rxn00960	R01296	-81.74	0.43	>
rxn00961	R01297	-96.11	0.06	>
rxn00962	R01298	-81.15	0.43	>
rxn00963	R01299	-95.52	0.06	>
rxn00964	R01300	2.62	0.43	=
rxn00965	R01301	-10.95	0.43	>
rxn00966	R01302	12.17	0.62	<
rxn00967	R01304	-12.62	0.47	>
rxn00968	R01305	-123.04	0.36	>
rxn00969		-123.04	0.36	>
rxn00970	R01308	7.69	0.05	<
rxn00971	R01322	0.21	0.21	=
rxn00972	R01323	-0.64	0.21	=
rxn00973	R01324	1.81	0.02	=
rxn00974	R01325	1.99	0.03	=
rxn00975	R01326	-4.26	0.03	=
rxn00976	R01327	-4.26	0.03	=
rxn00977	R01329; R06142	-2.17	0.03	=
rxn00978	R01330	-4.26	0.03	=
rxn00979	R01333	-13.74	0.05	>
rxn00980	R01334	-6.88	0.11	>
rxn00981	R01336	1.9	0.27	=
rxn00985	R01353	8.26	0.18	=
rxn00986	R01354	19.01	0.29	<
rxn00987	R01355	0.34	0.03	=
rxn00988	R01357	0.76	0.03	=
rxn00989	R01358	-9.08	0.03	>
rxn00990	R01359	-1.84	0.03	=
rxn00991	R01360	-0.66	0.2	=
rxn00992	R01361	2.72	0.03	=
rxn00993	R01364	2.98	0.46	<
rxn00994	R01365	1.73	0.02	=
rxn00995	R01366	-3.56	0.04	>
rxn00996	R01367	-22.02	0.55	>
rxn00997	R01370	9.64	0.21	<
rxn00998	R01371	9.05	0.21	=
rxn00999	R01372	-102.56	0.28	>
rxn01000	R01373	6.23	0.86	=
rxn01001	R01375	0.42	0.03	=
rxn01002	R01376	-10.96	0.05	>
rxn01003	R01377	-5.36	0.25	>
rxn01004	R01378	-0.0	0.02	=
rxn01005	R01381	-1.91	0.03	=
rxn01007	R01384	-5.4	0.32	>
rxn01008	R01385	-0.26	0.03	=
rxn01009	R01386	-1.34	0.41	>
rxn01010	R01387	-1.04	0.31	=
rxn01011	R01388	7.52	0.02	=
rxn01012	R01390	4.87	0.22	<
rxn01013	R01392	6.94	0.02	=
rxn01014	R01393	-4.29	0.05	>
rxn01015	R01394	0.43	0.03	=
rxn01016	R01395	4.03	0.03	=
rxn01017	R01396	-6.9	0.03	>
rxn01018	R01397	-5.04	0.03	>
rxn01019	R01398	-6.9	0.03	>
rxn01020	R01399	-6.61	0.03	>
rxn01021	R01401	0.46	0.23	=
rxn01022	R01402	2.72	0.03	<
rxn01023	R01201; R01207; R01408	0.23	0.24	=
rxn01024	R01201; R01207; R01408; R01410	-8.14	0.28	=
rxn01025	R01411	-8.93	0.51	>
rxn01026	R01412	-106.09	0.41	>
rxn01027	R01414	17.79	0.59	<
rxn01028	R01415	18.81	0.61	<
rxn01029	R01416	-8.02	0.04	>
rxn01030	R01417	108.26	0.48	<
rxn01031	R01418	6.86	0.06	<
rxn01032	R01419; R01486	-11.1	0.32	>
rxn01033	R01420	-11.68	0.32	>
rxn01034	R01421	-30.15	0.37	>
rxn01035	R01422	2.76	0.43	=
rxn01036	R01423	-39.98	0.4	>
rxn01037	R01424	-4.1	0.42	>
rxn01038	R01425	-4.79	0.42	>
rxn01039	R01426	7.69	0.05	<
rxn01041	R01429	-6.28	0.26	=
rxn01042	R01430	-6.87	0.26	=
rxn01043	R01431	3.6	0.03	=
rxn01044	R01432	0.83	0.02	=
rxn01045	R01434	11.08	0.19	=
rxn01046	R01437	-5.17	0.25	>
rxn01048	R01440	-5.09	0.03	=
rxn01049	R01441	-4.88	0.22	=
rxn01050	R01442	-35.64	0.14	>
rxn01051	R01444; R06105	-3.85	0.03	>
rxn01052	R01445	5.41	0.2	<
rxn01053	R01446	-8.57	0.13	=
rxn01054	R01447	-0.74	0.02	=
rxn01055		-0.74	0.02	=
rxn01056	R01449	2.64	0.16	=
rxn01057	R01450	0.74	0.03	=
rxn01058	R01451	10.36	1.02	<
rxn01059		10.36	1.02	<
rxn01060	R01453	-77.75	0.67	>
rxn01061		-77.75	0.67	>
rxn01062	R01456	9.77	1.02	=
rxn01063	R01457	-8.28	0.63	=
rxn01064	R01459	-25.64	0.52	>
rxn01065	R01460	2.39	0.36	=
rxn01067	R01463	-93.85	0.32	>
rxn01068	R01465	4.56	0.23	=
rxn01069	R01466	-9.64	0.15	>
rxn01070	R01467	2.1	0.16	=
rxn01071	R01468	-4.31	0.15	=
rxn01072	R01469	-21.43	0.22	>
rxn01073	R01470	-6.68	0.35	>
rxn01074	R01471	-2.42	0.22	>
rxn01075	R01473	-0.03	0.03	=
rxn01076	R01476	-2.51	0.18	=
rxn01077		-2.51	0.18	=
rxn01079	R01481	8.13	0.25	=
rxn01080	R01482	0.15	0.03	=
rxn01081	R01483	-1.09	0.29	=
rxn01082	R01484	0.17	0.3	=
rxn01083	R01485	-2.22	0.51	>
rxn01084	R01492	-125.15	0.03	>
rxn01093	R01504	34.11	0.4	<
rxn01094	R01505	20.47	0.6	<
rxn01095	R01506	-121.6	0.54	>
rxn01096	R01507	-113.46	0.53	>
rxn01097		-113.46	0.53	>
rxn01098		-113.46	0.53	>
rxn01099	R01511	-2.38	0.02	>
rxn01100	R01512	4.44	0.02	=
rxn01101	R01513	8.49	0.02	=
rxn01102	R01514	-4.02	0.02	=
rxn01103	R01515	-10.83	0.02	>
rxn01104	R01516	-2.23	0.02	>
rxn01105	R01517	4.43	0.02	=
rxn01106	R01518	-0.98	0.02	=
rxn01107	R01519	-4.57	0.03	>
rxn01108	R01520	-4.71	0.25	=
rxn01109	R01521	-5.29	0.25	=
rxn01110	R01522	-36.92	0.25	>
rxn01111	R01523	-3.59	0.02	=
rxn01112	R01524	7.89	0.27	=
rxn01113	R01525	7.3	0.27	=
rxn01114	R01526	-4.04	0.03	=
rxn01115	R01528	2.61	0.04	>
rxn01116	R01529	-1.14	0.03	=
rxn01117	R01530	0.84	0.03	=
rxn01118	R01533	-105.89	0.52	>
rxn01119	R01535	1.53	0.23	=
rxn01121	R01538	-11.58	0.04	>
rxn01122	R01540	-14.88	0.08	>
rxn01123	R01541	-2.79	0.04	=
rxn01124	R01542	4.98	0.21	=
rxn01125	R01543	2.45	0.13	=
rxn01126	R01544	-7.48	0.12	>
rxn01127	R01547	-0.64	0.02	=
rxn01128	R01548	-3.42	0.02	=
rxn01129	R01549	-3.59	0.02	=
rxn01130	R01550	-1.7	0.02	=
rxn01131	R01553	15.51	0.48	<
rxn01132	R01555; R06040	3.6	0.26	<
rxn01133	R01556; R06251	-4.24	0.19	>
rxn01134	R01557; R06218	-0.88	0.03	=
rxn01135	R01558	-3.76	0.04	>
rxn01136	R01559	-1.93	0.04	=
rxn01137	R01560	-5.65	0.02	>
rxn01138	R01561	1.9	0.03	=
rxn01139	R01562	-1.08	0.21	>
rxn01140	R01563	-2.75	0.4	>
rxn01141	R01564	-11.64	0.37	>
rxn01142	R01566	-6.89	0.27	>
rxn01143	R01567	-3.59	0.02	=
rxn01144	R01568	-2.94	0.02	=
rxn01145	R01569	-2.81	0.02	>
rxn01146	R01570	0.04	0.04	=
rxn01147	R01571	-0.16	0.02	=
rxn01148	R01573	-3.64	0.03	=
rxn01149	R01574	-2.55	0.17	=
rxn01150	R01575	-3.13	0.17	=
rxn01151	R01576	7.52	0.23	=
rxn01152	R01577	1.25	0.03	=
rxn01153	R01579	-2.78	0.03	>
rxn01154	R01580	-0.27	0.04	=
rxn01156	R01582	4.1	0.22	=
rxn01157	R01583	-2.0	0.03	=
rxn01158	R01584	8.22	0.28	=
rxn01159	R01585	-9.62	0.3	>
rxn01160	R01586	1.95	0.29	=
rxn01161	R01587	2.69	0.3	=
rxn01162	R01589	-3.84	0.39	>
rxn01163	R01590	-60.43	1.41	>
rxn01164	R01593	-23.76	0.59	>
rxn01165	R01594	-27.71	0.93	>
rxn01166	R01595	-23.76	0.59	>
rxn01167	R01596	-25.41	0.93	>
rxn01168	R01598	-0.98	0.02	=
rxn01169	R01600	-3.43	0.02	=
rxn01170	R00534	-29.06	0.54	>
rxn01171	R01602	-0.32	0.03	=
rxn01172	R01604	-5.45	0.13	=
rxn01173	R01607	-6.03	0.13	=
rxn01174	R01608	5.71	0.03	=
rxn01175	R01609	26.86	0.53	<
rxn01176	R05378	5.16	0.18	=
rxn01177	R01611	-19.66	0.66	>
rxn01178		-19.66	0.66	>
rxn01179	R01613	31.96	0.95	=
rxn01180	R01614	-20.29	0.96	>
rxn01181	R01615	2.64	0.38	=
rxn01182	R01616	-10.2	0.39	>
rxn01183	R01617	-3.86	0.43	>
rxn01184	R01618	-10.87	0.03	>
rxn01185	R01619	77.62	0.44	<
rxn01186	R01620	-3.36	0.25	>
rxn01187	R01621	-14.23	0.03	>
rxn01188	R01627	-4.89	0.61	=
rxn01189	R01628	-83.15	0.36	>
rxn01190	R01629	-88.26	0.19	>
rxn01191	R01630	-87.68	0.19	>
rxn01192	R01631	-123.65	0.73	>
rxn01193	R01632	-105.38	0.56	>
rxn01194	R01633	16.97	0.72	<
rxn01195	R01634	-0.33	0.3	>
rxn01196	R01635	0.25	0.33	>
rxn01197	R01636	-110.21	0.69	>
rxn01199	R01639	-5.12	0.03	=
rxn01200	R01641	1.38	0.03	=
rxn01201	R01644	2.88	0.03	=
rxn01202	R01645	3.55	0.19	=
rxn01203	R01647	-3.55	0.19	=
rxn01204	R01648	1.46	0.03	=
rxn01205	R01649	-1.57	0.46	>
rxn01206	R01650	-25.22	0.42	>
rxn01207	R01651	-5.36	0.18	=
rxn01208	R01652	4.49	0.28	<
rxn01209		4.49	0.28	=
rxn01210	R01654	-14.63	0.83	>
rxn01211	R01655	-1.12	0.03	=
rxn01212	R01657	-31.97	0.5	>
rxn01213	R01658	-21.24	0.89	>
rxn01214	R01659	-22.02	0.89	>
rxn01215	R01660	-9.0	0.02	=
rxn01216	R01662	-8.6	0.02	>
rxn01217	R01663	-3.88	0.03	>
rxn01218	R01664	-2.98	0.02	>
rxn01219	R01665	-0.61	0.02	=
rxn01220	R01666	-3.41	0.02	=
rxn01221	R01667	-5.79	0.02	>
rxn01222	R01668	-8.37	0.02	>
rxn01223	R01669	-2.63	0.39	=
rxn01224	R01670	-12.82	0.34	>
rxn01225	R01676	-1.13	0.57	>
rxn01226	R01677	-1.83	0.03	=
rxn01228		-1.83	0.03	>
rxn01229		-1.83	0.03	=
rxn01230	R01681	27.11	0.39	<
rxn01231	R01682	-8.65	0.27	>
rxn01232	R01683	8.96	0.37	=
rxn01233	R01684	1.77	0.19	=
rxn01236	R01688	3.08	0.21	=
rxn01237	R01689	11.55	0.26	<
rxn01238	R01690	-22.15	0.32	>
rxn01239	R01694	4.66	0.03	=
rxn01240	R01695	-26.97	0.05	>
rxn01241	R01698	1.46	0.02	=
rxn01246	R01703	-142.71	0.06	>
rxn01247	R01704	-5.31	0.03	=
rxn01248	R01707	13.0	0.57	<
rxn01249	R01708	6.78	0.03	=
rxn01250		6.78	0.03	=
rxn01251	R01710	-22.76	0.05	>
rxn01252	R01711	-24.85	0.05	>
rxn01253	R01712	0.07	0.03	=
rxn01254	R01713	-0.49	0.03	=
rxn01255	R01714	-15.41	0.58	>
rxn01256	R01715	-30.45	0.84	>
rxn01257	R01716	-3.94	0.04	=
rxn01258	R01717	0.24	0.03	=
rxn01259		0.24	0.03	=
rxn01261	R01720	39.68	0.59	<
rxn01262	R01721	-11.85	0.84	>
rxn01263	R01722	-6.1	0.2	=
rxn01264		-6.1	0.2	=
rxn01265	R01724	6.9	0.03	<
rxn01268	R01728	20.85	0.86	<
rxn01269	R01730	20.26	0.86	<
rxn01270	R01731	-1.8	0.24	=
rxn01271	R01732	26.72	0.79	<
rxn01273	R01735	-7.62	0.31	=
rxn01274	R01736	-3.4	0.19	>
rxn01275	R01737	-4.03	0.02	=
rxn01276	R01738	2.39	0.21	=
rxn01277	R01739	4.6	0.03	=
rxn01278	R01740	1.81	0.21	=
rxn01279	R01741	0.75	0.04	=
rxn01280	R01745	7.95	0.03	=
rxn01281	R01747	7.37	0.03	=
rxn01282	R01748	-3.36	0.02	>
rxn01283	R01749	12.4	0.22	<
rxn01284	R01750	11.81	0.22	<
rxn01285	R01751	-6.31	0.16	>
rxn01286	R01752	-8.41	0.02	=
rxn01287	R01754	-3.29	0.38	=
rxn01288		-3.29	0.38	=
rxn01289	R01757	-7.24	0.26	=
rxn01290	R01758	10.19	0.28	<
rxn01291	R01759	9.61	0.28	<
rxn01292	R01761	1.16	0.03	=
rxn01293	R01487; R01763	4.98	0.03	=
rxn01294	R01764	-2.9	0.41	>
rxn01295	R01766	-4.16	0.4	>
rxn01296	R01767	19.58	0.5	<
rxn01297	R01768	1.45	0.44	=
rxn01298	R01769	-30.76	0.44	>
rxn01299	R01770	-2.38	0.03	>
rxn01300	R01771	-4.08	0.15	=
rxn01301	R01773	6.04	0.03	=
rxn01302	R01775	5.46	0.03	=
rxn01303	R01776	-3.75	0.17	>
rxn01304	R01777	-3.53	0.22	>
rxn01305	R01781	5.31	0.15	=
rxn01306	R01782	4.24	0.19	=
rxn01307	R01784	4.73	0.03	=
rxn01308	R01785	0.35	0.05	=
rxn01310	R01787	7.16	0.25	=
rxn01313	R01793	4.96	0.77	=
rxn01314	R01794	5.54	0.77	=
rxn01315	R01795	-101.44	0.77	>
rxn01316	R01804	14.84	0.03	<
rxn01317	R01805	-2.59	0.08	>
rxn01318	R01806	7.09	0.4	=
rxn01319	R01807	8.0	0.4	=
rxn01320	R01808	6.48	0.38	=
rxn01322	R01201; R01207; R01408; R01410; R01811	-6.14	0.23	>
rxn01323	R01812	9.18	0.6	=
rxn01324	R01813	-1.85	0.41	=
rxn01325	R01814	-98.43	0.82	>
rxn01326	R01815	-84.78	0.88	>
rxn01327	R01816	-96.8	0.79	>
rxn01328	R01817	2.12	0.03	=
rxn01329	R01818	1.1	0.03	=
rxn01331	R01825	-6.6	0.14	=
rxn01332	R01826	-17.87	0.04	>
rxn01333	R01827; R08575	3.24	0.12	=
rxn01334	R01829	3.91	0.03	=
rxn01336	R01836	0.85	0.03	=
rxn01337	R01837	6.21	0.56	=
rxn01338	R01838	0.27	0.03	=
rxn01341	R01841	3.38	0.73	=
rxn01342		3.38	0.73	=
rxn01343	R01843	-2.75	0.03	=
rxn01344	R01844	-5.77	0.13	=
rxn01345	R01845	-3.64	0.03	>
rxn01346		-3.64	0.03	=
rxn01347		-3.64	0.03	=
rxn01348		-3.64	0.03	=
rxn01349	R01850	1.37	0.37	=
rxn01350	R01851	-13.12	0.39	>
rxn01351	R01855	-8.39	0.02	>
rxn01352	R01856	-6.9	0.02	>
rxn01353	R01857	0.01	0.02	=
rxn01354	R01858	6.56	0.02	=
rxn01355	R01859	-0.62	0.13	=
rxn01356	R01860	0.37	0.04	>
rxn01357	R01861	35.26	0.55	<
rxn01358	R01863	2.56	0.03	<
rxn01359	R01866	2.52	0.03	=
rxn01360	R01867	-13.64	0.03	>
rxn01361	R01869	3.11	0.03	=
rxn01362	R01870	-3.45	0.03	=
rxn01363	R01872	3.97	0.03	=
rxn01364	R01873	34.53	0.98	<
rxn01365	R01874	2.45	0.26	>
rxn01366	R01876	0.13	0.03	=
rxn01367	R01877	-0.88	0.21	>
rxn01368	R01878	-3.77	0.03	>
rxn01369	R01879	-108.59	0.21	>
rxn01370	R01880	-3.6	0.02	=
rxn01371	R01881	3.15	0.02	=
rxn01372	R01882	-9.55	0.02	>
rxn01373	R01883	12.26	0.7	<
rxn01374	R01884	0.84	0.04	=
rxn01375	R01885	-11.03	0.25	>
rxn01376	R01886	15.92	0.41	<
rxn01377	R01887	5.61	0.32	=
rxn01378	R01888	0.22	0.18	=
rxn01379	R01889	-0.51	0.31	=
rxn01380	R01890	-0.3	0.03	=
rxn01383	R01895	4.7	0.03	=
rxn01385	R01896	5.02	0.03	=
rxn01386	R01898	-0.65	0.03	=
rxn01387	R01899	5.08	0.18	=
rxn01388	R01900	0.18	0.03	=
rxn01389	R01901	-5.49	0.29	=
rxn01390	R01902	-2.65	0.02	=
rxn01391	R01903	8.8	0.27	=
rxn01392	R01904	4.94	0.03	=
rxn01393	R01905	0.56	0.23	>
rxn01394	R01906	0.18	0.18	=
rxn01395	R01908	12.92	0.25	<
rxn01396	R01909	-7.08	0.31	=
rxn01397	R01910	-29.26	0.3	>
rxn01398	R01911	-0.69	0.31	<
rxn01399	R01912	-5.38	0.36	=
rxn01401	R01914	-14.85	0.49	>
rxn01402		-14.85	0.49	>
rxn01403	R01917	-3.19	0.31	>
rxn01404	R01918	-3.21	0.31	>
rxn01405	R01919	1.49	0.17	=
rxn01406	R01920	-4.21	0.85	=
rxn01407	R01921	6.36	0.03	=
rxn01408	R01922	-7.13	0.2	>
rxn01409	R01923	0.45	0.03	=
rxn01410	R01925	-0.26	0.03	=
rxn01411	R01926	-3.41	0.02	=
rxn01412		-3.41	0.02	=
rxn01413	R01928	-6.73	0.35	=
rxn01414	R01929	-2.19	0.27	=
rxn01415	R01930	-38.41	0.89	>
rxn01416	R01931	-88.84	0.6	>
rxn01417	R01932	-5.58	0.18	=
rxn01418	R01933	-3.93	0.05	=
rxn01419	R01934	2.3	0.04	>
rxn01420	R01936	-5.29	0.23	>
rxn01421	R01937	10.74	0.68	<
