ModelSEED ID	Layer	External IDs
cpd21121	t:4-,5-,7-,8+,9+,10-,11+,12-,15-,16-	C19881
cpd21124	c:1-5-9-13-17-21-25-29-33-37-41-52(78)45-59(82)75-63-69(98-61(84)47-54(80)43-39-35-31-27-23-19-15-11-7-3)66(87)58(97-72(63)101-103(89,90)91)51-95-71-64(76-60(83)46-53(79)42-38-34-30-26-22-18-14-10-6-2)70(99-62(85)48-55(81)44-40-36-32-28-24-20-16-12-8-4)68(57(49-77)96-71)100-104(92,93)102-73-67(88)65(86)56(74)50-94-73	CPD-13350
cpd21124	c:1-5-9-13-17-21-25-29-33-37-41-52(78)45-59(82)75-63-69(98-61(84)47-54(80)43-39-35-31-27-23-19-15-11-7-3)66(87)58(97-72(63)101-104(92,93)102-73-67(88)65(86)56(74)50-94-73)51-95-71-64(76-60(83)46-53(79)42-38-34-30-26-22-18-14-10-6-2)70(68(57(49-77)96-71)100-103(89,90)91)99-62(85)48-55(81)44-40-36-32-28-24-20-16-12-8-4	C19884
cpd21133	t:12-,15+	C19893
cpd21133	t:12-,15?	CPD-11433
cpd21170	t:10-,12-,13-,16-,17-,18?,20+,21+	C19931
cpd21170	t:10-,12?,13-,16-,17-,18?,20?,21+	CPDMETA-13652
cpd21171	t:10-,12-,13-,16-,17-,18?,20+,21+	C19932
cpd21171	t:10-,12?,13-,16-,17-,18?,20?,21+	CPDMETA-13651
cpd21177	t:10-,12-,13+,15?	C19938
cpd21177	t:10-,12?,13?,15?	CPD-13616
cpd21178	t:10-,12-,13+,15?	C19939
cpd21178	t:10-,12?,13?,15?	CPD-13617
cpd21181	t:20-,21+,22-,23-,24+,27+,28-,29+,30+	C19942
cpd21181	t:20?,21-,22?,23+,24?,27-,28+,29-,30-	CPD-13666
cpd21182	t:20-,22-,23-,24+,27+,28-,29+,30+	C19943
cpd21182	t:20?,22?,23-,24?,27+,28-,29+,30+	CPD-13667
cpd21202	t:16-,18+,20+	C19963
cpd21202	t:16-,18?,20+	CPD-10117
cpd21213	t:11-,12+,14+,15-	CPD-13786
cpd21213	t:11-,12+,14+,15?	C19974
cpd21378	t:15-,16-,17+,19-,20-	C20145
cpd21378	t:15-,16?,17?,19-,20-	CPD-11534
cpd21379	t:14-,15-,16-,17+,19-,20-	C20146
cpd21379	t:14?,15-,16-,17+,19-,20-	CPD-13920
cpd21383	t:13-,15-,16-,17-,18+,20-	C20150
cpd21383	t:13-,15-,16?,17-,18+,20-	CPD-13924
cpd21384	t:15-,16-,17+,18+,19+,22+	C20151
cpd21384	t:15-,16-,17?,18+,19+,22+	CPD-9194
cpd21385	t:20-,21-,22+,23+,25-,26+,28-	C20152
cpd21385	t:20?,21?,22-,23-,25+,26-,28+	CPD-13925
cpd21386	t:19-,20-,21+,22+,23+,25-,26+,28+	C20153
cpd21386	t:19?,20?,21-,22-,23-,25+,26-,28-	CPD-13926
cpd21389	t:8-,10+,11-,12-,13+,14+,15-,17-	C20156
cpd21389	t:8-,10+,11?,12-,13+,14+,15-,17-	CPD-13828
cpd21391	t:17-,18+,20-	CPD-13929
cpd21391	t:17-,18-,20+	C20158
cpd21407	t:12-,13+,15-	C20174
cpd21407	t:12-,13+,15?	CPD-12888
cpd21408	b:11-6+,12-10+	C20175
cpd21408	b:11-6-,12-10+	CPD-13870
cpd21422	t:22-,23+,24-,26+,27-,28+,29+,30+	C20189
cpd21422	t:22-,23?,24-,26+,27-,28+,29+,30+	CPD-13881
cpd21423	t:7-,8-,11-,12-,13-,14-,19-,20-	C20190
cpd21423	t:7-,8?,11-,12-,13-,14-,19-,20-	CPD-11932
cpd21425	t:27-,29+,30+	CPD-10285
cpd21425	t:27-,29-,30-	C20192
cpd21448	b:7-5+	C20215
cpd21448	b:9-7+	CPD-9331
cpd21448	h:5,7,11-13,15,21H,4,6,8-10,14H2,1-3H3,(H,20,22)	C20215
cpd21448	h:7,9,11-13,15,21H,4-6,8,10,14H2,1-3H3,(H,20,22)	CPD-9331
cpd21490	t:7-,8+,10-	C20260
cpd21490	t:7-,8-,10-	CPD-13996
cpd21491	t:7-,8+,9-,10-	C20261
cpd21491	t:7-,8-,9-,10-	CPD-13995
cpd23115	t:11-,12+,15+	CPD-11866
cpd23115	t:11-,12+,15-	CPD-11880
